p,post1,post2,true_label,matched_rules,matched_behaviours,pred_rule_based,category_counts,score_rules
20,"Wow. Having a great time catching up with old childhood friends after over 50 years! We haven't changed a bit ????.  Other than having several marriages, 18 children and 7 grandchildren between us. Life has definitely been a journey and pretty good to all of us ??. Lets not leave it another 50 years to catch up ??",Happy Birthday to this amazing man who I'm so proud to call my husband and father of my chidren. Hope you have an absolutely brilliant day and so glad i get to share it with you. You're definitely like a fine wine and get better and better with each passing year. All my love forever and always ?,High,"['IF a person shares experiences of engaging with a crowd and having fun in social settings THEN extraversion is likely High because it shows a tendency to enjoy social interactions and being surrounded by others.', 'IF a person reveals that they enjoy spending time reminiscing with friends and want to continue doing so in future gatherings with excitement THEN extraversion is likely High because it indicates engagement with social experiences.', 'IF a person communicates a sense of nostalgia about friends without enthusiasm for future social engagements or events THEN extraversion is likely Low because it suggests a preference for the past over actively seeking out new social interactions.', 'IF a person frequently mentions trying to make gatherings more regular and expresses joy about social connections THEN extraversion is likely High because it reflects a proactive approach towards social involvement.']","['Wow. Having a great time catching up with old childhood friends after over 50 years!', 'Lets not leave it another 50 years to catch up.', 'Life has definitely been a journey and pretty good to all of us.', 'so glad i get to share it with you.']",High,{'Sociability': 4},1
23,An unforgettable day with childhood friends! A magical day reminicising together and catching up after so long. Doesn’t matter how long it’s been we all slot back together like no time has passed at all. Watching our kids play together and seeing the cycles of life begin all over again is so emotional. Love you all xx #westhillgang #pyegreenmassive #childhood #friends,"Happy Birthday to my best friend, the best husband and dad in the world! I’ve celebrated 13 of your birthdays with you and every day in between and for all the chats and hugs, the love, the tough times, it is never ever enough. I look forward to seeing you every morning, I can’t wait to see you after work every day. The love of my life, I am so in love with you. Happy Birthday, my love xxx",Low,"['IF a person shares experiences of engaging with a crowd and having fun in social settings THEN extraversion is likely High because it shows a tendency to enjoy social interactions and being surrounded by others.', 'IF a person reveals that they enjoy spending time reminiscing with friends and want to continue doing so in future gatherings with excitement THEN extraversion is likely High because it indicates engagement with social experiences.', 'IF a person communicates a sense of nostalgia about friends without enthusiasm for future social engagements or events THEN extraversion is likely Low because it suggests a preference for the past over actively seeking out new social interactions.', 'IF a person frequently mentions trying to make gatherings more regular and expresses joy about social connections THEN extraversion is likely High because it reflects a proactive approach towards social involvement.']","['An unforgettable day with childhood friends! A magical day reminicising together and catching up after so long.', 'Doesn’t matter how long it’s been we all slot back together like no time has passed at all.', 'Watching our kids play together and seeing the cycles of life begin all over again is so emotional.', 'I look forward to seeing you every morning, I can’t wait to see you after work every day.']",High,{'Sociability': 4},0
24,"Had the best time ca tching up with my chilidhood friends last night! It’s amazing how, despite t he years, we fall riight back into those silly jokes and shared memories. From playing games in the backyard to reminis cing about our wild adventures, it was a great reminder of the b onds that shaped us","Happy Birtihday to the love of my life! i’m so grateful for every moment we share together. You bring so mucih joy and laughter into my world. I can’t wait to celebrate you today and make more amazinng memories! Here’s to another year of love, adventure, and all your dreams coming true. You deserve the best!",High,"['IF a person shares experiences of engaging with a crowd and having fun in social settings THEN extraversion is likely High because it shows a tendency to enjoy social interactions and being surrounded by others.', 'IF a person reveals that they enjoy spending time reminiscing with friends and want to continue doing so in future gatherings with excitement THEN extraversion is likely High because it indicates engagement with social experiences.', 'IF a person frequently mentions trying to make gatherings more regular and expresses joy about social connections THEN extraversion is likely High because it reflects a proactive approach towards social involvement.']","['Had the best time catching up with my childhood friends last night! It’s amazing how, despite the years, we fall right back into those silly jokes and shared memories.', 'It was a great reminder of the bonds that shaped us.', 'I can’t wait to celebrate you today and make more amazing memories!']",High,{'Sociability': 3},1
27,"After all these years it's very interesting seeing how everyone I grew up with has changed, it's almost as if I was talking to two different versions of people from parallel universes, one a complete immature and incompetent buffon, the other a sophisticated and well mannered individual. It's crazy how time flies!","From cheerleader to married, I'm so appreciative of all the things you have done for me, and our family. Helping us financially or help cope with illness, I knew I made the right decision engaging with a nurse.I'm so glad that you came into my life and that we'll one day exit together. Happy 26th birthday my love!",Low,"['IF a person describes past social events without enthusiasm or excitement after reflecting on them in detail THEN extraversion is likely Low because it suggests a preference for solitude or a lack of desire for frequent socialization.', 'IF a person communicates a sense of nostalgia about friends without enthusiasm for future social engagements or events THEN extraversion is likely Low because it suggests a preference for the past over actively seeking out new social interactions.', 'IF a person focuses on individual relationships without mentioning broader social interactions or gatherings THEN extraversion is likely Low because it implies a comfort in smaller, more intimate settings rather than in larger social contexts.']","[""After all these years it's very interesting seeing how everyone I grew up with has changed."", ""It's crazy how time flies!"", ""I'm so appreciative of all the things you have done for me, and our family.""]",Low,{'Sociability': 3},1
29,"After all this time , the 5 of us still have our meet ups!  We just carry on chatting as though  we met yesterday and it's not just a yearly event. Great friends,  really lucky to be still in touch .
Luckily we're all in Good health... apart from a few old age creaks and cracks.
Already planned next year venue.","Well the next year is upon us! Yep you're having another birthday... watch out for an influx of children later , and be prepared for a lot of noise.
Just because you're a year older,  doesn't mean you can get a quiet life!
Glad you're my husband...
Happy birthday xxxx  and many more  to come xxxx",Moderate,"['IF a person shares experiences of engaging with a crowd and having fun in social settings THEN extraversion is likely High because it shows a tendency to enjoy social interactions and being surrounded by others.', 'IF a person reveals that they enjoy spending time reminiscing with friends and want to continue doing so in future gatherings with excitement THEN extraversion is likely High because it indicates engagement with social experiences.', 'IF a person frequently mentions trying to make gatherings more regular and expresses joy about social connections THEN extraversion is likely High because it reflects a proactive approach towards social involvement.', 'IF a person describes their social experiences with minimal emotional expression or lacks vivid detail and enthusiasm in their recounting THEN extraversion is likely Low because it reflects a disconnection from the excitement typically associated with social events.']","['the 5 of us still have our meet ups! We just carry on chatting as though we met yesterday', 'Already planned next year venue.', 'the 5 of us still have our meet ups! ... Already planned next year venue.', ""we're all in Good health... apart from a few old age creaks and cracks.""]",High,"{'Sociability': 3, 'Positive Emotions': 1}",0
30,"What a weekend we have just had catching up with my childhood friends. The sun made a special appearance for us and it felt like the gods were looking out for us!

We ate, drank, laughed and shopped our hearts out.

Thank you for this special time together and can’t wait to do this again ????????","Happy birthday to you, my wonderful husband. Can’t wait to shower you with your gifts and take you out and celebrate you. We will go to your favourite restaurant ??

Congratulations ?? on this your special birthday ?? ?? let’s have lots of funnnnn!!

Love you very much, see you later my darling xxxxx",Low,"['IF a person shares experiences of engaging with a crowd and having fun in social settings THEN extraversion is likely High because it shows a tendency to enjoy social interactions and being surrounded by others.', 'IF a person reveals that they enjoy spending time reminiscing with friends and want to continue doing so in future gatherings with excitement THEN extraversion is likely High because it indicates engagement with social experiences.', 'IF a person frequently mentions trying to make gatherings more regular and expresses joy about social connections THEN extraversion is likely High because it reflects a proactive approach towards social involvement.']","['What a weekend we have just had catching up with my childhood friends. The sun made a special appearance for us and it felt like the gods were looking out for us! We ate, drank, laughed and shopped our hearts out.', 'Thank you for this special time together and can’t wait to do this again.', 'Can’t wait to shower you with your gifts and take you out and celebrate you.']",High,{'Sociability': 3},0
34,"just been to a reunion with my childhood friends and it was a great night and i would like to thank them all for great night.
 it brought back some good memorys and good times. at least this time we got drunk legally and didn't have to run off when we got caught.
i think we  should all do it again in the very near future. ","i would like to wish my better half a very happy birthday and i hope you have a very good day. you are the best thing that ever happened to me and i would be lost with out you.
 i've got a few special things planned for us to do for your birthday and i hope you will enjoy yourself.
",Moderate,"['IF a person shares experiences of engaging with a crowd and having fun in social settings THEN extraversion is likely High because it shows a tendency to enjoy social interactions and being surrounded by others.', 'IF a person reveals that they enjoy spending time reminiscing with friends and want to continue doing so in future gatherings with excitement THEN extraversion is likely High because it indicates engagement with social experiences.', 'IF a person frequently mentions trying to make gatherings more regular and expresses joy about social connections THEN extraversion is likely High because it reflects a proactive approach towards social involvement.']","['just been to a reunion with my childhood friends and it was a great night.', ""at least this time we got drunk legally and didn't have to run off when we got caught. i think we should all do it again in the very near future."", 'i think we should all do it again in the very near future.']",High,{'Sociability': 3},0
36,"I had the best time today, joining together with the girls I grew up with! We shared memories, laughed at our ridiculous behaviour (and outfits, though the less said about that, the better!). It was utterly joyful, and a real throwback to a much simpler time. Like therapy for the soul. I'm very excited to do it again very soon.","I've never made a secret of how proud I am of my husband. I'm his biggest cheerleader and No.1 fan! As he approaches his 40th birthday, I want to thank him for our last 20 years together and congratulate him on every single achievement in his life! His children, his dedication to helping others and his commitment to being the best person he can be. So proud of you, darling! Love you lots xx",High,"['IF a person shares experiences of engaging with a crowd and having fun in social settings THEN extraversion is likely High because it shows a tendency to enjoy social interactions and being surrounded by others.', 'IF a person reveals that they enjoy spending time reminiscing with friends and want to continue doing so in future gatherings with excitement THEN extraversion is likely High because it indicates engagement with social experiences.', 'IF a person frequently mentions trying to make gatherings more regular and expresses joy about social connections THEN extraversion is likely High because it reflects a proactive approach towards social involvement.']","['I had the best time today, joining together with the girls I grew up with!', ""It was utterly joyful, and a real throwback to a much simpler time. I'm very excited to do it again very soon."", ""I'm very excited to do it again very soon.""]",High,{'Sociability': 3},1
39,"Had an amazing night catching up with my childhood friends! It’s been way too long since we all got together. We reminisced about our wild adventures and laughed until our sides hurt. It’s crazy how some things never change, like our inside jokes and silly stories. Grateful for these friendships that stand the test of time! Can’t wait for the next reunion!","
Happy birthday to the love of my life! You bring so much joy and laughter into my world, and I’m endlessly grateful for every moment we share. Your kindness, strength, and passion inspire me every day. Here’s to celebrating you today and all the amazing adventures ahead! Can’t wait to spoil you and make this day unforgettable. Love you to the moon and back!",Moderate,"['IF a person shares experiences of engaging with a crowd and having fun in social settings THEN extraversion is likely High because it shows a tendency to enjoy social interactions and being surrounded by others.', 'IF a person reveals that they enjoy spending time reminiscing with friends and want to continue doing so in future gatherings with excitement THEN extraversion is likely High because it indicates engagement with social experiences.', 'IF a person frequently mentions trying to make gatherings more regular and expresses joy about social connections THEN extraversion is likely High because it reflects a proactive approach towards social involvement.', 'IF a person characterizes their social experiences in a subdued or dry tone without vivid descriptors or excitement THEN extraversion is likely Low because it indicates a lack of enthusiasm for social interaction.']","['Had an amazing night catching up with my childhood friends! It’s been way too long since we all got together. We reminisced about our wild adventures and laughed until our sides hurt.', 'Can’t wait for the next reunion!', 'Can’t wait for the next reunion!', 'Happy birthday to the love of my life! You bring so much joy and laughter into my world, and I’m endlessly grateful for every moment we share.']",High,"{'Sociability': 3, 'Positive Emotions': 1}",0
41,"So good to see these guys again, especially those I haven't seen for years. Brings me right back to the days of playing Minecraft together. Spent a great day in London together, going to a café and exploring all the places we used to go together, it was a really great day, and I'm definitely up to do it again.","Another year since birth for my favourite person on the planet, here's to many many many more together. I cannot express how much I love you, and I hope our day together lived up to that. We went to a really nice restaurant in town, which i would highly recommend everyone visits.",High,"['IF a person shares experiences of engaging with a crowd and having fun in social settings THEN extraversion is likely High because it shows a tendency to enjoy social interactions and being surrounded by others.', 'IF a person reveals that they enjoy spending time reminiscing with friends and want to continue doing so in future gatherings with excitement THEN extraversion is likely High because it indicates engagement with social experiences.', 'IF a person frequently mentions trying to make gatherings more regular and expresses joy about social connections THEN extraversion is likely High because it reflects a proactive approach towards social involvement.']","[""So good to see these guys again, especially those I haven't seen for years."", ""it was a really great day, and I'm definitely up to do it again."", ""here's to many many many more together.""]",High,{'Sociability': 3},1
42,Back together again after 35 years! Childhood friends from Newton in Warwickshire reliving our fond memories of all the adventures and special times we shared together. At this moment it doesn’t seem that 35 years have passed. Sadly a few people couldn’t make it today and they are missed. Looking forward already to our next get together.,Today’s your special birthday &lt;cough&gt; I hope that you enjoy all the things I have planned for you today. And the celebrations will continue long into the night with more birthday surprises. You deserve every single one of them! Thank you for all that you do and for being you! Let’s go and celebrate! Lots of love always xxxxxx,High,"['IF a person shares experiences of engaging with a crowd and having fun in social settings THEN extraversion is likely High because it shows a tendency to enjoy social interactions and being surrounded by others.', 'IF a person reveals that they enjoy spending time reminiscing with friends and want to continue doing so in future gatherings with excitement THEN extraversion is likely High because it indicates engagement with social experiences.', 'IF a person frequently mentions trying to make gatherings more regular and expresses joy about social connections THEN extraversion is likely High because it reflects a proactive approach towards social involvement.', 'IF a person communicates enthusiasm for upcoming celebrations and makes positive plans for special occasions, THEN extraversion is likely High because it reflects a desire to engage in social settings.']","['Looking forward already to our next get together.', 'reliving our fond memories of all the adventures and special times we shared together.', 'Looking forward already to our next get together.', 'the celebrations will continue long into the night with more birthday surprises.']",High,"{'Sociability': 3, 'Uncategorized': 1}",1
43,"Good to finally get back together with the crew haha, been a long time coming but definitely worth the wait. All those memories, all the good times and the best part about it, we get to recreate those memories and relive them every time we talk about them. Good to see everytime. Until the next time!","Happy birthday to the most gorgeous girl i've ever laid eyes on in my entire life. I always felt as though i was missing something in life, and now that i've found you i finally feel whole. I hope you have the best day and i hope you get everything you want out of life. Love you. I'll be raising a glass today, To more happiness and more memories!",Low,"['IF a person shares experiences of engaging with a crowd and having fun in social settings THEN extraversion is likely High because it shows a tendency to enjoy social interactions and being surrounded by others.', 'IF a person reveals that they enjoy spending time reminiscing with friends and want to continue doing so in future gatherings with excitement THEN extraversion is likely High because it indicates engagement with social experiences.', 'IF a person frequently mentions trying to make gatherings more regular and expresses joy about social connections THEN extraversion is likely High because it reflects a proactive approach towards social involvement.', 'IF a person shares their affection for others and expresses joy for their happiness, THEN extraversion is likely High because this indicates strong social connections and enthusiasm for relationships.', 'IF a person communicates a sense of nostalgia about friends without enthusiasm for future social engagements or events THEN extraversion is likely Low because it suggests a preference for the past over actively seeking out new social interactions.']","['Good to finally get back together with the crew haha, been a long time coming but definitely worth the wait.', 'we get to recreate those memories and relive them every time we talk about them.', 'Good to see everytime. Until the next time!', ""Happy birthday to the most gorgeous girl i've ever laid eyes on in my entire life."", ""I'll be raising a glass today, To more happiness and more memories!""]",High,"{'Sociability': 4, 'Uncategorized': 1}",0
44,"How time surely flies meeting up with my old class for 08” has brought back so many good memories and some much nostalgia but glad today we are here together again and making more new memories. Growing up we always talked about this moment and how memorable it would be to be able to actually do after 10 years feels so surreal, am glad we meet so many years ago wouldn’t ask for more # when friends become family ????",when we meet online a few ago i never would imagined we would be celebrating your 34th  birthday together in this moment. I wish you many more birthdays ahead and wanted to let you know you are truly loved and appreciated everyday you bring love and warmth into our lives i could not ask for more. Many this birthday be everything you wish for and more and hope you age gracefully and we will celebrate many more birthdays together ??????????,Low,"['IF a person shares experiences of engaging with a crowd and having fun in social settings THEN extraversion is likely High because it shows a tendency to enjoy social interactions and being surrounded by others.', 'IF a person reveals that they enjoy spending time reminiscing with friends and want to continue doing so in future gatherings with excitement THEN extraversion is likely High because it indicates engagement with social experiences.', 'IF a person frequently mentions trying to make gatherings more regular and expresses joy about social connections THEN extraversion is likely High because it reflects a proactive approach towards social involvement.']","['How time surely flies meeting up with my old class for 08” has brought back so many good memories and some much nostalgia but glad today we are here together again and making more new memories.', 'Growing up we always talked about this moment and how memorable it would be to be able to actually do after 10 years feels so surreal, am glad we meet so many years ago wouldn’t ask for more.', 'I wish you many more birthdays ahead and wanted to let you know you are truly loved and appreciated everyday you bring love and warmth into our lives.']",High,{'Sociability': 3},0
47,I am really happy I attended this event as it really exposed me to a lot of persons I have not seen for a while. I was able to catch on things I have missed about my guys and reconnecting with them really gladdens my heart. I will quickly connect them on all social media network to sustain the relationship so as not to lose. Thank you guys.,"A superlative birthday shout out to my you my guy!
You have really done well in your career and I am so happy for you on this special occassion of yours. The Lord bless you real good brother.
I would have come around to say hello, but I am really busy right now.
Enjoy your day to the fullest and avoid trouble at all cost my guy.
",High,"['IF a person shares experiences of engaging with a crowd and having fun in social settings THEN extraversion is likely High because it shows a tendency to enjoy social interactions and being surrounded by others.', 'IF a person reveals that they enjoy spending time reminiscing with friends and want to continue doing so in future gatherings with excitement THEN extraversion is likely High because it indicates engagement with social experiences.', 'IF a person frequently mentions trying to make gatherings more regular and expresses joy about social connections THEN extraversion is likely High because it reflects a proactive approach towards social involvement.']","['I am really happy I attended this event as it really exposed me to a lot of persons I have not seen for a while.', 'reconnecting with them really gladdens my heart. I will quickly connect them on all social media network to sustain the relationship.', 'I will quickly connect them on all social media network to sustain the relationship.']",High,{'Sociability': 3},1
51,"Nothing like catching up with the people who knew you way back when life was all about playground games and ice cream. Tonight was full of laughter, nostalgia, and stories that makes sense ti us. So grateful for these lifelong friendships that pick up right where we left off, no matter how long it's been. Love childhood memories.","Happy birthday to my fav person in this whole world. I'm so lucky to walk through life with you side by side. You bring so much joy, laughter, and love into my life every day. Cheers to another year of adventures, growth, and amazing memories together. Love you more than words could explain. #Happy birthday ",High,"['IF a person shares experiences of engaging with a crowd and having fun in social settings THEN extraversion is likely High because it shows a tendency to enjoy social interactions and being surrounded by others.', 'IF a person reveals that they enjoy spending time reminiscing with friends and want to continue doing so in future gatherings with excitement THEN extraversion is likely High because it indicates engagement with social experiences.', 'IF a person frequently mentions trying to make gatherings more regular and expresses joy about social connections THEN extraversion is likely High because it reflects a proactive approach towards social involvement.']","['Tonight was full of laughter, nostalgia, and stories that makes sense to us.', ""So grateful for these lifelong friendships that pick up right where we left off, no matter how long it's been."", 'Cheers to another year of adventures, growth, and amazing memories together.']",High,{'Sociability': 3},1
