p,post1,post2,true_label,matched_rules,matched_behaviours,pred_rule_based,category_counts,score_rules
24,"Had the best time ca tching up with my chilidhood friends last night! It’s amazing how, despite t he years, we fall riight back into those silly jokes and shared memories. From playing games in the backyard to reminis cing about our wild adventures, it was a great reminder of the b onds that shaped us","Happy Birtihday to the love of my life! i’m so grateful for every moment we share together. You bring so mucih joy and laughter into my world. I can’t wait to celebrate you today and make more amazinng memories! Here’s to another year of love, adventure, and all your dreams coming true. You deserve the best!",High,"['IF a person uses phrases like ""lots of laughs,"" ""great times,"" and ""can\'t wait until the next one"" in a post THEN extraversion is likely High because these expressions showcase a fondness for social interactions.', 'IF a person uses phrases like ""I can’t wait to celebrate you today"" and expresses gratitude for shared moments, THEN extraversion is likely High because this indicates enthusiasm for social engagements and connections.']","['Had the best time catching up with my childhood friends last night! It’s amazing how, despite the years, we fall right back into those silly jokes and shared memories.', 'Happy Birthday to the love of my life! I’m so grateful for every moment we share together. You bring so much joy and laughter into my world.']",High,"{'Positive Emotions': 1, 'Uncategorized': 1}",1
25,"Was lucky enough to recently meet up and have an amazing time catching up with old friends from school who I hadn't seen in years, these are the people who made my childhood and shaped me into the person i am now so to see them all again and share memories was unbelievable, hopefully do it again soon","Happy birthday to my amazing partner, hope you have an fantastic day, thank you for everything you have done for me since the first moment I met you and putting up with me all the time, wishing you an amazing day and I've got a lot planned that will hopefully give you the day you deserve and to spoil you ",Moderate,"['IF a person uses phrases like ""lots of laughs,"" ""great times,"" and ""can\'t wait until the next one"" in a post THEN extraversion is likely High because these expressions showcase a fondness for social interactions.', 'IF a person shares an experience of a reunion but focuses primarily on personal reflections or comparisons rather than the social aspects of the gathering THEN extraversion is likely Low because it implies a preference for introspection over social engagement.']","['""I was lucky enough to recently meet up and have an amazing time catching up with old friends... hopefully do it again soon""', '""these are the people who made my childhood and shaped me into the person I am now so to see them all again and share memories was unbelievable""']",High,"{'Positive Emotions': 1, 'Warmth': 1}",0
26,"Loved loved loved seeing these guys today…the original OG’s from way back when I still had a fringe, wore double denim and was reading Shout magazine. Wah life goes by so fast.
I’m so lucky to have these guys still in my life today, we need to make these meet ups a more regular thing!","Happy Birthday to our one and only, our jam in the sandwich… have the best day. Me and the boys will be on our best behaviour today so get some rest and do something you enjoy. We love you along with everyone else who knows you. Wishing you the best of health wealth and happiness.",High,"['IF a person uses phrases like ""lots of laughs,"" ""great times,"" and ""can\'t wait until the next one"" in a post THEN extraversion is likely High because these expressions showcase a fondness for social interactions.']","['I’m so lucky to have these guys still in my life today, we need to make these meet ups a more regular thing!']",High,{'Positive Emotions': 1},1
28,My oldest and dearest friends gathered at the weekend to celebrate 30 years since leaving school. Much laughing and getting over how much we had all aged. Looking back at our old school photos was hilarious. Some of us didn't even recognise ourselves. We had such a good time that we decided to make this an annual event ,The most important person in my life achieves a milestone birthday today. Congratulations on your 50th and may we share many more happy years together. Unfortunately it's all downhill from here. Buckle up for the coming mid life crisis and keep smiling. These can be the best years of life with the right attitude. Get writing that bucket list and let's see the world ticking them off.,Low,"[""IF a person uses phrases like 'lots of laughs,' 'great times,' and 'can't wait until the next one' in a post THEN extraversion is likely High because these expressions showcase a fondness for social interactions."", 'IF a person shares an experience of a reunion but focuses primarily on personal reflections or comparisons rather than the social aspects of the gathering THEN extraversion is likely Low because it implies a preference for introspection over social engagement.']","['Much laughing and getting over how much we had all aged. We had such a good time that we decided to make this an annual event.', ""Looking back at our old school photos was hilarious. Some of us didn't even recognise ourselves.""]",High,"{'Uncategorized': 1, 'Warmth': 1}",0
29,"After all this time , the 5 of us still have our meet ups!  We just carry on chatting as though  we met yesterday and it's not just a yearly event. Great friends,  really lucky to be still in touch .
Luckily we're all in Good health... apart from a few old age creaks and cracks.
Already planned next year venue.","Well the next year is upon us! Yep you're having another birthday... watch out for an influx of children later , and be prepared for a lot of noise.
Just because you're a year older,  doesn't mean you can get a quiet life!
Glad you're my husband...
Happy birthday xxxx  and many more  to come xxxx",Moderate,"[""IF a person uses phrases like 'lots of laughs,' 'great times,' and 'can't wait until the next one' in a post THEN extraversion is likely High because these expressions showcase a fondness for social interactions."", 'IF a person shares an experience of a reunion but focuses primarily on personal reflections or comparisons rather than the social aspects of the gathering THEN extraversion is likely Low because it implies a preference for introspection over social engagement.', ""IF a person uses phrases like 'lot of noise' in the context of a birthday celebration, THEN extraversion is likely High because this indicates an acceptance and excitement about social gatherings.""]","['After all this time, the 5 of us still have our meet ups! We just carry on chatting as though we met yesterday.', 'Great friends, really lucky to be still in touch.', 'watch out for an influx of children later, and be prepared for a lot of noise.']",High,"{'Uncategorized': 2, 'Warmth': 1}",0
30,"What a weekend we have just had catching up with my childhood friends. The sun made a special appearance for us and it felt like the gods were looking out for us!

We ate, drank, laughed and shopped our hearts out.

Thank you for this special time together and can’t wait to do this again ????????","Happy birthday to you, my wonderful husband. Can’t wait to shower you with your gifts and take you out and celebrate you. We will go to your favourite restaurant ??

Congratulations ?? on this your special birthday ?? ?? let’s have lots of funnnnn!!

Love you very much, see you later my darling xxxxx",Low,"['IF a person uses phrases like ""lots of laughs,"" ""great times,"" and ""can\'t wait until the next one"" in a post THEN extraversion is likely High because these expressions showcase a fondness for social interactions.', 'IF a person talks about celebrating a loved one with enthusiasm and plans for fun activities, THEN extraversion is likely High because this reflects a desire for enjoyable social experiences.', 'IF a person expresses eagerness for a fun time, using phrases like ""let’s have lots of fun,"" THEN extraversion is likely High because it shows enthusiasm for social engagement.']","['Thank you for this special time together and can’t wait to do this again.', 'Can’t wait to shower you with your gifts and take you out and celebrate you.', 'let’s have lots of funnnnn!!']",High,"{'Positive Emotions': 1, 'Uncategorized': 2}",0
31,Long awaited catch up with life long friends!  Why has it taken so long? It was so good to catch up with everybody.  It has been so great seeing how we have all changed and grown both physically and spiritually.  Let me know who is up for making this an annual event? Please let me know.  I am happy to organise it.  Feeling blessed.  Cheers everyone!,"Happy birthday to the best and most wonderful husband I could ever ask for xx  Thank you for everything you do. Thank you for being an awesome dad to our two children. Enjoy your day and look forward the birthday celebrations tonight.  Enjoy your gifts. 
 You  so deserve them.  Love as always.",High,"['IF a person uses phrases like ""lots of laughs,"" ""great times,"" and ""can\'t wait until the next one"" in a post THEN extraversion is likely High because these expressions showcase a fondness for social interactions.', 'IF a person shares an experience of a reunion but focuses primarily on personal reflections or comparisons rather than the social aspects of the gathering THEN extraversion is likely Low because it implies a preference for introspection over social engagement.', 'IF a person expresses excitement for a celebration with others, THEN extraversion is likely High because it indicates a desire for social engagement and enjoyment.']","['It has been so great seeing how we have all changed and grown both physically and spiritually.', 'Let me know who is up for making this an annual event? Please let me know. I am happy to organise it.', 'Enjoy your day and look forward the birthday celebrations tonight.']",High,"{'Positive Emotions': 1, 'Warmth': 1, 'Uncategorized': 1}",1
33,Back with the besties! Hanging with my buds from grade school… can’t believe how long it’s been. After all this time they all still get it. Anyone who want to get a drink come on by. High school may have been fifteen years ago but it still feels like we graduated just yesterday. ,Happy birthday to my best friend and partner in crime. It’s crazy all we’ve been through in the past fifteen years. Through all the ups and downs you have always been there for me. I couldn’t ask for a better person to share my life with. Happy birthday and here’s to the next decade together. ,Low,"[""IF a person uses phrases like 'lots of laughs,' 'great times,' and 'can't wait until the next one' in a post THEN extraversion is likely High because these expressions showcase a fondness for social interactions."", 'IF a person shares an experience of a reunion but focuses primarily on personal reflections or comparisons rather than the social aspects of the gathering THEN extraversion is likely Low because it implies a preference for introspection over social engagement.', 'IF a person recounts a social experience with an emphasis on food and drink, focusing less on the interpersonal interactions in their post THEN extraversion is likely Low because it suggests a lower emphasis on social engagement.', 'IF a person describes feeling awkward and uncomfortable in a social setting, implying a lack of enjoyment in those interactions THEN extraversion is likely Low because it suggests disinterest in socializing and a preference for solitude.']","['can’t believe how long it’s been. After all this time they all still get it.', 'High school may have been fifteen years ago but it still feels like we graduated just yesterday.', 'Anyone who want to get a drink come on by.', 'It’s crazy all we’ve been through in the past fifteen years.']",High,"{'Uncategorized': 1, 'Warmth': 1, 'Sociability': 2}",0
39,"Had an amazing night catching up with my childhood friends! It’s been way too long since we all got together. We reminisced about our wild adventures and laughed until our sides hurt. It’s crazy how some things never change, like our inside jokes and silly stories. Grateful for these friendships that stand the test of time! Can’t wait for the next reunion!","
Happy birthday to the love of my life! You bring so much joy and laughter into my world, and I’m endlessly grateful for every moment we share. Your kindness, strength, and passion inspire me every day. Here’s to celebrating you today and all the amazing adventures ahead! Can’t wait to spoil you and make this day unforgettable. Love you to the moon and back!",Moderate,"['IF a person uses phrases like ""lots of laughs,"" ""great times,"" and ""can\'t wait until the next one"" in a post THEN extraversion is likely High because these expressions showcase a fondness for social interactions.', 'IF a person uses phrases like ""great times"" and expresses eagerness to celebrate and share experiences with others, THEN extraversion is likely High because this reflects a joy in social connections.']","[""We reminisced about our wild adventures and laughed until our sides hurt. It's crazy how some things never change, like our inside jokes and silly stories. Can't wait for the next reunion!"", 'Happy birthday to the love of my life! ... Here’s to celebrating you today and all the amazing adventures ahead! Can’t wait to spoil you and make this day unforgettable.']",High,"{'Positive Emotions': 1, 'Uncategorized': 1}",0
40,had fun today! got to see my friends that i've grown up with. im grateful to go through life with them and to see them grow as people. every accomplishment i will be there for becauase i know they will be there for me. i am truly grateful to have such a strong group of people around me and to uplift me.,"happy birthday my love. i am so proud of you. you are my best friend, my ace, my rock. i love you more than every. you keep me on my feet and you never let my crown tip. even trhrough all the trials and tribulations. i am lucky to have someone like you in my corner. you never fail to make me happt",Moderate,"[""IF a person uses phrases like 'lots of laughs,' 'great times,' and 'can't wait until the next one' in a post THEN extraversion is likely High because these expressions showcase a fondness for social interactions."", 'IF a person expresses deep gratitude and admiration for their social connections and feels uplifted by them, THEN extraversion is likely High because it shows an appreciation for social interactions and relationships.', 'IF a person expresses strong feelings of love and support for their close friends and highlights their importance in their life, THEN extraversion is likely High as this reflects strong social bonds and connections.']","[""had fun today! got to see my friends that i've grown up with."", 'i am truly grateful to have such a strong group of people around me and to uplift me.', 'you are my best friend, my ace, my rock.']",High,{'Uncategorized': 3},0
41,"So good to see these guys again, especially those I haven't seen for years. Brings me right back to the days of playing Minecraft together. Spent a great day in London together, going to a café and exploring all the places we used to go together, it was a really great day, and I'm definitely up to do it again.","Another year since birth for my favourite person on the planet, here's to many many many more together. I cannot express how much I love you, and I hope our day together lived up to that. We went to a really nice restaurant in town, which i would highly recommend everyone visits.",High,"['IF a person uses phrases like ""lots of laughs,"" ""great times,"" and ""can\'t wait until the next one"" in a post THEN extraversion is likely High because these expressions showcase a fondness for social interactions.', 'IF a person recounts a social experience with an emphasis on food and drink, focusing less on the interpersonal interactions in their post THEN extraversion is likely Low because it suggests a lower emphasis on social engagement.']","['""so good to see these guys again"" and ""it was a really great day, and I\'m definitely up to do it again.""', '""We went to a really nice restaurant in town, which I would highly recommend everyone visits.""']",Moderate,"{'Positive Emotions': 1, 'Sociability': 1}",0
43,"Good to finally get back together with the crew haha, been a long time coming but definitely worth the wait. All those memories, all the good times and the best part about it, we get to recreate those memories and relive them every time we talk about them. Good to see everytime. Until the next time!","Happy birthday to the most gorgeous girl i've ever laid eyes on in my entire life. I always felt as though i was missing something in life, and now that i've found you i finally feel whole. I hope you have the best day and i hope you get everything you want out of life. Love you. I'll be raising a glass today, To more happiness and more memories!",Low,"[""IF a person uses phrases like 'lots of laughs,' 'great times,' and 'can't wait until the next one' in a post THEN extraversion is likely High because these expressions showcase a fondness for social interactions."", 'IF a person shares an experience of a reunion but focuses primarily on personal reflections or comparisons rather than the social aspects of the gathering THEN extraversion is likely Low because it implies a preference for introspection over social engagement.', 'IF a person recounts a social experience with an emphasis on food and drink, focusing less on the interpersonal interactions in their post THEN extraversion is likely Low because it suggests a lower emphasis on social engagement.']","['Good to finally get back together with the crew haha, been a long time coming but definitely worth the wait. All those memories, all the good times and the best part about it, we get to recreate those memories and relive them every time we talk about them.', 'Good to see everytime. Until the next time!', ""I'll be raising a glass today, To more happiness and more memories!""]",High,"{'Uncategorized': 1, 'Warmth': 1, 'Sociability': 1}",0
44,"How time surely flies meeting up with my old class for 08” has brought back so many good memories and some much nostalgia but glad today we are here together again and making more new memories. Growing up we always talked about this moment and how memorable it would be to be able to actually do after 10 years feels so surreal, am glad we meet so many years ago wouldn’t ask for more # when friends become family ????",when we meet online a few ago i never would imagined we would be celebrating your 34th  birthday together in this moment. I wish you many more birthdays ahead and wanted to let you know you are truly loved and appreciated everyday you bring love and warmth into our lives i could not ask for more. Many this birthday be everything you wish for and more and hope you age gracefully and we will celebrate many more birthdays together ??????????,Low,"[""IF a person uses phrases like 'lots of laughs,' 'great times,' and 'can't wait until the next one' in a post THEN extraversion is likely High because these expressions showcase a fondness for social interactions."", 'IF a person shares an experience of a reunion but focuses primarily on personal reflections or comparisons rather than the social aspects of the gathering THEN extraversion is likely Low because it implies a preference for introspection over social engagement.', ""IF a person's language indicates a passive observation of a social event without excitement or active participation in their experiences THEN extraversion is likely Low because it reflects a lack of assertiveness in social environments.""]","[""'glad today we are here together again and making more new memories.'"", ""'How time surely flies meeting up with my old class for 08” has brought back so many good memories and some much nostalgia...'"", ""'We will celebrate many more birthdays together.'""]",Moderate,"{'Uncategorized': 2, 'Warmth': 1}",0
46,"Such a crazy time with my bro from childhood. We got to this house party which was full of vibes. From the time we got there we knew it was going to be special. The decoration on the house was amazing. Massive shout out to whoever made the ribs, chicken wings and burgers - 10/10. Music was on point, dancing was on point too. We need to do this again.","Just want to send a special happy birthday to my wife - my best friend, my advisor, my partner in crime and in love. Your patience, kind heart, focus, intelligence and your resilience in the face of life's obstacles makes me so lucky to be called your husband. To witness and stand by the woman you've grown into is amazing. I look forward to celebrating many more birthdays with you. Happy birthday my love. ",Moderate,"['IF a person uses phrases like ""lots of laughs,"" ""great times,"" and ""can\'t wait until the next one"" in a post THEN extraversion is likely High because these expressions showcase a fondness for social interactions.', 'IF a person recounts a social experience with an emphasis on food and drink, focusing less on the interpersonal interactions in their post THEN extraversion is likely Low because it suggests a lower emphasis on social engagement.', 'IF a person shares an experience of a reunion but focuses primarily on personal reflections or comparisons rather than the social aspects of the gathering THEN extraversion is likely Low because it implies a preference for introspection over social engagement.']","['We need to do this again.', 'Massive shout out to whoever made the ribs, chicken wings and burgers - 10/10.', 'From the time we got there we knew it was going to be special.']",High,"{'Positive Emotions': 1, 'Sociability': 1, 'Warmth': 1}",0
47,I am really happy I attended this event as it really exposed me to a lot of persons I have not seen for a while. I was able to catch on things I have missed about my guys and reconnecting with them really gladdens my heart. I will quickly connect them on all social media network to sustain the relationship so as not to lose. Thank you guys.,"A superlative birthday shout out to my you my guy!
You have really done well in your career and I am so happy for you on this special occassion of yours. The Lord bless you real good brother.
I would have come around to say hello, but I am really busy right now.
Enjoy your day to the fullest and avoid trouble at all cost my guy.
",High,"[""IF a person uses phrases like 'lots of laughs,' 'great times,' and 'can't wait until the next one' in a post THEN extraversion is likely High because these expressions showcase a fondness for social interactions."", 'IF a person shares an experience of a reunion but focuses primarily on personal reflections or comparisons rather than the social aspects of the gathering THEN extraversion is likely Low because it implies a preference for introspection over social engagement.']","['I was able to catch on things I have missed about my guys and reconnecting with them really gladdens my heart.', 'I will quickly connect them on all social media network to sustain the relationship so as not to lose.']",High,"{'Uncategorized': 1, 'Warmth': 1}",1
48,It feels so good to have the gang back together again! we had a lush dinner at Il Michelangelo and won a few games of bowling over at AllStars xoxo we loved reliving the same excitement from when we were young ~ that was 13 years ago! :O &lt;3 P.S. no one noticed that my heel was starting to break...,"my darling, my dearest. I couldn't imagine life without you and your dimpled smiles and cuddles. when life gets tough, you're there for me and me for you. I feel so blessed that we found each other and that we get to share this adventure of life together. You've hit a quarter of a century and here's to many more. I love you, happy birthday! &lt;3",Low,"['IF a person uses phrases like ""lots of laughs,"" ""great times,"" and ""can\'t wait until the next one"" in a post THEN extraversion is likely High because these expressions showcase a fondness for social interactions.', 'IF a person shares an experience of a reunion but focuses primarily on personal reflections or comparisons rather than the social aspects of the gathering THEN extraversion is likely Low because it implies a preference for introspection over social engagement.']","['It feels so good to have the gang back together again! we had a lush dinner at Il Michelangelo and won a few games of bowling over at AllStars', 'we loved reliving the same excitement from when we were young ~ that was 13 years ago!']",High,"{'Positive Emotions': 1, 'Warmth': 1}",0
50,"What a blast from the past it was last night!   50 years since we all left Morgan and went out into the big wide world.   It was amazing to see some of the old faces, some I barely recognised while with others we went straight back to third year French class!  Awesome to catch up with Brucie, Govie and Tich, but sobering to hear about those who are no longer with us.   Be grateful for every day.","Woo hoo!  Bill is 70!   How did I come to be married to such an old man???   Thank you for putting up with me for all these years and am looking forward to celebrating with you tonight.  Play your cards right - I might just have a wee surprise for you later on!  In the meantime enjoy your cake, it's your favourite!",Low,"['IF a person shares an experience of a reunion but focuses primarily on personal reflections or comparisons rather than the social aspects of the gathering THEN extraversion is likely Low because it implies a preference for introspection over social engagement.', ""IF a person uses phrases like 'lots of laughs,' 'great times,' and 'can't wait until the next one' in a post THEN extraversion is likely High because these expressions showcase a fondness for social interactions.""]","['It was amazing to see some of the old faces, some I barely recognised while with others we went straight back to third year French class!', 'Woo hoo! Bill is 70! ... I am looking forward to celebrating with you tonight.']",Moderate,"{'Warmth': 1, 'Uncategorized': 1}",0
52,it been a long time and it has been so long we see each other since childhood i moved house and left my day ones and now it is an opportunity to meet with them again we have gone through high school and tertiary institution and everybody is happy seeing each other yeah everyone is happy to meet each other and so everyone is with their family. what a joy to meet again,happy birthday to the best friends i ever had today is a special day for you and i am happy and felicitate you on your day. long life and prosperity. what a wonderful day for you as you have been a wonderful friend it is a pleasure to share this day with you. may your heart be filled with joy and your face with smile and your day with happiness and your mind with peace,Low,"[""IF a person uses phrases like 'lots of laughs,' 'great times,' and 'can't wait until the next one' in a post THEN extraversion is likely High because these expressions showcase a fondness for social interactions."", 'IF a person shares an experience of a reunion but focuses primarily on personal reflections or comparisons rather than the social aspects of the gathering THEN extraversion is likely Low because it implies a preference for introspection over social engagement.']","['yeah everyone is happy to meet each other and so everyone is with their family. what a joy to meet again', 'it has been so long we see each other since childhood i moved house and left my day ones and now it is an opportunity to meet with them again']",Moderate,"{'Uncategorized': 1, 'Warmth': 1}",0
