p,post1,post2,true_label,matched_rules,matched_behaviours,pred_zero_shot,pred_rule_based,category_counts,score_rules,score_zero
42,Back together again after 35 years! Childhood friends from Newton in Warwickshire reliving our fond memories of all the adventures and special times we shared together. At this moment it doesn’t seem that 35 years have passed. Sadly a few people couldn’t make it today and they are missed. Looking forward already to our next get together.,Today’s your special birthday &lt;cough&gt; I hope that you enjoy all the things I have planned for you today. And the celebrations will continue long into the night with more birthday surprises. You deserve every single one of them! Thank you for all that you do and for being you! Let’s go and celebrate! Lots of love always xxxxxx,High,"['IF a person shows excitement in sharing their plans on social media and updates friends about their activities THEN extraversion is likely High because this reflects a desire for connection and social sharing.', 'IF a person expresses a desire to see friends again and tags them in a post to initiate plans THEN extraversion is likely High because this shows an eagerness to maintain social connections.', 'IF a person demonstrates enthusiasm and excitement, especially using punctuation in their posts about social events, THEN extraversion is likely High because this signals positivity associated with social engagement.', 'IF a person mentions enjoying spending time with others and communicates these interactions on social media THEN extraversion is likely High because this illustrates a proactive approach to socializing.']","['Looking forward already to our next get together.', 'Looking forward already to our next get together.', 'And the celebrations will continue long into the night with more birthday surprises.', 'Thank you for all that you do and for being you! Let’s go and celebrate!']",High,High,"{'Sociability': 3, 'Positive Emotions': 1}",1,1
14,"Times Like This??Life can be complicated, but my people make it all worth it. My loved ones are what keep me going. Whether we go for drinks, go out to eat, or are just kicked back smoking and talking. I don't know where I would be without them. I'm so blessed to be able to call you guys my family. All glory to God.",HAPPY BIRTHDAY BABYGIRL????I am so proud of you for making it another year. Even when times are tough you always keep that spark. I love you so much. You really show me what real love is. I don't know where I'd be without you. Another year and forever to go for us baby. I love you so much and I'm so blessed to have you.,High,"['IF a person shows excitement in sharing their plans on social media and updates friends about their activities THEN extraversion is likely High because this reflects a desire for connection and social sharing.', 'IF a person expresses a desire to spend more time with people in their communications THEN extraversion is likely High because this reflects social motivation and engagement.', 'IF a person displays an outgoing tone and uses a lot of emojis to express their feelings in posts THEN extraversion is likely High because this suggests comfort in being sociable.', 'IF a person mentions enjoying spending time with others and communicates these interactions on social media THEN extraversion is likely High because this illustrates a proactive approach to socializing.']","['Times Like This?? Life can be complicated, but my people make it all worth it.', 'Whether we go for drinks, go out to eat, or are just kicked back smoking and talking.', 'HAPPY BIRTHDAY BABYGIRL????', 'I am so proud of you for making it another year.']",High,High,"{'Sociability': 3, 'Warmth': 1}",1,1
19,"So exciting to catch up with everyone! Being in our thirties means meeting up takes at least ten conversations about the event, at least one cancellation, minimum two babies and a stray husband. Glad this one made it out of the group chat. To next time; hopefully it doesn't take eight months ;)","Turning 30 has never looked better. Spending our twenties together was incredible; the highs, the lows, but most importantly being with you. So excited to spend the rest of my life with you. Happy birthday to the love of my life. You have changed my life in the most incredible way and you are so special to me. Cheers to my favourite person. I love you.",Moderate,"['IF a person shows excitement in sharing their plans on social media and updates friends about their activities THEN extraversion is likely High because this reflects a desire for connection and social sharing.', 'IF a person describes engaging with extroverted behaviors while spending time with friends THEN extraversion is likely High because this suggests active participation in social activities.', 'IF a person expresses a desire to see friends again and tags them in a post to initiate plans THEN extraversion is likely High because this shows an eagerness to maintain social connections.', 'IF a person demonstrates enthusiasm and excitement, especially using punctuation in their posts about social events, THEN extraversion is likely High because this signals positivity associated with social engagement.']","['So exciting to catch up with everyone! [...] Glad this one made it out of the group chat.', 'Being in our thirties means meeting up takes at least ten conversations about the event, at least one cancellation, minimum two babies and a stray husband.', ""To next time; hopefully it doesn't take eight months ;)"", 'So excited to spend the rest of my life with you. [...] Cheers to my favourite person.']",High,High,"{'Sociability': 3, 'Positive Emotions': 1}",0,0
50,"What a blast from the past it was last night!   50 years since we all left Morgan and went out into the big wide world.   It was amazing to see some of the old faces, some I barely recognised while with others we went straight back to third year French class!  Awesome to catch up with Brucie, Govie and Tich, but sobering to hear about those who are no longer with us.   Be grateful for every day.","Woo hoo!  Bill is 70!   How did I come to be married to such an old man???   Thank you for putting up with me for all these years and am looking forward to celebrating with you tonight.  Play your cards right - I might just have a wee surprise for you later on!  In the meantime enjoy your cake, it's your favourite!",Low,"['IF a person shares in a post that they enjoy nights out with a group of people THEN extraversion is likely High because this indicates pleasure in social interactions.', 'IF a person expresses excitement in sharing their plans on social media and updates friends about their activities THEN extraversion is likely High because this reflects a desire for connection and social sharing.', 'IF a person demonstrates enthusiasm and excitement, especially using punctuation in their posts about social events, THEN extraversion is likely High because this signals positivity associated with social engagement.']","['What a blast from the past it was last night!', 'Woo hoo! Bill is 70! ... looking forward to celebrating with you tonight.', 'Woo hoo!']",High,High,"{'Sociability': 1, 'Uncategorized': 1, 'Positive Emotions': 1}",0,0
53,"As I sit with my childhood friends, the years seem to melt away. The familiar banter, the inside jokes that we’ve carried like treasures through the years, and the way we all seem to pick up right where we left off—it’s like time stands still. I catch myself laughing more freely, feeling that easy comfort I once did when the world seemed so simple. There’s something about being with people who know you in your purest form, before the world shaped you in its various ways.

The conversation flows from old memories—those endless summer days, the mischief we got into, the places we’d hide out—and then shifts to where life has taken us. There’s a warmth in seeing how far we’ve all come, and yet, we’re still those same people at our core. It’s a reminder of roots, of the strength and depth of bonds that time and distance can never fully sever. Even as we talk about new chapters and changes, I realize how much of my past is written in the pages of these friendships.

It feels like being wrapped in a blanket of shared history, and for a moment, I feel grounded again—anchored in who I was, who I am, and who I will always be to these people. The laughter, the ease, the nostalgia—it’s all a kind of reminder that some things, like friendship, never truly change.","Another year with you feels like a gift I get to unwrap every single day. Watching you grow, laugh, and be the incredible person you are fills me with so much pride and gratitude. You are my heart, my best friend, and the person who makes everything brighter just by being you. ??

Thank you for the countless memories we’ve already made and the many more to come. Here’s to celebrating you today (and always), to all your dreams coming true, and to the endless adventures ahead. I’m beyond lucky to walk through life with you by my side. ????

You deserve all the happiness in the world, today and always. I love you more than words could ever say. ?? #BirthdayQueen/King #LuckyToCallYouMine",Moderate,"['IF a person reflects on experiences without emphasizing social aspects or interactions with a wider group THEN extraversion is likely Low because this suggests a focus on personal thoughts over social engagement.', 'IF a person highlights the value of long-standing friendships over new acquaintances THEN extraversion is likely Low because this indicates a preference for familiarity over openness to new social experiences.', 'IF a person states they chose to spend time with only one person rather than a group and do not seem enthusiastic about socializing THEN extraversion is likely Low because this indicates preferences for smaller, more intimate interactions.']","['The post is reflective and nostalgic, focusing on deep bonds and shared history with childhood friends without expressing a strong desire for social connections.', 'There’s a warmth in seeing how far we’ve all come, and yet, we’re still those same people at our core.', 'Watching you grow, laugh, and be the incredible person you are fills me with so much pride and gratitude.']",High,Low,{'Sociability': 3},0,0
13,I hung out with my best friend when I was a teenager.   We were in San Diego in a rented condo.  We drank and danced to 80s music!  I kicked her butt in air hockey and we went to the zoo.  Shout out to Dassi.  I love you! Cant wait to do it again!  Let's go whale watching next time.,"Happy Birthday my Kub.  I love you so much and am praying that God blesses you with peace and happiness this year.  I know God is good, he brought me to you.   You are the best thing that has ever happened to me.  I pray for many more years together.  Love your Kewgar.  Happy Birthday my rub.",Moderate,"['IF a person shares in a post that they enjoy nights out with a group of people THEN extraversion is likely High because this indicates pleasure in social interactions.', 'IF a person expresses a desire to see friends again and tags them in a post to initiate plans THEN extraversion is likely High because this shows an eagerness to maintain social connections.', 'IF a person uses vivid language or metaphors expressing enjoyment of life with groups of people THEN extraversion is likely High because this indicates an outgoing nature.', 'IF a person shows excitement in sharing their plans on social media and updates friends about their activities THEN extraversion is likely High because this reflects a desire for connection and social sharing.']","['We drank and danced to 80s music!', ""Cant wait to do it again! Let's go whale watching next time."", 'I kicked her butt in air hockey and we went to the zoo.', ""Cant wait to do it again! Let's go whale watching next time.""]",High,High,"{'Sociability': 3, 'Energy/Activity': 1}",0,0
28,My oldest and dearest friends gathered at the weekend to celebrate 30 years since leaving school. Much laughing and getting over how much we had all aged. Looking back at our old school photos was hilarious. Some of us didn't even recognise ourselves. We had such a good time that we decided to make this an annual event ,The most important person in my life achieves a milestone birthday today. Congratulations on your 50th and may we share many more happy years together. Unfortunately it's all downhill from here. Buckle up for the coming mid life crisis and keep smiling. These can be the best years of life with the right attitude. Get writing that bucket list and let's see the world ticking them off.,Low,"['IF a person shares in a post that they enjoy nights out with a group of people THEN extraversion is likely High because this indicates pleasure in social interactions.', 'IF a person expresses a desire to spend more time with people in their communications THEN extraversion is likely High because this reflects social motivation and engagement.', 'IF a person highlights the value of long-standing friendships over new acquaintances THEN extraversion is likely Low because this indicates a preference for familiarity over openness to new social experiences.']","['Much laughing and getting over how much we had all aged.', 'We had such a good time that we decided to make this an annual event.', 'My oldest and dearest friends gathered at the weekend.']",High,Moderate,{'Sociability': 3},0,0
40,had fun today! got to see my friends that i've grown up with. im grateful to go through life with them and to see them grow as people. every accomplishment i will be there for becauase i know they will be there for me. i am truly grateful to have such a strong group of people around me and to uplift me.,"happy birthday my love. i am so proud of you. you are my best friend, my ace, my rock. i love you more than every. you keep me on my feet and you never let my crown tip. even trhrough all the trials and tribulations. i am lucky to have someone like you in my corner. you never fail to make me happt",Moderate,"['IF a person expresses that they are distant and reserved in their interactions, even with a partner, THEN extraversion is likely Low because this reflects a preference for solitude and introspection.', 'IF a person shows excitement in sharing their plans on social media and updates friends about their activities THEN extraversion is likely High because this reflects a desire for connection and social sharing.', 'IF a person mentions enjoying spending time with others and communicates these interactions on social media THEN extraversion is likely High because this illustrates a proactive approach to socializing.', 'IF a person demonstrates enthusiasm and excitement, especially using punctuation in their posts about social events, THEN extraversion is likely High because this signals positivity associated with social engagement.', 'IF a person expresses a desire to spend more time with people in their communications THEN extraversion is likely High because this reflects social motivation and engagement.']","['None', ""had fun today! got to see my friends that i've grown up with."", 'i am truly grateful to have such a strong group of people around me.', 'happy birthday my love. i am so proud of you.', 'you never fail to make me happy']",High,High,"{'Sociability': 4, 'Positive Emotions': 1}",0,0
1,OMG we went to the movie theater and watched a new movie and had fun there was a cute boy a few rolls up from us and we was throwing popcorn at him to get his attention he met us outside after the movies and we talked and exchanged phone numbers and we've been talking ever since me and my friends enjoyed this night,I just want to shout out happy birthday to my amazing husband he always does everything for us and gets up and goes to work and works hard everyday to provide everything that we need I just want to say I'm so grateful for him and everything he has done for me and our children and I will continue to be grateful everyday,High,"['IF a person shares in a post that they enjoy nights out with a group of people THEN extraversion is likely High because this indicates pleasure in social interactions.', 'IF a person shows excitement in sharing their plans on social media and updates friends about their activities THEN extraversion is likely High because this reflects a desire for connection and social sharing.', 'IF a person expresses a desire to see friends again and tags them in a post to initiate plans THEN extraversion is likely High because this shows an eagerness to maintain social connections.']","['we went to the movie theater and watched a new movie and had fun', 'me and my friends enjoyed this night', 'we was throwing popcorn at him to get his attention he met us outside after the movies and we talked and exchanged phone numbers']",High,High,{'Sociability': 3},1,1
52,it been a long time and it has been so long we see each other since childhood i moved house and left my day ones and now it is an opportunity to meet with them again we have gone through high school and tertiary institution and everybody is happy seeing each other yeah everyone is happy to meet each other and so everyone is with their family. what a joy to meet again,happy birthday to the best friends i ever had today is a special day for you and i am happy and felicitate you on your day. long life and prosperity. what a wonderful day for you as you have been a wonderful friend it is a pleasure to share this day with you. may your heart be filled with joy and your face with smile and your day with happiness and your mind with peace,Low,"['IF a person expresses a desire to see friends again and tags them in a post to initiate plans THEN extraversion is likely High because this shows an eagerness to maintain social connections.', 'IF a person shows excitement in sharing their plans on social media and updates friends about their activities THEN extraversion is likely High because this reflects a desire for connection and social sharing.', 'IF a person demonstrates enthusiasm and excitement, especially using punctuation in their posts about social events, THEN extraversion is likely High because this signals positivity associated with social engagement.', 'IF a person mentions enjoying spending time with others and communicates these interactions on social media THEN extraversion is likely High because this illustrates a proactive approach to socializing.']","['it is an opportunity to meet with them again we have gone through high school and tertiary institution and everybody is happy seeing each other.', 'what a joy to meet again.', 'happy birthday to the best friends i ever had today is a special day for you and i am happy and felicitate you on your day.', 'it is a pleasure to share this day with you.']",High,High,"{'Sociability': 3, 'Positive Emotions': 1}",0,0
