p,post1,post2,true_label,matched_rules,matched_behaviours,pred_zero_shot,pred_rule_based,category_counts,score_rules,score_zero,fold,rep
44,"How time surely flies meeting up with my old class for 08” has brought back so many good memories and some much nostalgia but glad today we are here together again and making more new memories. Growing up we always talked about this moment and how memorable it would be to be able to actually do after 10 years feels so surreal, am glad we meet so many years ago wouldn’t ask for more # when friends become family ????",when we meet online a few ago i never would imagined we would be celebrating your 34th  birthday together in this moment. I wish you many more birthdays ahead and wanted to let you know you are truly loved and appreciated everyday you bring love and warmth into our lives i could not ask for more. Many this birthday be everything you wish for and more and hope you age gracefully and we will celebrate many more birthdays together ??????????,Low,IF a person shows in a post enthusiasm for social gatherings and excitement about upcoming events THEN extraversion is likely High because this indicates a strong enjoyment of interpersonal interactions.; IF a person shows in a post positive language and playful banter about social situations with friends THEN extraversion is likely High because this suggests enjoyment and engagement in social contexts.,am glad we meet so many years ago wouldn’t ask for more # when friends become family; I wish you many more birthdays ahead and wanted to let you know you are truly loved and appreciated everyday you bring love and warmth into our lives,Moderate,High,"{'Sociability': 1, 'Positive Emotions': 1}",0,0,1,1
20,"Wow. Having a great time catching up with old childhood friends after over 50 years! We haven't changed a bit ????.  Other than having several marriages, 18 children and 7 grandchildren between us. Life has definitely been a journey and pretty good to all of us ??. Lets not leave it another 50 years to catch up ??",Happy Birthday to this amazing man who I'm so proud to call my husband and father of my chidren. Hope you have an absolutely brilliant day and so glad i get to share it with you. You're definitely like a fine wine and get better and better with each passing year. All my love forever and always ?,High,IF a person shows in a post enthusiasm for social gatherings and excitement about upcoming events THEN extraversion is likely High because this indicates a strong enjoyment of interpersonal interactions.; IF a person shows in a post positive language and playful banter about social situations with friends THEN extraversion is likely High because this suggests enjoyment and engagement in social contexts.,Wow. Having a great time catching up with old childhood friends after over 50 years!; Hope you have an absolutely brilliant day and so glad I get to share it with you.,High,High,"{'Sociability': 1, 'Positive Emotions': 1}",1,1,1,1
35,Had a great catchup with my old friends today. It had been too long since we had last spoke with each other. Met up at a local pub and had some nice drinks and a great dinner. There was a show on across the road and we jumped over there after a few beers. Thanks for organising it guys and let's not wait too long for the next one! ,"Happy birthday, babe! Where has the year gone? It felt like only last month we were talking about our plans for the year and now nearly a whole other year has gone by. Don't feel too worked up about your age because I know it gets to you, sometimes. We'll go out and enjoy ourselves and treat it like an 18th to make you happy. Remember, it's better to be over the hill than buried under it.",High,IF a person shows in a post enthusiasm for social gatherings and excitement about upcoming events THEN extraversion is likely High because this indicates a strong enjoyment of interpersonal interactions.; IF a person shows in a post positive language and playful banter about social situations with friends THEN extraversion is likely High because this suggests enjoyment and engagement in social contexts.; IF a person shows in a post expressions of social enjoyment accompanied by a lack of reluctance to engage with others THEN extraversion is likely High because this indicates a preference for active social interactions.,Had a great catchup with my old friends today.; It's better to be over the hill than buried under it.; Thanks for organising it guys and let's not wait too long for the next one!,High,High,"{'Sociability': 2, 'Positive Emotions': 1}",1,1,1,1
59,"Had an amazing evening, sharing a few cheeky drinks  with some interesting people from a long time ago. It was great catching up with people from the past , sharing memories from our younger years, and sharing with everyone where life has taken us. Hopefully we won`t leave it so long before we catch up again   ","Happy 60th birthday Phil , now you can finally be the grumpy OLD man you`ve always like for the last 30 years ha ha . 
Enjoy your day , I`ll book the hearing test and eye test for next week . The zimmer frame should be delivered over the few days ha ha , until then , sit back, relax and watch your gardening programmes ( nothing new there ha ha ) xx",High,IF a person shows in a post enthusiasm for social gatherings and excitement about upcoming events THEN extraversion is likely High because this indicates a strong enjoyment of interpersonal interactions.; IF a person shows in a post positive language and playful banter about social situations with friends THEN extraversion is likely High because this suggests enjoyment and engagement in social contexts.,"Had an amazing evening, sharing a few cheeky drinks with some interesting people from a long time ago.; Happy 60th birthday Phil, now you can finally be the grumpy OLD man you`ve always liked for the last 30 years ha ha.",High,High,"{'Sociability': 1, 'Positive Emotions': 1}",1,1,1,1
26,"Loved loved loved seeing these guys today…the original OG’s from way back when I still had a fringe, wore double denim and was reading Shout magazine. Wah life goes by so fast.
I’m so lucky to have these guys still in my life today, we need to make these meet ups a more regular thing!","Happy Birthday to our one and only, our jam in the sandwich… have the best day. Me and the boys will be on our best behaviour today so get some rest and do something you enjoy. We love you along with everyone else who knows you. Wishing you the best of health wealth and happiness.",High,IF a person shows in a post enthusiasm for social gatherings and excitement about upcoming events THEN extraversion is likely High because this indicates a strong enjoyment of interpersonal interactions.; IF a person shows in a post positive language and playful banter about social situations with friends THEN extraversion is likely High because this suggests enjoyment and engagement in social contexts.,"I’m so lucky to have these guys still in my life today, we need to make these meet ups a more regular thing!; Happy Birthday to our one and only, our jam in the sandwich… have the best day.",High,High,"{'Sociability': 1, 'Positive Emotions': 1}",1,1,1,1
57,"Tonight I discovered that if you hang out with a bunch of people who you were friends with in school but haven't seen for approximately.... 30 mumble years...., you will spend a LOT of the time feeling just as awkward as you did when you were a teenager, a LOT of the time comparing your current need for reading glasses and/or perimenopausal symptoms, and a LOT of the time feeling as though you've blocked out half your memories. ","40 today! Happy birthday to S. At what point do you think people will stop saying ""but you look about 12""? ?? Have a great day and I'll see you later for the birthday surprise. Just one question - how do you feel about abseiling/parachute jumping/crocodile wrestling? Asking for a friend, obviously.... ",Low,IF a person shows in a post expressions of social enjoyment accompanied by a lack of reluctance to engage with others THEN extraversion is likely High because this indicates a preference for active social interactions.,spending a LOT of the time feeling just as awkward as you did when you were a teenager,Moderate,Low,{'Sociability': 1},1,0,1,1
16,"went to a great birthday party today at the drummond park animal experience
centre with ash, jen, jodie jake, alex and all the rest of the crew.  loved watching the
monkeys antics.  the lion cubs were so cute.  alex ate too much cake and looked alittle
green jake punched him in the stomach to sicee if he could make him sick ..","wow!  another landmark birthday.  we are all so looking forward to your birthday
bash at Fisher's restaurant.  can't believe you've come this far despite all the
hoops you've had to jump through in the past few years,  what an achievement
well done you.  I know you said no presents but well suspect there may still be one or two surprises",Low,IF a person shows in a post enthusiasm for social gatherings and excitement about upcoming events THEN extraversion is likely High because this indicates a strong enjoyment of interpersonal interactions.; IF a person shows in a post positive language and playful banter about social situations with friends THEN extraversion is likely High because this suggests enjoyment and engagement in social contexts.; IF a person shows in a post expressions of social enjoyment accompanied by a lack of reluctance to engage with others THEN extraversion is likely High because this indicates a preference for active social interactions.,"we are all so looking forward to your birthday bash at Fisher's restaurant.; loved watching the monkeys antics. the lion cubs were so cute.; went to a great birthday party today at the drummond park animal experience centre with ash, jen, jodie jake, alex and all the rest of the crew.",High,High,"{'Sociability': 2, 'Positive Emotions': 1}",0,0,1,1
28,My oldest and dearest friends gathered at the weekend to celebrate 30 years since leaving school. Much laughing and getting over how much we had all aged. Looking back at our old school photos was hilarious. Some of us didn't even recognise ourselves. We had such a good time that we decided to make this an annual event ,The most important person in my life achieves a milestone birthday today. Congratulations on your 50th and may we share many more happy years together. Unfortunately it's all downhill from here. Buckle up for the coming mid life crisis and keep smiling. These can be the best years of life with the right attitude. Get writing that bucket list and let's see the world ticking them off.,Low,,,High,Unknown,{},0,0,1,1
10,"having a brill time at the reunion, saw lots of faces i've not seen in a longggggg time. we mustn't leave it so long next time. just waiting for the karaoke to begin so i can impress everyone with a bit of Enrique ! I hope everyone doesn't leave the room when I start singing otherwise i'll never dare pick up a microphone ever again.  Talking about old times at school was a blast....rekindled many good memories.","Happy Birthday to Khaleesy ! Hope you liked the flowers babe, I'll see you when I get home ....expect the princess treatment !!! love you  xxxxx

You always say that my messages on here are too short so i'm making an effort to write you a longgggggggggggggggggg one this time hahaha

happy birthday to you, happy birthday to you, happy birthday Khaleesy, Happy Birthday too youuuuuuuuuuuuuu....uuuuuuuu xxxxx",High,IF a person shows in a post enthusiasm for social gatherings and excitement about upcoming events THEN extraversion is likely High because this indicates a strong enjoyment of interpersonal interactions.; IF a person shows in a post positive language and playful banter about social situations with friends THEN extraversion is likely High because this suggests enjoyment and engagement in social contexts.; IF a person shows in a post expressions of social enjoyment accompanied by a lack of reluctance to engage with others THEN extraversion is likely High because this indicates a preference for active social interactions.,"having a brill time at the reunion, saw lots of faces i've not seen in a longgggggg time.; just waiting for the karaoke to begin so i can impress everyone with a bit of Enrique !; Talking about old times at school was a blast....rekindled many good memories.",High,High,"{'Sociability': 2, 'Positive Emotions': 1}",1,1,1,1
31,Long awaited catch up with life long friends!  Why has it taken so long? It was so good to catch up with everybody.  It has been so great seeing how we have all changed and grown both physically and spiritually.  Let me know who is up for making this an annual event? Please let me know.  I am happy to organise it.  Feeling blessed.  Cheers everyone!,"Happy birthday to the best and most wonderful husband I could ever ask for xx  Thank you for everything you do. Thank you for being an awesome dad to our two children. Enjoy your day and look forward the birthday celebrations tonight.  Enjoy your gifts. 
 You  so deserve them.  Love as always.",High,IF a person shows in a post enthusiasm for social gatherings and excitement about upcoming events THEN extraversion is likely High because this indicates a strong enjoyment of interpersonal interactions.; IF a person shows in a post positive language and playful banter about social situations with friends THEN extraversion is likely High because this suggests enjoyment and engagement in social contexts.; IF a person shows in a post expressions of social enjoyment accompanied by a lack of reluctance to engage with others THEN extraversion is likely High because this indicates a preference for active social interactions.,Let me know who is up for making this an annual event?; It was so good to catch up with everybody.; Feeling blessed. Cheers everyone!,High,High,"{'Sociability': 2, 'Positive Emotions': 1}",1,1,1,1
45,"I visited some of my childhood friends that I haven't seen in many years. We reminisced about all of the good times we experienced together and had a fun time for many hours down at the local bar. I talked with many friends who I had even forgot existed, but we sat down at remembered many moments we shared together.",Happy birthday to my significant other. They are such an amazing person and I am glad to have spent the last few years of my life with them. I am already looking forward to spending the future and hopefully the rest of my life with them. We have already spent so many good moments together.,Moderate,IF a person shares memories of past experiences with friends and suggests enjoyment of those memories in a post THEN extraversion is likely High because they reflect a history of sociability and engagement.; IF a person writes about enjoying social experiences with others in a post THEN extraversion is likely High because they demonstrate a preference for engaging with people in social settings.; IF a person expresses excitement about future gatherings and planning to meet friends in a post THEN extraversion is likely High because they show an eagerness to maintain social connections.,"We reminisced about all of the good times we experienced together.; I talked with many friends who I had even forgot existed, but we sat down at remembered many moments we shared together.; I am already looking forward to spending the future and hopefully the rest of my life with them.",High,High,{'Sociability': 3},0,0,2,1
2,"Such a great night with this incredible bunch, but I'm feeling it this morning! Everyone needs those friends who know you so well, who'll see you through anything and everything. And no matter how old we get are still up for a good girls night out, even if it now takes us two days to recover! Night at Sixways is always the best, love this place, and Love you all ???? ","It's official, he's getting older! Happy birthday to my gorgeous husband, another year old and not any wiser! The kindest, funniest soul I will ever meet, and the most amazing dog Dad you could ever find. Looking forward to spoiling you rotten today - and maybe a few surprises this weekend! Happy birthday favourite human xoxo",High,"IF a person writes about enjoying social experiences with others in a post THEN extraversion is likely High because they demonstrate a preference for engaging with people in social settings.; IF a person shares memories of past experiences with friends and suggests enjoyment of those memories in a post THEN extraversion is likely High because they reflect a history of sociability and engagement.; IF a person expresses excitement about future gatherings and planning to meet friends in a post THEN extraversion is likely High because they show an eagerness to maintain social connections.; IF a person uses upbeat language, exclamation marks, or energetic expressions in a post THEN extraversion is likely High because this reflects a fun-loving attitude and enjoyment of social events.; IF a person frequently mentions having fun experiences with friends and enjoys spending time together in a post THEN extraversion is likely High because it indicates a strong social orientation.","Such a great night with this incredible bunch.; Everyone needs those friends who know you so well, who'll see you through anything and everything.; Looking forward to spoiling you rotten today - and maybe a few surprises this weekend!; Happy birthday to my gorgeous husband, another year old and not any wiser!; are still up for a good girls night out.",High,High,"{'Sociability': 4, 'Positive Emotions': 1}",1,1,2,1
22,"It had been a long time coming, I met my childhood friends after nearly 10 years. We certainly had plenty of banter and catch up talk to go through. It is amazing how we have all gone down different routes yet have had similar childhood experiences. It was also interesting how our personality traits are still noticeable from all that time ago. ",Happy Birthday! Many happy returns and I hope you have a wonderful dream fulled day! Looking forward to going out to celebrate your Birthday. Hope you liked all your presents. I am sure it will be a day to remember with all the celebrations. Love you loads and wishing you all the best. ,Low,"IF a person writes about enjoying social experiences with others in a post THEN extraversion is likely High because they demonstrate a preference for engaging with people in social settings.; IF a person shares memories of past experiences with friends and suggests enjoyment of those memories in a post THEN extraversion is likely High because they reflect a history of sociability and engagement.; IF a person expresses excitement about future gatherings and planning to meet friends in a post THEN extraversion is likely High because they show an eagerness to maintain social connections.; IF a person uses upbeat language, exclamation marks, or energetic expressions in a post THEN extraversion is likely High because this reflects a fun-loving attitude and enjoyment of social events.; IF a person frequently mentions having fun experiences with friends and enjoys spending time together in a post THEN extraversion is likely High because it indicates a strong social orientation.",I met my childhood friends after nearly 10 years.; We certainly had plenty of banter and catch up talk to go through.; Looking forward to going out to celebrate your Birthday.; Happy Birthday! Many happy returns and I hope you have a wonderful dream fulled day!; I am sure it will be a day to remember with all the celebrations.,Moderate,High,"{'Sociability': 4, 'Positive Emotions': 1}",0,0,2,1
3,"We spent the evening around my house, me and my 4 friends. We love spending time together and chilling out. Once they came here we spent the evening wining and dining. I must stay i think i out done myself with the cooking autumn soup with homemade bread for starters, steak and sides for main and sticky toffee pudding for dessert. Alongside we drank many bottes of wine and had many shots. Feeling it today haha!","Happy birthday, hope you have the best day ever XX I cherish all our memories together and enjoyed our 6 year relationship every day is a blessing spending it with you. Love you forever and always xx Your the most and gentle person ever and make me the happiest girl alive. The love you give me is the best",Moderate,IF a person writes about enjoying social experiences with others in a post THEN extraversion is likely High because they demonstrate a preference for engaging with people in social settings.; IF a person expresses excitement about future gatherings and planning to meet friends in a post THEN extraversion is likely High because they show an eagerness to maintain social connections.; IF a person shares memories of past experiences with friends and suggests enjoyment of those memories in a post THEN extraversion is likely High because they reflect a history of sociability and engagement.; IF a person frequently mentions having fun experiences with friends and enjoys spending time together in a post THEN extraversion is likely High because it indicates a strong social orientation.,"We love spending time together and chilling out.; Happy birthday, hope you have the best day ever XX.; I cherish all our memories together and enjoyed our 6 year relationship.; We spent the evening wining and dining.",High,High,{'Sociability': 4},0,0,2,1
48,It feels so good to have the gang back together again! we had a lush dinner at Il Michelangelo and won a few games of bowling over at AllStars xoxo we loved reliving the same excitement from when we were young ~ that was 13 years ago! :O &lt;3 P.S. no one noticed that my heel was starting to break...,"my darling, my dearest. I couldn't imagine life without you and your dimpled smiles and cuddles. when life gets tough, you're there for me and me for you. I feel so blessed that we found each other and that we get to share this adventure of life together. You've hit a quarter of a century and here's to many more. I love you, happy birthday! &lt;3",Low,"IF a person writes about enjoying social experiences with others in a post THEN extraversion is likely High because they demonstrate a preference for engaging with people in social settings.; IF a person shares memories of past experiences with friends and suggests enjoyment of those memories in a post THEN extraversion is likely High because they reflect a history of sociability and engagement.; IF a person expresses excitement about future gatherings and planning to meet friends in a post THEN extraversion is likely High because they show an eagerness to maintain social connections.; IF a person uses upbeat language, exclamation marks, or energetic expressions in a post THEN extraversion is likely High because this reflects a fun-loving attitude and enjoyment of social events.; IF a person frequently mentions having fun experiences with friends and enjoys spending time together in a post THEN extraversion is likely High because it indicates a strong social orientation.",It feels so good to have the gang back together again!; we loved reliving the same excitement from when we were young ~ that was 13 years ago!; It feels so good to have the gang back together again!; P.S. no one noticed that my heel was starting to break...; we had a lush dinner at Il Michelangelo and won a few games of bowling over at AllStars,High,High,"{'Sociability': 4, 'Positive Emotions': 1}",0,0,2,1
40,had fun today! got to see my friends that i've grown up with. im grateful to go through life with them and to see them grow as people. every accomplishment i will be there for becauase i know they will be there for me. i am truly grateful to have such a strong group of people around me and to uplift me.,"happy birthday my love. i am so proud of you. you are my best friend, my ace, my rock. i love you more than every. you keep me on my feet and you never let my crown tip. even trhrough all the trials and tribulations. i am lucky to have someone like you in my corner. you never fail to make me happt",Moderate,"IF a person writes about enjoying social experiences with others in a post THEN extraversion is likely High because they demonstrate a preference for engaging with people in social settings.; IF a person shares memories of past experiences with friends and suggests enjoyment of those memories in a post THEN extraversion is likely High because they reflect a history of sociability and engagement.; IF a person expresses excitement about future gatherings and planning to meet friends in a post THEN extraversion is likely High because they show an eagerness to maintain social connections.; IF a person uses upbeat language, exclamation marks, or energetic expressions in a post THEN extraversion is likely High because this reflects a fun-loving attitude and enjoyment of social events.; IF a person frequently mentions having fun experiences with friends and enjoys spending time together in a post THEN extraversion is likely High because it indicates a strong social orientation.",had fun today! got to see my friends that i've grown up with.; i'm grateful to go through life with them and to see them grow as people.; i will be there for because i know they will be there for me.; happy birthday my love.; i love you more than every. you keep me on my feet and you never let my crown tip.,High,High,"{'Sociability': 4, 'Positive Emotions': 1}",0,0,2,1
36,"I had the best time today, joining together with the girls I grew up with! We shared memories, laughed at our ridiculous behaviour (and outfits, though the less said about that, the better!). It was utterly joyful, and a real throwback to a much simpler time. Like therapy for the soul. I'm very excited to do it again very soon.","I've never made a secret of how proud I am of my husband. I'm his biggest cheerleader and No.1 fan! As he approaches his 40th birthday, I want to thank him for our last 20 years together and congratulate him on every single achievement in his life! His children, his dedication to helping others and his commitment to being the best person he can be. So proud of you, darling! Love you lots xx",High,"IF a person writes about enjoying social experiences with others in a post THEN extraversion is likely High because they demonstrate a preference for engaging with people in social settings.; IF a person shares memories of past experiences with friends and suggests enjoyment of those memories in a post THEN extraversion is likely High because they reflect a history of sociability and engagement.; IF a person expresses excitement about future gatherings and planning to meet friends in a post THEN extraversion is likely High because they show an eagerness to maintain social connections.; IF a person uses upbeat language, exclamation marks, or energetic expressions in a post THEN extraversion is likely High because this reflects a fun-loving attitude and enjoyment of social events.","I had the best time today, joining together with the girls I grew up with!; We shared memories, laughed at our ridiculous behaviour.; I'm very excited to do it again very soon.; It was utterly joyful, and a real throwback to a much simpler time.",High,High,"{'Sociability': 3, 'Positive Emotions': 1}",1,1,2,1
24,"Had the best time ca tching up with my chilidhood friends last night! It’s amazing how, despite t he years, we fall riight back into those silly jokes and shared memories. From playing games in the backyard to reminis cing about our wild adventures, it was a great reminder of the b onds that shaped us","Happy Birtihday to the love of my life! i’m so grateful for every moment we share together. You bring so mucih joy and laughter into my world. I can’t wait to celebrate you today and make more amazinng memories! Here’s to another year of love, adventure, and all your dreams coming true. You deserve the best!",High,"IF a person writes about enjoying social experiences with others in a post THEN extraversion is likely High because they demonstrate a preference for engaging with people in social settings.; IF a person shares memories of past experiences with friends and suggests enjoyment of those memories in a post THEN extraversion is likely High because they reflect a history of sociability and engagement.; IF a person expresses excitement about future gatherings and planning to meet friends in a post THEN extraversion is likely High because they show an eagerness to maintain social connections.; IF a person uses upbeat language, exclamation marks, or energetic expressions in a post THEN extraversion is likely High because this reflects a fun-loving attitude and enjoyment of social events.","Had the best time catching up with my childhood friends last night!; despite the years, we fall right back into those silly jokes and shared memories.; I can’t wait to celebrate you today and make more amazing memories!; You bring so much joy and laughter into my world.",High,High,"{'Sociability': 3, 'Positive Emotions': 1}",1,1,2,1
50,"What a blast from the past it was last night!   50 years since we all left Morgan and went out into the big wide world.   It was amazing to see some of the old faces, some I barely recognised while with others we went straight back to third year French class!  Awesome to catch up with Brucie, Govie and Tich, but sobering to hear about those who are no longer with us.   Be grateful for every day.","Woo hoo!  Bill is 70!   How did I come to be married to such an old man???   Thank you for putting up with me for all these years and am looking forward to celebrating with you tonight.  Play your cards right - I might just have a wee surprise for you later on!  In the meantime enjoy your cake, it's your favourite!",Low,"IF a person shares memories of past experiences with friends and suggests enjoyment of those memories in a post THEN extraversion is likely High because they reflect a history of sociability and engagement.; IF a person expresses excitement about future gatherings and planning to meet friends in a post THEN extraversion is likely High because they show an eagerness to maintain social connections.; IF a person uses upbeat language, exclamation marks, or energetic expressions in a post THEN extraversion is likely High because this reflects a fun-loving attitude and enjoyment of social events.","It was amazing to see some of the old faces, some I barely recognised while with others we went straight back to third year French class!; I am looking forward to celebrating with you tonight.; Woo hoo!",High,Moderate,"{'Sociability': 2, 'Positive Emotions': 1}",0,0,2,1
11,"Hey guys!!!
guess who we have here today???

My childhood friends came over. Oh my God, i have really missed them, i saw them last about 8 years ago but we've always been in communication. I'm so happy to see them and i can't wait to update you guys on the plans we have to catch up. 
Stay tuned!","Happy birthday to the love of my life. I can't imagine what my life could have been without you, you brought colors into my life. On this big day of yours, i wish you heavens choicest blessings and i pray all your hear desires are granted. I love you so much and i hope i make you happy as much as you make me",Low,"IF a person writes about enjoying social experiences with others in a post THEN extraversion is likely High because they demonstrate a preference for engaging with people in social settings.; IF a person expresses excitement about future gatherings and planning to meet friends in a post THEN extraversion is likely High because they show an eagerness to maintain social connections.; IF a person uses upbeat language, exclamation marks, or energetic expressions in a post THEN extraversion is likely High because this reflects a fun-loving attitude and enjoyment of social events.","My childhood friends came over. Oh my God, i have really missed them.; i can't wait to update you guys on the plans we have to catch up.; Hey guys!!! guess who we have here today???",High,High,"{'Sociability': 2, 'Positive Emotions': 1}",0,0,2,1
