p,post1,post2,true_label,matched_rules,matched_behaviours,pred_zero_shot,pred_rule_based,category_counts,score_rules,score_zero,fold,rep
3,"We spent the evening around my house, me and my 4 friends. We love spending time together and chilling out. Once they came here we spent the evening wining and dining. I must stay i think i out done myself with the cooking autumn soup with homemade bread for starters, steak and sides for main and sticky toffee pudding for dessert. Alongside we drank many bottes of wine and had many shots. Feeling it today haha!","Happy birthday, hope you have the best day ever XX I cherish all our memories together and enjoyed our 6 year relationship every day is a blessing spending it with you. Love you forever and always xx Your the most and gentle person ever and make me the happiest girl alive. The love you give me is the best",Moderate,"IF a person reflects on their experiences in a calm manner without excessive excitement, THEN extraversion is likely Low because a lack of enthusiasm in social contexts suggests introverted tendencies.; IF a person expresses little information about being sociable or enjoying social interactions, THEN extraversion is likely Low because a lack of social engagement signals introverted traits.; IF a person shows a preference for reminiscing over creating new social memories, THEN extraversion is likely Low because a focus on past experiences rather than future engagements suggests introversion.",We love spending time together and chilling out.; I cherish all our memories together and enjoyed our 6 year relationship.; I cherish all our memories together.,High,Low,"{'Warmth': 1, 'Sociability': 2}",0,0,1,2
5,"Lovely to catch up with some old friends and reminisce on childhood memories! It's crazy to see how much everybody has grown and achieved in life and where their paths have taken them. I love days like these, hope to catch up with you all again sometime soon and make more brilliant memories ??","To the love of my life, I hope you have the best day and make the best memories! Thank you for making the world a happier place and staying by my side. I'd be lost without you, don't ever change! I love you with all of my heart, always ?? happy birthday my love, here is to many more together xxx",Low,"IF a person reflects on their experiences in a calm manner without excessive excitement, THEN extraversion is likely Low because a lack of enthusiasm in social contexts suggests introverted tendencies.; IF a person shows a preference for reminiscing over creating new social memories, THEN extraversion is likely Low because a focus on past experiences rather than future engagements suggests introversion.; IF a person expresses little information about being sociable or enjoying social interactions, THEN extraversion is likely Low because a lack of social engagement signals introverted traits.","Lovely to catch up with some old friends and reminisce on childhood memories!; I love days like these, hope to catch up with you all again sometime soon and make more brilliant memories.; It's crazy to see how much everybody has grown and achieved in life and where their paths have taken them.",High,Low,"{'Warmth': 1, 'Sociability': 2}",1,0,1,2
12,"Had a great catch up with my old school pals. 
Dinner was lovely and lots of laughs and drinks as usual! Always great to see them and amazing that we are all still friends after over 30 years.
Can't wait until the next one in December . Hope everyone can make it as it's going to be a special trip!","Wishing you the happiest of birthdays. You deserve to have the best day!
Thanks for being the most amazing and supportive partner.
We all appreciate everything you do for us .
We hope you love your surprise party .. you won't read this until after , so it's safe to write this :-) Lots of love ...",Moderate,"IF a person expresses little information about being sociable or enjoying social interactions, THEN extraversion is likely Low because a lack of social engagement signals introverted traits.; IF a person talks about being excited to share new plans and experiences, THEN openness is likely High because this reflects an eagerness to explore and connect with others.",Had a great catch up with my old school pals. Dinner was lovely and lots of laughs and drinks as usual!; Can't wait until the next one in December. Hope everyone can make it as it's going to be a special trip!,High,High,"{'Sociability': 1, 'Uncategorized': 1}",0,0,1,2
52,it been a long time and it has been so long we see each other since childhood i moved house and left my day ones and now it is an opportunity to meet with them again we have gone through high school and tertiary institution and everybody is happy seeing each other yeah everyone is happy to meet each other and so everyone is with their family. what a joy to meet again,happy birthday to the best friends i ever had today is a special day for you and i am happy and felicitate you on your day. long life and prosperity. what a wonderful day for you as you have been a wonderful friend it is a pleasure to share this day with you. may your heart be filled with joy and your face with smile and your day with happiness and your mind with peace,Low,"IF a person reflects on their experiences in a calm manner without excessive excitement, THEN extraversion is likely Low because a lack of enthusiasm in social contexts suggests introverted tendencies.; IF a person expresses little information about being sociable or enjoying social interactions, THEN extraversion is likely Low because a lack of social engagement signals introverted traits.; IF a person shows a preference for reminiscing over creating new social memories, THEN extraversion is likely Low because a focus on past experiences rather than future engagements suggests introversion.",it has been so long we see each other since childhood I moved house and left my day ones and now it is an opportunity to meet with them again; we have gone through high school and tertiary institution and everybody is happy seeing each other; happy birthday to the best friends i ever had,High,Low,"{'Warmth': 1, 'Sociability': 2}",1,0,1,2
57,"Tonight I discovered that if you hang out with a bunch of people who you were friends with in school but haven't seen for approximately.... 30 mumble years...., you will spend a LOT of the time feeling just as awkward as you did when you were a teenager, a LOT of the time comparing your current need for reading glasses and/or perimenopausal symptoms, and a LOT of the time feeling as though you've blocked out half your memories. ","40 today! Happy birthday to S. At what point do you think people will stop saying ""but you look about 12""? ?? Have a great day and I'll see you later for the birthday surprise. Just one question - how do you feel about abseiling/parachute jumping/crocodile wrestling? Asking for a friend, obviously.... ",Low,"IF a person reflects on their experiences in a calm manner without excessive excitement, THEN extraversion is likely Low because a lack of enthusiasm in social contexts suggests introverted tendencies.; IF a person expresses little information about being sociable or enjoying social interactions, THEN extraversion is likely Low because a lack of social engagement signals introverted traits.; IF a person shows a preference for reminiscing over creating new social memories, THEN extraversion is likely Low because a focus on past experiences rather than future engagements suggests introversion.",you will spend a LOT of the time feeling just as awkward as you did when you were a teenager.; feeling just as awkward as you did when you were a teenager.; comparing your current need for reading glasses and/or perimenopausal symptoms.,Moderate,Low,"{'Warmth': 1, 'Sociability': 2}",1,0,1,2
15,"Just got back from a reunion with some friends from back home! These guys always had my back, except when it comes to telling me I'm any good at bowling or mini golf :0 Then again, the drinks probably messed my aim up a litttle bit. Hope to see you guys soon!! Keep it real @xComedyCheesex @Crazygamer05 @7evenup","To this beautiful girl who was a stranger up until 10 months ago, happy birthday my love, I hope that we can spend many more together! P.S. Don't tell anyone I forgot the cake and had to ask you to bake us another one to save myself from the embarassment. Love you lots! Have the best birthday ever &lt;3",High,,,High,Unknown,{},0,1,1,2
18,"School reunion gathering, fun night with all. Lots of laughs and embarrassing stories which may or may not have been true. It was great to catch up with everyone again after so long. Let's not leave it so long next time. Here's to being not to old to dance the night away in true school disco style.","He has finally made it another year older. I don't know how he has reached this great milestone—happy Birthday to the three-score and ten-year-old man I love. It would not be your birthday without a post like this. Your turn next to embarrass me. Here to cake, fizz and a fun-filled day of surprises.",Low,,,High,Unknown,{},0,0,1,2
28,My oldest and dearest friends gathered at the weekend to celebrate 30 years since leaving school. Much laughing and getting over how much we had all aged. Looking back at our old school photos was hilarious. Some of us didn't even recognise ourselves. We had such a good time that we decided to make this an annual event ,The most important person in my life achieves a milestone birthday today. Congratulations on your 50th and may we share many more happy years together. Unfortunately it's all downhill from here. Buckle up for the coming mid life crisis and keep smiling. These can be the best years of life with the right attitude. Get writing that bucket list and let's see the world ticking them off.,Low,"IF a person reflects on their experiences in a calm manner without excessive excitement, THEN extraversion is likely Low because a lack of enthusiasm in social contexts suggests introverted tendencies.; IF a person shows a preference for reminiscing over creating new social memories, THEN extraversion is likely Low because a focus on past experiences rather than future engagements suggests introversion.",Much laughing and getting over how much we had all aged.; Looking back at our old school photos was hilarious.,High,Low,"{'Warmth': 1, 'Sociability': 1}",1,0,1,2
58,Was so great to see my childhood friends at the catch up recently.  So many old faces and memories.  It's so weird how everything has changed but also stayed the same at the same time.  Lucky to still have such a great group and a toast to those that couldn't be with us. Missed and not forgotten. xo ,Well another year older but no wiser just about sums it up!  Happiest of birthdays to my partner in crime! Expanding the birthday out over a whole weekend with drinks and dinner on our weekend getaway. Let's drink great wine and eat all the cake! London here we come. We love you xxx,Low,"IF a person reflects on their experiences in a calm manner without excessive excitement, THEN extraversion is likely Low because a lack of enthusiasm in social contexts suggests introverted tendencies.; IF a person expresses little information about being sociable or enjoying social interactions, THEN extraversion is likely Low because a lack of social engagement signals introverted traits.; IF a person shows a preference for reminiscing over creating new social memories, THEN extraversion is likely Low because a focus on past experiences rather than future engagements suggests introversion.",Was so great to see my childhood friends at the catch up recently. So many old faces and memories.; It's so weird how everything has changed but also stayed the same at the same time.; Lucky to still have such a great group and a toast to those that couldn't be with us. Missed and not forgotten.,High,Low,"{'Warmth': 1, 'Sociability': 2}",1,0,1,2
27,"After all these years it's very interesting seeing how everyone I grew up with has changed, it's almost as if I was talking to two different versions of people from parallel universes, one a complete immature and incompetent buffon, the other a sophisticated and well mannered individual. It's crazy how time flies!","From cheerleader to married, I'm so appreciative of all the things you have done for me, and our family. Helping us financially or help cope with illness, I knew I made the right decision engaging with a nurse.I'm so glad that you came into my life and that we'll one day exit together. Happy 26th birthday my love!",Low,"IF a person reflects on their experiences in a calm manner without excessive excitement, THEN extraversion is likely Low because a lack of enthusiasm in social contexts suggests introverted tendencies.; IF a person shows a preference for reminiscing over creating new social memories, THEN extraversion is likely Low because a focus on past experiences rather than future engagements suggests introversion.","it's very interesting seeing how everyone I grew up with has changed, it's almost as if I was talking to two different versions of people from parallel universes.; It's crazy how time flies!",Moderate,Low,"{'Warmth': 1, 'Sociability': 1}",1,0,1,2
48,It feels so good to have the gang back together again! we had a lush dinner at Il Michelangelo and won a few games of bowling over at AllStars xoxo we loved reliving the same excitement from when we were young ~ that was 13 years ago! :O &lt;3 P.S. no one noticed that my heel was starting to break...,"my darling, my dearest. I couldn't imagine life without you and your dimpled smiles and cuddles. when life gets tough, you're there for me and me for you. I feel so blessed that we found each other and that we get to share this adventure of life together. You've hit a quarter of a century and here's to many more. I love you, happy birthday! &lt;3",Low,IF a person shows in a post reflective insights regarding the enjoyment of time spent with friends THEN extraversion is likely High because it indicates that social interactions are energizing to them.; IF a person shows in a post a preoccupation with planning future gatherings with excitement THEN extraversion is likely High because it suggests proactive social behavior.,It feels so good to have the gang back together again! we had a lush dinner at Il Michelangelo and won a few games of bowling over at AllStars.; we loved reliving the same excitement from when we were young.,High,High,"{'Positive Emotions': 1, 'Energy/Activity': 1}",0,0,2,2
6,today guys I have reunited with my childhood friends and I was so excited. it was an amazing experience which I totally recommend if you can do it as the feeling of meeting someone you used to play with when you talked to them is unforgettable. Also the fact that you used to be so close with them is shocking!,"Happy birthday dear. I am so happy to see you growing up bit by bit. I always see that amazing special smile once a year, unique from the others and that makes me overjoyed. I wish you the best of many days and years to come and I hope you find my gifts splendid aswell as everyone elses.",High,IF a person shows in a post reflective insights regarding the enjoyment of time spent with friends THEN extraversion is likely High because it indicates that social interactions are energizing to them.; IF a person shows in a post a focus on past experiences rather than current social activities THEN extraversion is likely Low because it suggests a lack of current social engagement.,I was so excited. it was an amazing experience which I totally recommend if you can do it as the feeling of meeting someone you used to play with when you talked to them is unforgettable.; meeting someone you used to play with when you talked to them is unforgettable.,High,High,"{'Positive Emotions': 1, 'Sociability': 1}",1,1,2,2
20,"Wow. Having a great time catching up with old childhood friends after over 50 years! We haven't changed a bit ????.  Other than having several marriages, 18 children and 7 grandchildren between us. Life has definitely been a journey and pretty good to all of us ??. Lets not leave it another 50 years to catch up ??",Happy Birthday to this amazing man who I'm so proud to call my husband and father of my chidren. Hope you have an absolutely brilliant day and so glad i get to share it with you. You're definitely like a fine wine and get better and better with each passing year. All my love forever and always ?,High,IF a person shows in a post a focus on past experiences rather than current social activities THEN extraversion is likely Low because it suggests a lack of current social engagement.; IF a person shows in a post strong appreciation for established friendships rather than seeking new ones THEN extraversion is likely Low because it suggests a comfort in existing relationships rather than social expansion.; IF a person shows in a post a contentment with a small circle of long-term friends rather than a desire to meet new people THEN extraversion is likely Low because it implies preference for familiarity over novelty.,"Having a great time catching up with old childhood friends after over 50 years!; We haven't changed a bit other than having several marriages, 18 children and 7 grandchildren between us.; Lets not leave it another 50 years to catch up.",High,Low,{'Sociability': 3},0,1,2,2
37,"After some years, I was finally able to spend some time with my old pal X from back home. It feels unreal to spend time with them after so many years spent apart and after so many things happened, whether it was moving abroad, new jobs or big family events. X you mean a lot and I cherish our friendship ","I still can't express how lucky I am to have you in my life, ever since I met you, you have been a integral part of my life and I can't express how much you mean to me and how much I love you. Happy birthday, I really mean that, wish you a happy birthday and may the years be kind to us",Moderate,IF a person shows in a post strong appreciation for established friendships rather than seeking new ones THEN extraversion is likely Low because it suggests a comfort in existing relationships rather than social expansion.; IF a person shows in a post a focus on past experiences rather than current social activities THEN extraversion is likely Low because it suggests a lack of current social engagement.,"I cherish our friendship.; After some years, I was finally able to spend some time with my old pal X from back home.",High,Low,{'Sociability': 2},0,0,2,2
24,"Had the best time ca tching up with my chilidhood friends last night! It’s amazing how, despite t he years, we fall riight back into those silly jokes and shared memories. From playing games in the backyard to reminis cing about our wild adventures, it was a great reminder of the b onds that shaped us","Happy Birtihday to the love of my life! i’m so grateful for every moment we share together. You bring so mucih joy and laughter into my world. I can’t wait to celebrate you today and make more amazinng memories! Here’s to another year of love, adventure, and all your dreams coming true. You deserve the best!",High,IF a person shows in a post a focus on past experiences rather than current social activities THEN extraversion is likely Low because it suggests a lack of current social engagement.; IF a person shows in a post strong appreciation for established friendships rather than seeking new ones THEN extraversion is likely Low because it suggests a comfort in existing relationships rather than social expansion.; IF a person shows in a post a contentment with a small circle of long-term friends rather than a desire to meet new people THEN extraversion is likely Low because it implies preference for familiarity over novelty.,"Had the best time catching up with my childhood friends last night!... it was a great reminder of the bonds that shaped us.; it’s amazing how, despite the years, we fall right back into those silly jokes and shared memories.; Had the best time catching up with my childhood friends last night!",High,Low,{'Sociability': 3},0,1,2,2
30,"What a weekend we have just had catching up with my childhood friends. The sun made a special appearance for us and it felt like the gods were looking out for us!

We ate, drank, laughed and shopped our hearts out.

Thank you for this special time together and can’t wait to do this again ????????","Happy birthday to you, my wonderful husband. Can’t wait to shower you with your gifts and take you out and celebrate you. We will go to your favourite restaurant ??

Congratulations ?? on this your special birthday ?? ?? let’s have lots of funnnnn!!

Love you very much, see you later my darling xxxxx",Low,IF a person shows in a post reflective insights regarding the enjoyment of time spent with friends THEN extraversion is likely High because it indicates that social interactions are energizing to them.; IF a person shows in a post a preoccupation with planning future gatherings with excitement THEN extraversion is likely High because it suggests proactive social behavior.; IF a person shows in a post enjoyment of spending time with friends and a desire to sing in public THEN extraversion is likely High because it reflects a positive engagement with social activities.,What a weekend we have just had catching up with my childhood friends.; can’t wait to do this again; let’s have lots of funnnnn!!,High,High,"{'Positive Emotions': 2, 'Energy/Activity': 1}",0,0,2,2
33,Back with the besties! Hanging with my buds from grade school… can’t believe how long it’s been. After all this time they all still get it. Anyone who want to get a drink come on by. High school may have been fifteen years ago but it still feels like we graduated just yesterday. ,Happy birthday to my best friend and partner in crime. It’s crazy all we’ve been through in the past fifteen years. Through all the ups and downs you have always been there for me. I couldn’t ask for a better person to share my life with. Happy birthday and here’s to the next decade together. ,Low,IF a person shows in a post a focus on past experiences rather than current social activities THEN extraversion is likely Low because it suggests a lack of current social engagement.; IF a person shows in a post strong appreciation for established friendships rather than seeking new ones THEN extraversion is likely Low because it suggests a comfort in existing relationships rather than social expansion.,Back with the besties! Hanging with my buds from grade school… can’t believe how long it’s been.; It’s crazy all we’ve been through in the past fifteen years. Through all the ups and downs you have always been there for me.,High,Low,{'Sociability': 2},1,0,2,2
59,"Had an amazing evening, sharing a few cheeky drinks  with some interesting people from a long time ago. It was great catching up with people from the past , sharing memories from our younger years, and sharing with everyone where life has taken us. Hopefully we won`t leave it so long before we catch up again   ","Happy 60th birthday Phil , now you can finally be the grumpy OLD man you`ve always like for the last 30 years ha ha . 
Enjoy your day , I`ll book the hearing test and eye test for next week . The zimmer frame should be delivered over the few days ha ha , until then , sit back, relax and watch your gardening programmes ( nothing new there ha ha ) xx",High,IF a person shows in a post a focus on past experiences rather than current social activities THEN extraversion is likely Low because it suggests a lack of current social engagement.; IF a person shows in a post strong appreciation for established friendships rather than seeking new ones THEN extraversion is likely Low because it suggests a comfort in existing relationships rather than social expansion.; IF a person shows in a post a contentment with a small circle of long-term friends rather than a desire to meet new people THEN extraversion is likely Low because it implies preference for familiarity over novelty.,"Had an amazing evening, sharing a few cheeky drinks with some interesting people from a long time ago.; It was great catching up with people from the past, sharing memories from our younger years.; Hopefully we won`t leave it so long before we catch up again.",High,Low,{'Sociability': 3},0,1,2,2
11,"Hey guys!!!
guess who we have here today???

My childhood friends came over. Oh my God, i have really missed them, i saw them last about 8 years ago but we've always been in communication. I'm so happy to see them and i can't wait to update you guys on the plans we have to catch up. 
Stay tuned!","Happy birthday to the love of my life. I can't imagine what my life could have been without you, you brought colors into my life. On this big day of yours, i wish you heavens choicest blessings and i pray all your hear desires are granted. I love you so much and i hope i make you happy as much as you make me",Low,,,High,Unknown,{},0,0,2,2
47,I am really happy I attended this event as it really exposed me to a lot of persons I have not seen for a while. I was able to catch on things I have missed about my guys and reconnecting with them really gladdens my heart. I will quickly connect them on all social media network to sustain the relationship so as not to lose. Thank you guys.,"A superlative birthday shout out to my you my guy!
You have really done well in your career and I am so happy for you on this special occassion of yours. The Lord bless you real good brother.
I would have come around to say hello, but I am really busy right now.
Enjoy your day to the fullest and avoid trouble at all cost my guy.
",High,IF a person shows in a post strong appreciation for established friendships rather than seeking new ones THEN extraversion is likely Low because it suggests a comfort in existing relationships rather than social expansion.; IF a person shows in a post a focus on past experiences rather than current social activities THEN extraversion is likely Low because it suggests a lack of current social engagement.; IF a person shows in a post a complaint about meeting friends instead of expressing enthusiasm about it THEN extraversion is likely Low because it indicates a negative sentiment towards social interactions.,"I was able to catch on things I have missed about my guys and reconnecting with them really gladdens my heart.; I am really happy I attended this event as it really exposed me to a lot of persons I have not seen for a while.; I would have come around to say hello, but I am really busy right now.",High,Low,{'Sociability': 3},0,1,2,2
