p,post1,post2,true_label,matched_rules,matched_behaviours,pred_zero_shot,pred_rule_based,category_counts,score_rules,score_zero,fold,rep
37,"After some years, I was finally able to spend some time with my old pal X from back home. It feels unreal to spend time with them after so many years spent apart and after so many things happened, whether it was moving abroad, new jobs or big family events. X you mean a lot and I cherish our friendship ","I still can't express how lucky I am to have you in my life, ever since I met you, you have been a integral part of my life and I can't express how much you mean to me and how much I love you. Happy birthday, I really mean that, wish you a happy birthday and may the years be kind to us",Moderate,IF a person describes their close relationships with many people in a positive light THEN extraversion is likely High because it indicates strong social connections and interactions.; IF a person expresses happiness while engaging in extroverted behaviors with friends THEN extraversion is likely High because their enjoyment in social contexts indicates a high level of extraversion.,It feels unreal to spend time with them after so many years spent apart... X you mean a lot and I cherish our friendship.; I can't express how lucky I am to have you in my life... and may the years be kind to us.,Moderate,High,"{'Sociability': 1, 'Positive Emotions': 1}",0,1,1,3
14,"Times Like This??Life can be complicated, but my people make it all worth it. My loved ones are what keep me going. Whether we go for drinks, go out to eat, or are just kicked back smoking and talking. I don't know where I would be without them. I'm so blessed to be able to call you guys my family. All glory to God.",HAPPY BIRTHDAY BABYGIRL????I am so proud of you for making it another year. Even when times are tough you always keep that spark. I love you so much. You really show me what real love is. I don't know where I'd be without you. Another year and forever to go for us baby. I love you so much and I'm so blessed to have you.,High,IF a person expresses happiness while engaging in extroverted behaviors with friends THEN extraversion is likely High because their enjoyment in social contexts indicates a high level of extraversion.; IF a person describes their close relationships with many people in a positive light THEN extraversion is likely High because it indicates strong social connections and interactions.; IF a person enjoys going out with a group and posts about it THEN extraversion is likely High because they demonstrate social engagement and a penchant for social experiences.; IF a person expresses happiness while engaging in extroverted behaviors with friends THEN extraversion is likely High because their enjoyment in social contexts indicates a high level of extraversion.,"my people make it all worth it. My loved ones are what keep me going.; I'm so blessed to be able to call you guys my family.; Whether we go for drinks, go out to eat, or are just kicked back smoking and talking.; I love you so much and I'm so blessed to have you.",High,High,"{'Positive Emotions': 2, 'Sociability': 2}",1,1,1,3
51,"Nothing like catching up with the people who knew you way back when life was all about playground games and ice cream. Tonight was full of laughter, nostalgia, and stories that makes sense ti us. So grateful for these lifelong friendships that pick up right where we left off, no matter how long it's been. Love childhood memories.","Happy birthday to my fav person in this whole world. I'm so lucky to walk through life with you side by side. You bring so much joy, laughter, and love into my life every day. Cheers to another year of adventures, growth, and amazing memories together. Love you more than words could explain. #Happy birthday ",High,IF a person expresses happiness while engaging in extroverted behaviors with friends THEN extraversion is likely High because their enjoyment in social contexts indicates a high level of extraversion.; IF a person describes their close relationships with many people in a positive light THEN extraversion is likely High because it indicates strong social connections and interactions.; IF a person expresses willingness to meet new people and try different activities in their posts THEN extraversion is likely High because this suggests they enjoy socializing.,"Tonight was full of laughter, nostalgia, and stories that makes sense to us.; So grateful for these lifelong friendships that pick up right where we left off, no matter how long it's been.; Cheers to another year of adventures, growth, and amazing memories together.",High,High,"{'Positive Emotions': 1, 'Sociability': 2}",1,1,1,3
19,"So exciting to catch up with everyone! Being in our thirties means meeting up takes at least ten conversations about the event, at least one cancellation, minimum two babies and a stray husband. Glad this one made it out of the group chat. To next time; hopefully it doesn't take eight months ;)","Turning 30 has never looked better. Spending our twenties together was incredible; the highs, the lows, but most importantly being with you. So excited to spend the rest of my life with you. Happy birthday to the love of my life. You have changed my life in the most incredible way and you are so special to me. Cheers to my favourite person. I love you.",Moderate,IF a person expresses happiness while engaging in extroverted behaviors with friends THEN extraversion is likely High because their enjoyment in social contexts indicates a high level of extraversion.; IF a person describes their close relationships with many people in a positive light THEN extraversion is likely High because it indicates strong social connections and interactions.; IF a person expresses willingness to meet new people and try different activities in their posts THEN extraversion is likely High because this suggests they enjoy socializing.,"So exciting to catch up with everyone!; Spending our twenties together was incredible; the highs, the lows, but most importantly being with you.; Glad this one made it out of the group chat.",High,High,"{'Positive Emotions': 1, 'Sociability': 2}",0,0,1,3
15,"Just got back from a reunion with some friends from back home! These guys always had my back, except when it comes to telling me I'm any good at bowling or mini golf :0 Then again, the drinks probably messed my aim up a litttle bit. Hope to see you guys soon!! Keep it real @xComedyCheesex @Crazygamer05 @7evenup","To this beautiful girl who was a stranger up until 10 months ago, happy birthday my love, I hope that we can spend many more together! P.S. Don't tell anyone I forgot the cake and had to ask you to bake us another one to save myself from the embarassment. Love you lots! Have the best birthday ever &lt;3",High,IF a person expresses happiness while engaging in extroverted behaviors with friends THEN extraversion is likely High because their enjoyment in social contexts indicates a high level of extraversion.; IF a person describes their close relationships with many people in a positive light THEN extraversion is likely High because it indicates strong social connections and interactions.; IF a person enjoys going out with a group and posts about it THEN extraversion is likely High because they demonstrate social engagement and a penchant for social experiences.; IF a person expresses willingness to meet new people and try different activities in their posts THEN extraversion is likely High because this suggests they enjoy socializing.,"Just got back from a reunion with some friends from back home!; These guys always had my back; Hope to see you guys soon!!; happy birthday my love, I hope that we can spend many more together!",High,High,"{'Positive Emotions': 1, 'Sociability': 3}",1,1,1,3
53,"As I sit with my childhood friends, the years seem to melt away. The familiar banter, the inside jokes that we’ve carried like treasures through the years, and the way we all seem to pick up right where we left off—it’s like time stands still. I catch myself laughing more freely, feeling that easy comfort I once did when the world seemed so simple. There’s something about being with people who know you in your purest form, before the world shaped you in its various ways.

The conversation flows from old memories—those endless summer days, the mischief we got into, the places we’d hide out—and then shifts to where life has taken us. There’s a warmth in seeing how far we’ve all come, and yet, we’re still those same people at our core. It’s a reminder of roots, of the strength and depth of bonds that time and distance can never fully sever. Even as we talk about new chapters and changes, I realize how much of my past is written in the pages of these friendships.

It feels like being wrapped in a blanket of shared history, and for a moment, I feel grounded again—anchored in who I was, who I am, and who I will always be to these people. The laughter, the ease, the nostalgia—it’s all a kind of reminder that some things, like friendship, never truly change.","Another year with you feels like a gift I get to unwrap every single day. Watching you grow, laugh, and be the incredible person you are fills me with so much pride and gratitude. You are my heart, my best friend, and the person who makes everything brighter just by being you. ??

Thank you for the countless memories we’ve already made and the many more to come. Here’s to celebrating you today (and always), to all your dreams coming true, and to the endless adventures ahead. I’m beyond lucky to walk through life with you by my side. ????

You deserve all the happiness in the world, today and always. I love you more than words could ever say. ?? #BirthdayQueen/King #LuckyToCallYouMine",Moderate,IF a person expresses happiness while engaging in extroverted behaviors with friends THEN extraversion is likely High because their enjoyment in social contexts indicates a high level of extraversion.; IF a person describes their close relationships with many people in a positive light THEN extraversion is likely High because it indicates strong social connections and interactions.; IF a person expresses willingness to meet new people and try different activities in their posts THEN extraversion is likely High because this suggests they enjoy socializing.,"The laughter, the ease, the nostalgia—it’s all a kind of reminder that some things, like friendship, never truly change.; There’s a warmth in seeing how far we’ve all come, and yet, we’re still those same people at our core.; Here’s to celebrating you today (and always), to all your dreams coming true, and to the endless adventures ahead.",High,High,"{'Positive Emotions': 1, 'Sociability': 2}",0,0,1,3
7,"Had a lovely time with the girls today, we went to our favourite childhood restaurant. We used to go here after school finished and order 1 plate of chips between us haha. 15 years of friendship down, a lifetime to go. I know our teachers that told us we spoke too much in class are mad haha.",My lover my lover. Happy Birthday to you. You're getting old but at least you still look fly haha. I hope you have a fabulous day today filled with love and joy and many more birthdays.  You're truly one of a kind. I love you dearly and cant wait to spend the rest of the day with you.,High,IF a person expresses happiness while engaging in extroverted behaviors with friends THEN extraversion is likely High because their enjoyment in social contexts indicates a high level of extraversion.; IF a person describes their close relationships with many people in a positive light THEN extraversion is likely High because it indicates strong social connections and interactions.; IF a person enjoys going out with a group and posts about it THEN extraversion is likely High because they demonstrate social engagement and a penchant for social experiences.,"Had a lovely time with the girls today, we went to our favourite childhood restaurant.; 15 years of friendship down, a lifetime to go.; Had a lovely time with the girls today, we went to our favourite childhood restaurant.",High,High,"{'Positive Emotions': 1, 'Sociability': 2}",1,1,1,3
28,My oldest and dearest friends gathered at the weekend to celebrate 30 years since leaving school. Much laughing and getting over how much we had all aged. Looking back at our old school photos was hilarious. Some of us didn't even recognise ourselves. We had such a good time that we decided to make this an annual event ,The most important person in my life achieves a milestone birthday today. Congratulations on your 50th and may we share many more happy years together. Unfortunately it's all downhill from here. Buckle up for the coming mid life crisis and keep smiling. These can be the best years of life with the right attitude. Get writing that bucket list and let's see the world ticking them off.,Low,IF a person expresses happiness while engaging in extroverted behaviors with friends THEN extraversion is likely High because their enjoyment in social contexts indicates a high level of extraversion.; IF a person describes their close relationships with many people in a positive light THEN extraversion is likely High because it indicates strong social connections and interactions.; IF a person expresses willingness to meet new people and try different activities in their posts THEN extraversion is likely High because this suggests they enjoy socializing.; IF a person enjoys going out with a group and posts about it THEN extraversion is likely High because they demonstrate social engagement and a penchant for social experiences.,We had such a good time that we decided to make this an annual event.; My oldest and dearest friends gathered at the weekend to celebrate 30 years since leaving school.; let's see the world ticking them off.; Much laughing and getting over how much we had all aged.,High,High,"{'Positive Emotions': 1, 'Sociability': 3}",0,0,1,3
29,"After all this time , the 5 of us still have our meet ups!  We just carry on chatting as though  we met yesterday and it's not just a yearly event. Great friends,  really lucky to be still in touch .
Luckily we're all in Good health... apart from a few old age creaks and cracks.
Already planned next year venue.","Well the next year is upon us! Yep you're having another birthday... watch out for an influx of children later , and be prepared for a lot of noise.
Just because you're a year older,  doesn't mean you can get a quiet life!
Glad you're my husband...
Happy birthday xxxx  and many more  to come xxxx",Moderate,IF a person expresses happiness while engaging in extroverted behaviors with friends THEN extraversion is likely High because their enjoyment in social contexts indicates a high level of extraversion.; IF a person describes their close relationships with many people in a positive light THEN extraversion is likely High because it indicates strong social connections and interactions.; IF a person enjoys going out with a group and posts about it THEN extraversion is likely High because they demonstrate social engagement and a penchant for social experiences.; IF a person expresses willingness to meet new people and try different activities in their posts THEN extraversion is likely High because this suggests they enjoy socializing.,"we just carry on chatting as though we met yesterday and it's not just a yearly event. Great friends, really lucky to be still in touch.; Great friends, really lucky to be still in touch.; the 5 of us still have our meet ups!; Already planned next year venue.",High,High,"{'Positive Emotions': 1, 'Sociability': 3}",0,0,1,3
16,"went to a great birthday party today at the drummond park animal experience
centre with ash, jen, jodie jake, alex and all the rest of the crew.  loved watching the
monkeys antics.  the lion cubs were so cute.  alex ate too much cake and looked alittle
green jake punched him in the stomach to sicee if he could make him sick ..","wow!  another landmark birthday.  we are all so looking forward to your birthday
bash at Fisher's restaurant.  can't believe you've come this far despite all the
hoops you've had to jump through in the past few years,  what an achievement
well done you.  I know you said no presents but well suspect there may still be one or two surprises",Low,IF a person expresses happiness while engaging in extroverted behaviors with friends THEN extraversion is likely High because their enjoyment in social contexts indicates a high level of extraversion.; IF a person enjoys going out with a group and posts about it THEN extraversion is likely High because they demonstrate social engagement and a penchant for social experiences.; IF a person describes their close relationships with many people in a positive light THEN extraversion is likely High because it indicates strong social connections and interactions.,"loved watching the monkeys antics. the lion cubs were so cute.; went to a great birthday party today at the drummond park animal experience centre with ash, jen, jodie jake, alex and all the rest of the crew.; we are all so looking forward to your birthday bash at Fisher's restaurant.",High,High,"{'Positive Emotions': 1, 'Sociability': 2}",0,0,1,3
24,"Had the best time ca tching up with my chilidhood friends last night! It’s amazing how, despite t he years, we fall riight back into those silly jokes and shared memories. From playing games in the backyard to reminis cing about our wild adventures, it was a great reminder of the b onds that shaped us","Happy Birtihday to the love of my life! i’m so grateful for every moment we share together. You bring so mucih joy and laughter into my world. I can’t wait to celebrate you today and make more amazinng memories! Here’s to another year of love, adventure, and all your dreams coming true. You deserve the best!",High,,,High,High,{},1,1,2,3
55,"Highschool reunion! Had such a blast hanging out with these lovely people. Thank you Annie for organising and getting us all back together for such a fun and frivolous evening. Good food, excellent drinks and brilliant company. Would definitely recommend the venue we were hanging out in. And the theme was so much fun! I think we looked amazing in our fancy dress.","Congrats Jamie for surviving another year! It's definitely been a wild one between miving in, new job and adopting our first fur baby. I feel very lucky to be able to celebrate this birthday with you. Here we are enjoying dinner at the Sky Garden, picture taken by our lovely server for the evening. Can't wait to make more memories like this with you.",Moderate,"IF a person expresses a subdued tone with fewer exclamations and shows limited enthusiasm for social interactions, THEN extraversion is likely Low because it suggests a lack of engagement and excitement in social situations.; IF a person discusses past social experiences without excitement for future interactions, THEN extraversion is likely Low because it signals a lack of current social engagement or desire to rekindle social connections.",; ,High,High,{'Sociability': 2},0,0,2,3
5,"Lovely to catch up with some old friends and reminisce on childhood memories! It's crazy to see how much everybody has grown and achieved in life and where their paths have taken them. I love days like these, hope to catch up with you all again sometime soon and make more brilliant memories ??","To the love of my life, I hope you have the best day and make the best memories! Thank you for making the world a happier place and staying by my side. I'd be lost without you, don't ever change! I love you with all of my heart, always ?? happy birthday my love, here is to many more together xxx",Low,,,High,Unknown,{},0,0,2,3
54,"so after an exciting wait - we finally all met up , Parsons meads Class of 1987. It had been a while and now we all had a few more wrinkles and grey hairs. The room was full of laughter and hugs and kisses as we all remembered the school days. we had a laugh and caught up with all the news about our families and planned the next catch up.
","So my darling hubbie, the big day has come - the big 50. Half a century , wow who would have thought it. We have know each other for 33 years of that time, where has it gone. A few more grey hairs and wrinkles between us but we have 2 lovely kids and a great family. Happy Birthday!",High,,,High,High,{},1,1,2,3
59,"Had an amazing evening, sharing a few cheeky drinks  with some interesting people from a long time ago. It was great catching up with people from the past , sharing memories from our younger years, and sharing with everyone where life has taken us. Hopefully we won`t leave it so long before we catch up again   ","Happy 60th birthday Phil , now you can finally be the grumpy OLD man you`ve always like for the last 30 years ha ha . 
Enjoy your day , I`ll book the hearing test and eye test for next week . The zimmer frame should be delivered over the few days ha ha , until then , sit back, relax and watch your gardening programmes ( nothing new there ha ha ) xx",High,"IF a person expresses a subdued tone with fewer exclamations and shows limited enthusiasm for social interactions, THEN extraversion is likely Low because it suggests a lack of engagement and excitement in social situations.; IF a person discusses past social experiences without excitement for future interactions, THEN extraversion is likely Low because it signals a lack of current social engagement or desire to rekindle social connections.","Had an amazing evening, sharing a few cheeky drinks with some interesting people from a long time ago.; It was great catching up with people from the past, sharing memories from our younger years.",High,Low,{'Sociability': 2},0,1,2,3
31,Long awaited catch up with life long friends!  Why has it taken so long? It was so good to catch up with everybody.  It has been so great seeing how we have all changed and grown both physically and spiritually.  Let me know who is up for making this an annual event? Please let me know.  I am happy to organise it.  Feeling blessed.  Cheers everyone!,"Happy birthday to the best and most wonderful husband I could ever ask for xx  Thank you for everything you do. Thank you for being an awesome dad to our two children. Enjoy your day and look forward the birthday celebrations tonight.  Enjoy your gifts. 
 You  so deserve them.  Love as always.",High,,,High,Unknown,{},0,1,2,3
25,"Was lucky enough to recently meet up and have an amazing time catching up with old friends from school who I hadn't seen in years, these are the people who made my childhood and shaped me into the person i am now so to see them all again and share memories was unbelievable, hopefully do it again soon","Happy birthday to my amazing partner, hope you have an fantastic day, thank you for everything you have done for me since the first moment I met you and putting up with me all the time, wishing you an amazing day and I've got a lot planned that will hopefully give you the day you deserve and to spoil you ",Moderate,"IF a person discusses past social experiences without excitement for future interactions, THEN extraversion is likely Low because it signals a lack of current social engagement or desire to rekindle social connections.; IF a person expresses a subdued tone with fewer exclamations and shows limited enthusiasm for social interactions, THEN extraversion is likely Low because it suggests a lack of engagement and excitement in social situations.",Was lucky enough to recently meet up and have an amazing time catching up with old friends from school who I hadn't seen in years.; thank you for everything you have done for me since the first moment I met you and putting up with me all the time.,High,Low,{'Sociability': 2},0,0,2,3
52,it been a long time and it has been so long we see each other since childhood i moved house and left my day ones and now it is an opportunity to meet with them again we have gone through high school and tertiary institution and everybody is happy seeing each other yeah everyone is happy to meet each other and so everyone is with their family. what a joy to meet again,happy birthday to the best friends i ever had today is a special day for you and i am happy and felicitate you on your day. long life and prosperity. what a wonderful day for you as you have been a wonderful friend it is a pleasure to share this day with you. may your heart be filled with joy and your face with smile and your day with happiness and your mind with peace,Low,"IF a person expresses a subdued tone with fewer exclamations and shows limited enthusiasm for social interactions, THEN extraversion is likely Low because it suggests a lack of engagement and excitement in social situations.; IF a person discusses past social experiences without excitement for future interactions, THEN extraversion is likely Low because it signals a lack of current social engagement or desire to rekindle social connections.",it has been so long we see each other since childhood; we have gone through high school and tertiary institution and everybody is happy seeing each other,High,Low,{'Sociability': 2},1,0,2,3
47,I am really happy I attended this event as it really exposed me to a lot of persons I have not seen for a while. I was able to catch on things I have missed about my guys and reconnecting with them really gladdens my heart. I will quickly connect them on all social media network to sustain the relationship so as not to lose. Thank you guys.,"A superlative birthday shout out to my you my guy!
You have really done well in your career and I am so happy for you on this special occassion of yours. The Lord bless you real good brother.
I would have come around to say hello, but I am really busy right now.
Enjoy your day to the fullest and avoid trouble at all cost my guy.
",High,"IF a person expresses a subdued tone with fewer exclamations and shows limited enthusiasm for social interactions, THEN extraversion is likely Low because it suggests a lack of engagement and excitement in social situations.; IF a person discusses past social experiences without excitement for future interactions, THEN extraversion is likely Low because it signals a lack of current social engagement or desire to rekindle social connections.","I would have come around to say hello, but I am really busy right now.; I am really happy I attended this event as it really exposed me to a lot of persons I have not seen for a while.",High,Low,{'Sociability': 2},0,1,2,3
36,"I had the best time today, joining together with the girls I grew up with! We shared memories, laughed at our ridiculous behaviour (and outfits, though the less said about that, the better!). It was utterly joyful, and a real throwback to a much simpler time. Like therapy for the soul. I'm very excited to do it again very soon.","I've never made a secret of how proud I am of my husband. I'm his biggest cheerleader and No.1 fan! As he approaches his 40th birthday, I want to thank him for our last 20 years together and congratulate him on every single achievement in his life! His children, his dedication to helping others and his commitment to being the best person he can be. So proud of you, darling! Love you lots xx",High,"IF a person expresses a subdued tone with fewer exclamations and shows limited enthusiasm for social interactions, THEN extraversion is likely Low because it suggests a lack of engagement and excitement in social situations.; IF a person discusses past social experiences without excitement for future interactions, THEN extraversion is likely Low because it signals a lack of current social engagement or desire to rekindle social connections.","I had the best time today, joining together with the girls I grew up with!; It was utterly joyful, and a real throwback to a much simpler time.",High,High,{'Sociability': 2},1,1,2,3
