p,post1,post2,true_label,matched_rules,matched_behaviours,pred_zero_shot,pred_rule_based,category_counts,score_rules,score_zero
36,"I had the best time today, joining together with the girls I grew up with! We shared memories, laughed at our ridiculous behaviour (and outfits, though the less said about that, the better!). It was utterly joyful, and a real throwback to a much simpler time. Like therapy for the soul. I'm very excited to do it again very soon.","I've never made a secret of how proud I am of my husband. I'm his biggest cheerleader and No.1 fan! As he approaches his 40th birthday, I want to thank him for our last 20 years together and congratulate him on every single achievement in his life! His children, his dedication to helping others and his commitment to being the best person he can be. So proud of you, darling! Love you lots xx",High,"['IF a person describes recent social gatherings and interactions with friends in a post THEN extraversion is likely High because this reflects active participation in social activities.', 'IF a person expresses a desire to stay home and be cozy rather than engage socially in a post THEN extraversion is likely Low because this indicates a preference for solitude or intimate settings over social gatherings.', 'IF a person openly talks about their feelings for others and shares publicly about relationships in a post THEN extraversion is likely High because this behavior shows a willingness to connect and express emotions in social contexts.']","['I had the best time today, joining together with the girls I grew up with!', ""I'm very excited to do it again very soon."", ""I've never made a secret of how proud I am of my husband. I'm his biggest cheerleader and No.1 fan!""]",High,High,"{'Sociability': 2, 'Warmth': 1}",1,1
15,"Just got back from a reunion with some friends from back home! These guys always had my back, except when it comes to telling me I'm any good at bowling or mini golf :0 Then again, the drinks probably messed my aim up a litttle bit. Hope to see you guys soon!! Keep it real @xComedyCheesex @Crazygamer05 @7evenup","To this beautiful girl who was a stranger up until 10 months ago, happy birthday my love, I hope that we can spend many more together! P.S. Don't tell anyone I forgot the cake and had to ask you to bake us another one to save myself from the embarassment. Love you lots! Have the best birthday ever &lt;3",High,"['IF a person describes recent social gatherings and interactions with friends in a post THEN extraversion is likely High because this reflects active participation in social activities.', 'IF a person openly talks about their feelings for others and shares publicly about relationships in a post THEN extraversion is likely High because this behavior shows a willingness to connect and express emotions in social contexts.', 'IF a person uses enthusiastic language and punctuation to describe social activities in a post THEN extraversion is likely High because this suggests excitement and engagement in group dynamics.']","['Just got back from a reunion with some friends from back home!', 'To this beautiful girl who was a stranger up until 10 months ago, happy birthday my love, I hope that we can spend many more together!', 'Hope to see you guys soon!!']",High,High,"{'Sociability': 1, 'Warmth': 1, 'Positive Emotions': 1}",1,1
19,"So exciting to catch up with everyone! Being in our thirties means meeting up takes at least ten conversations about the event, at least one cancellation, minimum two babies and a stray husband. Glad this one made it out of the group chat. To next time; hopefully it doesn't take eight months ;)","Turning 30 has never looked better. Spending our twenties together was incredible; the highs, the lows, but most importantly being with you. So excited to spend the rest of my life with you. Happy birthday to the love of my life. You have changed my life in the most incredible way and you are so special to me. Cheers to my favourite person. I love you.",Moderate,"['IF a person describes recent social gatherings and interactions with friends in a post THEN extraversion is likely High because this reflects active participation in social activities.', 'IF a person openly talks about their feelings for others and shares publicly about relationships in a post THEN extraversion is likely High because this behavior shows a willingness to connect and express emotions in social contexts.', 'IF a person uses enthusiastic language and punctuation to describe social activities in a post THEN extraversion is likely High because this suggests excitement and engagement in group dynamics.']","['So exciting to catch up with everyone! Being in our thirties means meeting up takes at least ten conversations about the event...', 'So excited to spend the rest of my life with you. Happy birthday to the love of my life. You have changed my life in the most incredible way...', 'So exciting to catch up with everyone!']",High,High,"{'Sociability': 1, 'Warmth': 1, 'Positive Emotions': 1}",0,0
47,I am really happy I attended this event as it really exposed me to a lot of persons I have not seen for a while. I was able to catch on things I have missed about my guys and reconnecting with them really gladdens my heart. I will quickly connect them on all social media network to sustain the relationship so as not to lose. Thank you guys.,"A superlative birthday shout out to my you my guy!
You have really done well in your career and I am so happy for you on this special occassion of yours. The Lord bless you real good brother.
I would have come around to say hello, but I am really busy right now.
Enjoy your day to the fullest and avoid trouble at all cost my guy.
",High,"['IF a person describes recent social gatherings and interactions with friends in a post THEN extraversion is likely High because this reflects active participation in social activities.', 'IF a person openly talks about their feelings for others and shares publicly about relationships in a post THEN extraversion is likely High because this behavior shows a willingness to connect and express emotions in social contexts.', 'IF a person writes about enjoying spending time with others and expresses a desire to do so again in a post THEN extraversion is likely High because this indicates a proactive approach to socializing.', 'IF a person uses enthusiastic language and punctuation to describe social activities in a post THEN extraversion is likely High because this suggests excitement and engagement in group dynamics.']","['I am really happy I attended this event as it really exposed me to a lot of persons I have not seen for a while.', 'A superlative birthday shout out to my you my guy! You have really done well in your career and I am so happy for you on this special occassion of yours.', 'reconnecting with them really gladdens my heart.', 'Thank you guys.']",High,High,"{'Sociability': 2, 'Warmth': 1, 'Positive Emotions': 1}",1,1
50,"What a blast from the past it was last night!   50 years since we all left Morgan and went out into the big wide world.   It was amazing to see some of the old faces, some I barely recognised while with others we went straight back to third year French class!  Awesome to catch up with Brucie, Govie and Tich, but sobering to hear about those who are no longer with us.   Be grateful for every day.","Woo hoo!  Bill is 70!   How did I come to be married to such an old man???   Thank you for putting up with me for all these years and am looking forward to celebrating with you tonight.  Play your cards right - I might just have a wee surprise for you later on!  In the meantime enjoy your cake, it's your favourite!",Low,"['IF a person expresses a preference for reminiscing rather than creating new social experiences in a post THEN extraversion is likely Low because this indicates a focus on past experiences over current social interactions.', 'IF a person openly talks about their feelings for others and shares publicly about relationships in a post THEN extraversion is likely High because this behavior shows a willingness to connect and express emotions in social contexts.', 'IF a person describes enjoying social situations and expresses eagerness about future social events in a post THEN extraversion is likely High because this reflects an enthusiastic approach to social interaction.']","['What a blast from the past it was last night! It was amazing to see some of the old faces, some I barely recognised while with others we went straight back to third year French class!', 'Thank you for putting up with me for all these years and am looking forward to celebrating with you tonight.', 'I am looking forward to celebrating with you tonight.']",High,Moderate,"{'Sociability': 1, 'Warmth': 1, 'Positive Emotions': 1}",0,0
14,"Times Like This??Life can be complicated, but my people make it all worth it. My loved ones are what keep me going. Whether we go for drinks, go out to eat, or are just kicked back smoking and talking. I don't know where I would be without them. I'm so blessed to be able to call you guys my family. All glory to God.",HAPPY BIRTHDAY BABYGIRL????I am so proud of you for making it another year. Even when times are tough you always keep that spark. I love you so much. You really show me what real love is. I don't know where I'd be without you. Another year and forever to go for us baby. I love you so much and I'm so blessed to have you.,High,"['IF a person openly talks about their feelings for others and shares publicly about relationships in a post THEN extraversion is likely High because this behavior shows a willingness to connect and express emotions in social contexts.', 'IF a person describes recent social gatherings and interactions with friends in a post THEN extraversion is likely High because this reflects active participation in social activities.', 'IF a person expresses a desire to stay home and be cozy rather than engage socially in a post THEN extraversion is likely Low because this indicates a preference for solitude or intimate settings over social gatherings.']","['I love you so much. You really show me what real love is.', 'Whether we go for drinks, go out to eat, or are just kicked back smoking and talking.', 'Whether we go for drinks, go out to eat, or are just kicked back smoking and talking.']",High,High,"{'Warmth': 1, 'Sociability': 2}",1,1
25,"Was lucky enough to recently meet up and have an amazing time catching up with old friends from school who I hadn't seen in years, these are the people who made my childhood and shaped me into the person i am now so to see them all again and share memories was unbelievable, hopefully do it again soon","Happy birthday to my amazing partner, hope you have an fantastic day, thank you for everything you have done for me since the first moment I met you and putting up with me all the time, wishing you an amazing day and I've got a lot planned that will hopefully give you the day you deserve and to spoil you ",Moderate,"['IF a person describes recent social gatherings and interactions with friends in a post THEN extraversion is likely High because this reflects active participation in social activities.', 'IF a person openly talks about their feelings for others and shares publicly about relationships in a post THEN extraversion is likely High because this behavior shows a willingness to connect and express emotions in social contexts.', 'IF a person expresses a desire to stay home and be cozy rather than engage socially in a post THEN extraversion is likely Low because this indicates a preference for solitude or intimate settings over social gatherings.']","[""Was lucky enough to recently meet up and have an amazing time catching up with old friends from school who I hadn't seen in years."", 'Happy birthday to my amazing partner, hope you have an fantastic day, thank you for everything you have done for me since the first moment I met you.', ""wishing you an amazing day and I've got a lot planned that will hopefully give you the day you deserve and to spoil you.""]",High,High,"{'Sociability': 2, 'Warmth': 1}",0,0
34,"just been to a reunion with my childhood friends and it was a great night and i would like to thank them all for great night.
 it brought back some good memorys and good times. at least this time we got drunk legally and didn't have to run off when we got caught.
i think we  should all do it again in the very near future. ","i would like to wish my better half a very happy birthday and i hope you have a very good day. you are the best thing that ever happened to me and i would be lost with out you.
 i've got a few special things planned for us to do for your birthday and i hope you will enjoy yourself.
",Moderate,"['IF a person describes recent social gatherings and interactions with friends in a post THEN extraversion is likely High because this reflects active participation in social activities.', 'IF a person expresses a desire to stay home and be cozy rather than engage socially in a post THEN extraversion is likely Low because this indicates a preference for solitude or intimate settings over social gatherings.', 'IF a person openly talks about their feelings for others and shares publicly about relationships in a post THEN extraversion is likely High because this behavior shows a willingness to connect and express emotions in social contexts.', 'IF a person expresses excitement about their plans for a special event in a post THEN extraversion is likely High because this indicates comfort and enjoyment in social performance.']","['just been to a reunion with my childhood friends and it was a great night.', 'i think we should all do it again in the very near future.', 'i would like to wish my better half a very happy birthday and i hope you have a very good day. you are the best thing that ever happened to me.', ""i've got a few special things planned for us to do for your birthday and i hope you will enjoy yourself.""]",High,High,"{'Sociability': 2, 'Warmth': 1, 'Uncategorized': 1}",0,0
2,"Such a great night with this incredible bunch, but I'm feeling it this morning! Everyone needs those friends who know you so well, who'll see you through anything and everything. And no matter how old we get are still up for a good girls night out, even if it now takes us two days to recover! Night at Sixways is always the best, love this place, and Love you all ???? ","It's official, he's getting older! Happy birthday to my gorgeous husband, another year old and not any wiser! The kindest, funniest soul I will ever meet, and the most amazing dog Dad you could ever find. Looking forward to spoiling you rotten today - and maybe a few surprises this weekend! Happy birthday favourite human xoxo",High,"['IF a person describes recent social gatherings and interactions with friends in a post THEN extraversion is likely High because this reflects active participation in social activities.', 'IF a person openly talks about their feelings for others and shares publicly about relationships in a post THEN extraversion is likely High because this behavior shows a willingness to connect and express emotions in social contexts.', 'IF a person enjoys spending time with others and expresses a desire to do so again in a post THEN extraversion is likely High because this indicates a proactive approach to socializing.', 'IF a person uses enthusiastic language and punctuation to describe social activities in a post THEN extraversion is likely High because this suggests excitement and engagement in group dynamics.']","[""Such a great night with this incredible bunch, but I'm feeling it this morning!"", 'Happy birthday to my gorgeous husband, another year old and not any wiser! The kindest, funniest soul I will ever meet.', 'no matter how old we get are still up for a good girls night out.', 'Night at Sixways is always the best, love this place, and Love you all ????.']",High,High,"{'Sociability': 1, 'Warmth': 1, 'Uncategorized': 1, 'Positive Emotions': 1}",1,1
49,"Saw one of my very good friends today! It was quite nostalgic; all those laughter and stories we never get to tell anyone else. He began kidding around and it was like, no time had elapsed and we were back in our childhood or teenage years telling stories of the places we used to hang around. One thing I’ve always grown to appreciate is the ability of friends to know you when you were still young and still support you to date. Thank you to people like this and for creating so many more wonderful memories! Cheers to the uncovered moments.  #Tbt #blessedfriends ","It is another great day for the love of my life, Happy Birthday to you! Today i celebrate you. You always bring so much joy and happiness in to my life, not to mention the patient and constant support. Thanks for every day, all the fun we have, the trips we take, the moments that matters to each of us. Happy anniversary to us yet again, Cheers to many more impressive years together by our side. Happy birthday to you and lots of happiness that you will be showered with today! #BirthdayWishes #BirthdayBoy ",Moderate,"['IF a person openly talks about their feelings for others and shares publicly about relationships in a post THEN extraversion is likely High because this behavior shows a willingness to connect and express emotions in social contexts.', 'IF a person describes recent social gatherings and interactions with friends in a post THEN extraversion is likely High because this reflects active participation in social activities.', 'IF a person expresses a desire to stay home and be cozy rather than engage socially in a post THEN extraversion is likely Low because this indicates a preference for solitude or intimate settings over social gatherings.', 'IF a person expresses enjoyment in spending time with others and expresses a desire to do so again in a post THEN extraversion is likely High because this indicates a proactive approach to socializing.', 'IF a person uses enthusiastic language and punctuation to describe social activities in a post THEN extraversion is likely High because this suggests excitement and engagement in group dynamics.']","['Today i celebrate you. You always bring so much joy and happiness in to my life, not to mention the patient and constant support.', 'Saw one of my very good friends today! It was quite nostalgic; all those laughter and stories we never get to tell anyone else.', 'Cheers to the uncovered moments.', 'Thanks for every day, all the fun we have, the trips we take, the moments that matters to each of us.', 'Happy Birthday to you! Today i celebrate you.']",High,High,"{'Warmth': 1, 'Sociability': 2, 'Uncategorized': 1, 'Positive Emotions': 1}",0,0
