p,post1,post2,true_label,matched_rules,matched_behaviours,pred_zero_shot,pred_rule_based,category_counts,score_rules,score_zero
41,"So good to see these guys again, especially those I haven't seen for years. Brings me right back to the days of playing Minecraft together. Spent a great day in London together, going to a café and exploring all the places we used to go together, it was a really great day, and I'm definitely up to do it again.","Another year since birth for my favourite person on the planet, here's to many many many more together. I cannot express how much I love you, and I hope our day together lived up to that. We went to a really nice restaurant in town, which i would highly recommend everyone visits.",High,"['IF a person shows in a post participation in social activities, such as karaoke, in front of a crowd, THEN extraversion is likely High because they exhibit bravery and a willingness to engage socially.', 'IF a person shows in a post limited or dry language while referring to friends or social situations, THEN extraversion is likely Low because it suggests a lack of enthusiasm for social connections.']","['Spent a great day in London together, going to a café and exploring all the places we used to go together.', ""Here's to many many many more together.""]",High,High,"{'Sociability': 1, 'Warmth': 1}",1,1
13,I hung out with my best friend when I was a teenager.   We were in San Diego in a rented condo.  We drank and danced to 80s music!  I kicked her butt in air hockey and we went to the zoo.  Shout out to Dassi.  I love you! Cant wait to do it again!  Let's go whale watching next time.,"Happy Birthday my Kub.  I love you so much and am praying that God blesses you with peace and happiness this year.  I know God is good, he brought me to you.   You are the best thing that has ever happened to me.  I pray for many more years together.  Love your Kewgar.  Happy Birthday my rub.",Moderate,"['IF a person shows in a post participation in social activities, such as karaoke, in front of a crowd, THEN extraversion is likely High because they exhibit bravery and a willingness to engage socially.', 'IF a person shows in a post descriptions of past experiences without expressions of current enjoyment or enthusiasm, THEN extraversion is likely Low because they signal a disconnection from present social interactions.', 'IF a person shows in a post limited or dry language while referring to friends or social situations, THEN extraversion is likely Low because it suggests a lack of enthusiasm for social connections.']","['We drank and danced to 80s music!', 'I hung out with my best friend when I was a teenager.', 'Shout out to Dassi.']",High,Moderate,"{'Sociability': 1, 'Positive Emotions': 1, 'Warmth': 1}",1,1
21,"Good times with old friends! Great catch up and a nostalgic trip down memory lane with childhood pals. Food, drinks, music, games and great chat! Venue was great too with great service, would highly recommend. Thanks to all for coming. Should make this a regular thing, so heres to the next one!","A very happy birthday to my incredible wife! you are the most loving, strong and inspirational person that i know, and i am privileged to have you in my life. Congratulations on all that you have achieved and your recent success, long may it continue. thanks for many memories and look forward to creating many more with you.",Low,"['IF a person shows in a post participation in social activities, such as karaoke, in front of a crowd, THEN extraversion is likely High because they exhibit bravery and a willingness to engage socially.', 'IF a person shows in a post a desire to remain cozy at home rather than socialize, THEN extraversion is likely Low because they prefer low-energy environments.']","['Good times with old friends! Great catch up and a nostalgic trip down memory lane with childhood pals. Food, drinks, music, games and great chat!', 'Should make this a regular thing, so heres to the next one!']",High,High,"{'Sociability': 1, 'Energy/Activity': 1}",0,0
50,"What a blast from the past it was last night!   50 years since we all left Morgan and went out into the big wide world.   It was amazing to see some of the old faces, some I barely recognised while with others we went straight back to third year French class!  Awesome to catch up with Brucie, Govie and Tich, but sobering to hear about those who are no longer with us.   Be grateful for every day.","Woo hoo!  Bill is 70!   How did I come to be married to such an old man???   Thank you for putting up with me for all these years and am looking forward to celebrating with you tonight.  Play your cards right - I might just have a wee surprise for you later on!  In the meantime enjoy your cake, it's your favourite!",Low,"['IF a person shows in a post participation in social activities, such as karaoke, in front of a crowd, THEN extraversion is likely High because they exhibit bravery and a willingness to engage socially.', 'IF a person shows in a post descriptions of past experiences without expressions of current enjoyment or enthusiasm, THEN extraversion is likely Low because they signal a disconnection from present social interactions.', 'IF a person shows in a post preference for reflecting on personal experiences and focuses on non-social aspects, THEN extraversion is likely Low because they indicate less interest in socializing.', 'IF a person shows in a post limited or dry language while referring to friends or social situations, THEN extraversion is likely Low because it suggests a lack of enthusiasm for social connections.']","['What a blast from the past it was last night! 50 years since we all left Morgan and went out into the big wide world.', 'It was amazing to see some of the old faces, some I barely recognised while with others we went straight back to third year French class!', 'but sobering to hear about those who are no longer with us.', 'Awesome to catch up with Brucie, Govie and Tich.']",High,Moderate,"{'Sociability': 2, 'Positive Emotions': 1, 'Warmth': 1}",0,0
53,"As I sit with my childhood friends, the years seem to melt away. The familiar banter, the inside jokes that we’ve carried like treasures through the years, and the way we all seem to pick up right where we left off—it’s like time stands still. I catch myself laughing more freely, feeling that easy comfort I once did when the world seemed so simple. There’s something about being with people who know you in your purest form, before the world shaped you in its various ways.

The conversation flows from old memories—those endless summer days, the mischief we got into, the places we’d hide out—and then shifts to where life has taken us. There’s a warmth in seeing how far we’ve all come, and yet, we’re still those same people at our core. It’s a reminder of roots, of the strength and depth of bonds that time and distance can never fully sever. Even as we talk about new chapters and changes, I realize how much of my past is written in the pages of these friendships.

It feels like being wrapped in a blanket of shared history, and for a moment, I feel grounded again—anchored in who I was, who I am, and who I will always be to these people. The laughter, the ease, the nostalgia—it’s all a kind of reminder that some things, like friendship, never truly change.","Another year with you feels like a gift I get to unwrap every single day. Watching you grow, laugh, and be the incredible person you are fills me with so much pride and gratitude. You are my heart, my best friend, and the person who makes everything brighter just by being you. ??

Thank you for the countless memories we’ve already made and the many more to come. Here’s to celebrating you today (and always), to all your dreams coming true, and to the endless adventures ahead. I’m beyond lucky to walk through life with you by my side. ????

You deserve all the happiness in the world, today and always. I love you more than words could ever say. ?? #BirthdayQueen/King #LuckyToCallYouMine",Moderate,"['IF a person shows in a post preference for reflecting on personal experiences and focuses on non-social aspects, THEN extraversion is likely Low because they indicate less interest in socializing.', 'IF a person shows in a post descriptions of past experiences without expressions of current enjoyment or enthusiasm, THEN extraversion is likely Low because they signal a disconnection from present social interactions.', 'IF a person shows in a post a desire to remain cozy at home rather than socialize, THEN extraversion is likely Low because they prefer low-energy environments.', 'IF a person shows in a post limited or dry language while referring to friends or social situations, THEN extraversion is likely Low because it suggests a lack of enthusiasm for social connections.', 'IF a person demonstrates enthusiasm for current social connections and relationships, THEN extraversion is likely High because they exhibit an engaging attitude.']","['I realize how much of my past is written in the pages of these friendships.', 'There’s a warmth in seeing how far we’ve all come, and yet, we’re still those same people at our core.', 'It feels like being wrapped in a blanket of shared history.', 'Even as we talk about new chapters and changes.', 'You are my heart, my best friend, and the person who makes everything brighter just by being you.']",High,Moderate,"{'Sociability': 1, 'Positive Emotions': 1, 'Energy/Activity': 1, 'Warmth': 1, 'Uncategorized': 1}",1,1
12,"Had a great catch up with my old school pals. 
Dinner was lovely and lots of laughs and drinks as usual! Always great to see them and amazing that we are all still friends after over 30 years.
Can't wait until the next one in December . Hope everyone can make it as it's going to be a special trip!","Wishing you the happiest of birthdays. You deserve to have the best day!
Thanks for being the most amazing and supportive partner.
We all appreciate everything you do for us .
We hope you love your surprise party .. you won't read this until after , so it's safe to write this :-) Lots of love ...",Moderate,"['IF a person shows in a post participation in social activities, such as karaoke, in front of a crowd, THEN extraversion is likely High because they exhibit bravery and a willingness to engage socially.', 'IF a person shows in a post enthusiasm for social gatherings and upcoming plans, THEN extraversion is likely High because this reflects a positive engagement with social situations.', 'IF a person shows in a post enthusiasm and warmth in expressing good wishes for others, THEN extraversion is likely High because this reflects positive social interactions.']","['Had a great catch up with my old school pals. Dinner was lovely and lots of laughs and drinks as usual!', ""Can't wait until the next one in December. Hope everyone can make it as it's going to be a special trip!"", 'Wishing you the happiest of birthdays. You deserve to have the best day!']",High,High,"{'Sociability': 1, 'Uncategorized': 2}",0,0
27,"After all these years it's very interesting seeing how everyone I grew up with has changed, it's almost as if I was talking to two different versions of people from parallel universes, one a complete immature and incompetent buffon, the other a sophisticated and well mannered individual. It's crazy how time flies!","From cheerleader to married, I'm so appreciative of all the things you have done for me, and our family. Helping us financially or help cope with illness, I knew I made the right decision engaging with a nurse.I'm so glad that you came into my life and that we'll one day exit together. Happy 26th birthday my love!",Low,"['IF a person shows in a post preference for reflecting on personal experiences and focuses on non-social aspects, THEN extraversion is likely Low because they indicate less interest in socializing.', 'IF a person shows in a post limited or dry language while referring to friends or social situations, THEN extraversion is likely Low because it suggests a lack of enthusiasm for social connections.']","[""After all these years it's very interesting seeing how everyone I grew up with has changed, it's almost as if I was talking to two different versions of people from parallel universes..."", 'Happy 26th birthday my love!']",Moderate,Low,"{'Sociability': 1, 'Warmth': 1}",1,1
40,had fun today! got to see my friends that i've grown up with. im grateful to go through life with them and to see them grow as people. every accomplishment i will be there for becauase i know they will be there for me. i am truly grateful to have such a strong group of people around me and to uplift me.,"happy birthday my love. i am so proud of you. you are my best friend, my ace, my rock. i love you more than every. you keep me on my feet and you never let my crown tip. even trhrough all the trials and tribulations. i am lucky to have someone like you in my corner. you never fail to make me happt",Moderate,"['IF a person shows in a post preference for reflecting on personal experiences and focuses on non-social aspects, THEN extraversion is likely Low because they indicate less interest in socializing.', 'IF a person shows in a post descriptions of past experiences without expressions of current enjoyment or enthusiasm, THEN extraversion is likely Low because they signal a disconnection from present social interactions.', 'IF a person shows in a post enthusiasm and affection towards a close friend on their special occasion, THEN extraversion is likely High as it demonstrates strong social bonds and active emotional engagement.']","['the focus on gratitude and support for friends without specific social activities mentioned.', ""appreciation for friends' growth and accomplishments but lacking in current active social engagement."", ""expression of pride, love, and appreciation for a close friend's birthday.""]",High,Moderate,"{'Sociability': 1, 'Positive Emotions': 1, 'Uncategorized': 1}",1,1
1,OMG we went to the movie theater and watched a new movie and had fun there was a cute boy a few rolls up from us and we was throwing popcorn at him to get his attention he met us outside after the movies and we talked and exchanged phone numbers and we've been talking ever since me and my friends enjoyed this night,I just want to shout out happy birthday to my amazing husband he always does everything for us and gets up and goes to work and works hard everyday to provide everything that we need I just want to say I'm so grateful for him and everything he has done for me and our children and I will continue to be grateful everyday,High,"['IF a person shows in a post participation in social activities, such as karaoke, in front of a crowd, THEN extraversion is likely High because they exhibit bravery and a willingness to engage socially.']",['we was throwing popcorn at him to get his attention he met us outside after the movies and we talked and exchanged phone numbers'],High,High,{'Sociability': 1},1,1
52,it been a long time and it has been so long we see each other since childhood i moved house and left my day ones and now it is an opportunity to meet with them again we have gone through high school and tertiary institution and everybody is happy seeing each other yeah everyone is happy to meet each other and so everyone is with their family. what a joy to meet again,happy birthday to the best friends i ever had today is a special day for you and i am happy and felicitate you on your day. long life and prosperity. what a wonderful day for you as you have been a wonderful friend it is a pleasure to share this day with you. may your heart be filled with joy and your face with smile and your day with happiness and your mind with peace,Low,"['IF a person shows in a post participation in social activities, such as karaoke, in front of a crowd, THEN extraversion is likely High because they exhibit bravery and a willingness to engage socially.', 'IF a person shows in a post limited or dry language while referring to friends or social situations, THEN extraversion is likely Low because it suggests a lack of enthusiasm for social connections.']","['I moved house and left my day ones and now it is an opportunity to meet with them again.', 'long life and prosperity.']",High,Moderate,"{'Sociability': 1, 'Warmth': 1}",0,0
