p,post1,post2,true_label,matched_rules,matched_behaviours,pred_zero_shot,pred_rule_based,category_counts,score_rules,score_zero
38,"chlilling with my longest know friends. I can't believe we've known each other for as long as we have. I treasure this and I hope I can continue my life with you guys until the very end. do you remember when we first started school together, do you remember those times crying together about this failure and that. do you remember the times that we got to celebrate this achievement and that quality? ","Happy birhday my love. Here's to many more to come. You've grown so much this year and I'm so glad that we're celebrating our tenth year together. Hope you love your gifts and surprises. And thank you to everyone who wishes us the best. happy birthday to you, happy birthday to your mother and farther who birthed such a wonderful being",Low,"['IF a person emphasizes deep connections with long-known friends rather than expressing interest in meeting new people, THEN extraversion is likely Low because it indicates a preference for familiar relationships.', 'IF a person reflects deeply on their experiences with friends rather than simply recounting them, THEN extraversion is likely Low because it implies more internal processing over active social engagement.']","[""I can't believe we've known each other for as long as we have. I treasure this and I hope I can continue my life with you guys until the very end."", 'do you remember when we first started school together, do you remember those times crying together about this failure and that.']",High,Low,{'Sociability': 2},1,1
18,"School reunion gathering, fun night with all. Lots of laughs and embarrassing stories which may or may not have been true. It was great to catch up with everyone again after so long. Let's not leave it so long next time. Here's to being not to old to dance the night away in true school disco style.","He has finally made it another year older. I don't know how he has reached this great milestone—happy Birthday to the three-score and ten-year-old man I love. It would not be your birthday without a post like this. Your turn next to embarrass me. Here to cake, fizz and a fun-filled day of surprises.",Low,"['IF a person discusses enjoyable social experiences in their posts, THEN extraversion is likely High because it shows a positive engagement with social activities.', 'IF a person conveys excitement and enthusiasm about social events they have attended, THEN extraversion is likely High because it reflects an active enjoyment of social interactions.', 'IF a person talks about enjoying spending time with a large group of people, THEN extraversion is likely High because it reflects an enjoyment of diverse social interactions.', 'IF a person uses exclamatory phrases in their posts to express enjoyment, THEN extraversion is likely High because it suggests high enthusiasm for social connections.']","['School reunion gathering, fun night with all. Lots of laughs and embarrassing stories which may or may not have been true.', 'It was great to catch up with everyone again after so long.', ""Here's to being not too old to dance the night away in true school disco style."", 'Here to cake, fizz and a fun-filled day of surprises.']",High,High,"{'Sociability': 2, 'Positive Emotions': 2}",0,0
22,"It had been a long time coming, I met my childhood friends after nearly 10 years. We certainly had plenty of banter and catch up talk to go through. It is amazing how we have all gone down different routes yet have had similar childhood experiences. It was also interesting how our personality traits are still noticeable from all that time ago. ",Happy Birthday! Many happy returns and I hope you have a wonderful dream fulled day! Looking forward to going out to celebrate your Birthday. Hope you liked all your presents. I am sure it will be a day to remember with all the celebrations. Love you loads and wishing you all the best. ,Low,"['IF a person discusses enjoyable social experiences in their posts, THEN extraversion is likely High because it shows a positive engagement with social activities.', 'IF a person conveys excitement and enthusiasm about social events they have attended, THEN extraversion is likely High because it reflects an active enjoyment of social interactions.', 'IF a person shares a desire to spend more time with other people, THEN extraversion is likely High because it shows eagerness to socialize.', 'IF a person talks about enjoying spending time with a large group of people, THEN extraversion is likely High because it reflects an enjoyment of diverse social interactions.']","['I met my childhood friends after nearly 10 years. We certainly had plenty of banter and catch up talk to go through.', 'Looking forward to going out to celebrate your Birthday. I am sure it will be a day to remember with all the celebrations.', 'Looking forward to going out to celebrate your Birthday.', 'We certainly had plenty of banter and catch up talk to go through.']",High,High,"{'Sociability': 3, 'Positive Emotions': 1}",0,0
48,It feels so good to have the gang back together again! we had a lush dinner at Il Michelangelo and won a few games of bowling over at AllStars xoxo we loved reliving the same excitement from when we were young ~ that was 13 years ago! :O &lt;3 P.S. no one noticed that my heel was starting to break...,"my darling, my dearest. I couldn't imagine life without you and your dimpled smiles and cuddles. when life gets tough, you're there for me and me for you. I feel so blessed that we found each other and that we get to share this adventure of life together. You've hit a quarter of a century and here's to many more. I love you, happy birthday! &lt;3",Low,"['IF a person discusses enjoyable social experiences in their posts, THEN extraversion is likely High because it shows a positive engagement with social activities.', 'IF a person conveys excitement and enthusiasm about social events they have attended, THEN extraversion is likely High because it reflects an active enjoyment of social interactions.', 'IF a person expresses reflection and introspection in their post rather than focusing on social aspects, THEN extraversion is likely Low because it indicates a preference for solitary thought over social interaction.', 'IF a person uses exclamatory phrases in their posts to express enjoyment, THEN extraversion is likely High because it suggests high enthusiasm for social connections.']","['It feels so good to have the gang back together again! we had a lush dinner at Il Michelangelo and won a few games of bowling...', 'we loved reliving the same excitement from when we were young', 'I feel so blessed that we found each other and that we get to share this adventure of life together.', 'It feels so good to have the gang back together again!']",High,High,"{'Sociability': 2, 'Positive Emotions': 2}",0,0
52,it been a long time and it has been so long we see each other since childhood i moved house and left my day ones and now it is an opportunity to meet with them again we have gone through high school and tertiary institution and everybody is happy seeing each other yeah everyone is happy to meet each other and so everyone is with their family. what a joy to meet again,happy birthday to the best friends i ever had today is a special day for you and i am happy and felicitate you on your day. long life and prosperity. what a wonderful day for you as you have been a wonderful friend it is a pleasure to share this day with you. may your heart be filled with joy and your face with smile and your day with happiness and your mind with peace,Low,"['IF a person discusses enjoyable social experiences in their posts, THEN extraversion is likely High because it shows a positive engagement with social activities.', 'IF a person talks about enjoying spending time with a large group of people, THEN extraversion is likely High because it reflects an enjoyment of diverse social interactions.', 'IF a person uses exclamatory phrases in their posts to express enjoyment, THEN extraversion is likely High because it suggests high enthusiasm for social connections.', 'IF a person shares a desire to spend more time with other people, THEN extraversion is likely High because it shows eagerness to socialize.']","['everyone is happy seeing each other yeah everyone is happy to meet each other and so everyone is with their family.', 'what a joy to meet again', 'what a wonderful day for you as you have been a wonderful friend', 'i am happy and felicitate you on your day.']",High,High,"{'Sociability': 3, 'Positive Emotions': 1}",0,0
16,"went to a great birthday party today at the drummond park animal experience
centre with ash, jen, jodie jake, alex and all the rest of the crew.  loved watching the
monkeys antics.  the lion cubs were so cute.  alex ate too much cake and looked alittle
green jake punched him in the stomach to sicee if he could make him sick ..","wow!  another landmark birthday.  we are all so looking forward to your birthday
bash at Fisher's restaurant.  can't believe you've come this far despite all the
hoops you've had to jump through in the past few years,  what an achievement
well done you.  I know you said no presents but well suspect there may still be one or two surprises",Low,"['IF a person discusses enjoyable social experiences in their posts, THEN extraversion is likely High because it shows a positive engagement with social activities.', 'IF a person conveys excitement and enthusiasm about social events they have attended, THEN extraversion is likely High because it reflects an active enjoyment of social interactions.', 'IF a person seems energetic and urges new experiences in social settings, THEN extraversion is likely High because it conveys a willingness to embrace social opportunities.']","['went to a great birthday party today at the drummond park animal experience centre... loved watching the monkeys antics. the lion cubs were so cute.', 'wow! another landmark birthday. we are all so looking forward to your birthday bash.', ""we are all so looking forward to your birthday bash at Fisher's restaurant.""]",High,High,"{'Sociability': 1, 'Positive Emotions': 1, 'Energy/Activity': 1}",0,0
28,My oldest and dearest friends gathered at the weekend to celebrate 30 years since leaving school. Much laughing and getting over how much we had all aged. Looking back at our old school photos was hilarious. Some of us didn't even recognise ourselves. We had such a good time that we decided to make this an annual event ,The most important person in my life achieves a milestone birthday today. Congratulations on your 50th and may we share many more happy years together. Unfortunately it's all downhill from here. Buckle up for the coming mid life crisis and keep smiling. These can be the best years of life with the right attitude. Get writing that bucket list and let's see the world ticking them off.,Low,"['IF a person discusses enjoyable social experiences in their posts, THEN extraversion is likely High because it shows a positive engagement with social activities.', 'IF a person conveys excitement and enthusiasm about social events they have attended, THEN extraversion is likely High because it reflects an active enjoyment of social interactions.', 'IF a person shows a lack of enthusiasm about going out with friends in their posts, THEN extraversion is likely Low because it implies reluctance toward socialization.', 'IF a person references wanting to meet new people and engage in social activities, THEN extraversion is likely High because it indicates an openness to new experiences.']","['My oldest and dearest friends gathered at the weekend to celebrate 30 years since leaving school. Much laughing and getting over how much we had all aged.', 'We had such a good time that we decided to make this an annual event.', ""Unfortunately it's all downhill from here. Buckle up for the coming mid life crisis and keep smiling."", ""Get writing that bucket list and let's see the world ticking them off.""]",High,High,"{'Sociability': 3, 'Positive Emotions': 1}",0,0
37,"After some years, I was finally able to spend some time with my old pal X from back home. It feels unreal to spend time with them after so many years spent apart and after so many things happened, whether it was moving abroad, new jobs or big family events. X you mean a lot and I cherish our friendship ","I still can't express how lucky I am to have you in my life, ever since I met you, you have been a integral part of my life and I can't express how much you mean to me and how much I love you. Happy birthday, I really mean that, wish you a happy birthday and may the years be kind to us",Moderate,"['IF a person emphasizes deep connections with long-known friends rather than expressing interest in meeting new people, THEN extraversion is likely Low because it indicates a preference for familiar relationships.', 'IF a person expresses reflection and introspection in their post rather than focusing on social aspects, THEN extraversion is likely Low because it indicates a preference for solitary thought over social interaction.']","['It feels unreal to spend time with them after so many years spent apart...', ""I can't express how much you mean to me and how much I love you...""]",High,Low,{'Sociability': 2},0,0
1,OMG we went to the movie theater and watched a new movie and had fun there was a cute boy a few rolls up from us and we was throwing popcorn at him to get his attention he met us outside after the movies and we talked and exchanged phone numbers and we've been talking ever since me and my friends enjoyed this night,I just want to shout out happy birthday to my amazing husband he always does everything for us and gets up and goes to work and works hard everyday to provide everything that we need I just want to say I'm so grateful for him and everything he has done for me and our children and I will continue to be grateful everyday,High,"['IF a person discusses enjoyable social experiences in their posts, THEN extraversion is likely High because it shows a positive engagement with social activities.', 'IF a person conveys excitement and enthusiasm about social events they have attended, THEN extraversion is likely High because it reflects an active enjoyment of social interactions.', 'IF a person seems energetic and urges new experiences in social settings, THEN extraversion is likely High because it conveys a willingness to embrace social opportunities.']","['we went to the movie theater and watched a new movie and had fun', ""we talked and exchanged phone numbers and we've been talking ever since me and my friends enjoyed this night"", 'we was throwing popcorn at him to get his attention']",High,High,"{'Sociability': 1, 'Positive Emotions': 1, 'Energy/Activity': 1}",1,1
51,"Nothing like catching up with the people who knew you way back when life was all about playground games and ice cream. Tonight was full of laughter, nostalgia, and stories that makes sense ti us. So grateful for these lifelong friendships that pick up right where we left off, no matter how long it's been. Love childhood memories.","Happy birthday to my fav person in this whole world. I'm so lucky to walk through life with you side by side. You bring so much joy, laughter, and love into my life every day. Cheers to another year of adventures, growth, and amazing memories together. Love you more than words could explain. #Happy birthday ",High,"['IF a person emphasizes deep connections with long-known friends rather than expressing interest in meeting new people, THEN extraversion is likely Low because it indicates a preference for familiar relationships.', 'IF a person discusses enjoyable social experiences in their posts, THEN extraversion is likely High because it shows a positive engagement with social activities.', 'IF a person conveys excitement and enthusiasm about social events they have attended, THEN extraversion is likely High because it reflects an active enjoyment of social interactions.']","[""So grateful for these lifelong friendships that pick up right where we left off, no matter how long it's been."", 'Tonight was full of laughter, nostalgia, and stories that makes sense to us.', 'Cheers to another year of adventures, growth, and amazing memories together.']",High,Moderate,"{'Sociability': 2, 'Positive Emotions': 1}",0,0
