,p,matched_rules,true_label,pred_label
10,31,"['IF a person expresses excitement about reuniting with past friends or experiences, THEN openness is likely High because this indicates a willingness to reconnect and embrace new moments.', 'IF a person articulates gratitude for personal growth or shared adventures with loved ones, THEN openness is likely High because this implies an appreciation for diverse experiences.', 'IF a person conveys hopefulness for future experiences and activities, THEN openness is likely High because this reflects a proactive attitude towards new opportunities.']",Low,High
11,32,"['IF a person expresses excitement about reuniting with past friends or experiences, THEN openness is likely High because this indicates a willingness to reconnect and embrace new moments.', 'IF a person articulates gratitude for personal growth or shared adventures with loved ones, THEN openness is likely High because this implies an appreciation for diverse experiences.', 'IF a person conveys hopefulness for future experiences and activities, THEN openness is likely High because this reflects a proactive attitude towards new opportunities.']",High,High
12,33,"['IF a person expresses excitement about reuniting with past friends or experiences, THEN openness is likely High because this indicates a willingness to reconnect and embrace new moments.', 'IF a person articulates gratitude for personal growth or shared adventures with loved ones, THEN openness is likely High because this implies an appreciation for diverse experiences.', 'IF a person conveys hopefulness for future experiences and activities, THEN openness is likely High because this reflects a proactive attitude towards new opportunities.']",Moderate,High
13,34,"['IF a person expresses excitement about reuniting with past friends or experiences, THEN openness is likely High because this indicates a willingness to reconnect and embrace new moments.', 'IF a person conveys hopefulness for future experiences and activities, THEN openness is likely High because this reflects a proactive attitude towards new opportunities.', 'IF a person articulates gratitude for personal growth or shared adventures with loved ones, THEN openness is likely High because this implies an appreciation for diverse experiences.']",Low,High
14,35,"['IF a person expresses excitement about reuniting with past friends or experiences, THEN openness is likely High because this indicates a willingness to reconnect and embrace new moments.', 'IF a person shares anecdotes involving spontaneity or impromptu gatherings, THEN openness is likely High because this suggests a willingness to embrace unexpected experiences.', 'IF a person conveys hopefulness for future experiences and activities, THEN openness is likely High because this reflects a proactive attitude towards new opportunities.']",High,High
15,36,"['IF a person expresses excitement about reuniting with past friends or experiences, THEN openness is likely High because this indicates a willingness to reconnect and embrace new moments.', 'IF a person articulates gratitude for personal growth or shared adventures with loved ones, THEN openness is likely High because this implies an appreciation for diverse experiences.', 'IF a person conveys hopefulness for future experiences and activities, THEN openness is likely High because this reflects a proactive attitude towards new opportunities.']",Moderate,High
16,37,"['IF a person expresses excitement about reuniting with past friends or experiences, THEN openness is likely High because this indicates a willingness to reconnect and embrace new moments.', 'IF a person articulates gratitude for personal growth or shared adventures with loved ones, THEN openness is likely High because this implies an appreciation for diverse experiences.']",High,High
17,38,"['IF a person shows preference for reminiscing about past experiences without indicating desire for new ones, THEN openness is likely Low because this suggests a comfort with the familiar rather than seeking new experiences.', 'IF a person emphasizes the importance of established friendships without expressing interest in meeting new ones, THEN openness is likely Low because this indicates a preference for the known rather than exploring new connections.', 'IF a person presents their social interactions in a formulaic or serious tone, THEN openness is likely Low because this may indicate a lack of enthusiasm for exploring new social or experiential avenues.']",High,Low
18,39,"['IF a person expresses excitement about reuniting with past friends or experiences, THEN openness is likely High because this indicates a willingness to reconnect and embrace new moments.', 'IF a person articulates gratitude for personal growth or shared adventures with loved ones, THEN openness is likely High because this implies an appreciation for diverse experiences.', 'IF a person conveys hopefulness for future experiences and activities, THEN openness is likely High because this reflects a proactive attitude towards new opportunities.', 'IF a person conveys hopefulness for future experiences and activities, THEN openness is likely High because this reflects a proactive attitude towards new opportunities.']",Moderate,High
19,40,"['IF a person expresses excitement about reuniting with past friends or experiences, THEN openness is likely High because this indicates a willingness to reconnect and embrace new moments.', 'IF a person articulates gratitude for personal growth or shared adventures with loved ones, THEN openness is likely High because this implies an appreciation for diverse experiences.', 'IF a person conveys hopefulness for future experiences and activities, THEN openness is likely High because this reflects a proactive attitude towards new opportunities.']",Low,High
