,p,matched_rules,true_label,pred_label
10,31,"['IF a person focuses on traditional events and lacks mention of new or varied activities, THEN openness is likely Low because this indicates adherence to routine and familiarity rather than exploration.', 'IF a person describes their activities in a general or unenthusiastic manner without apparent excitement for new experiences, THEN openness is likely Low because this demonstrates a lack of engagement with novel opportunities.']",Low,Low
11,32,"['IF a person focuses on traditional events and lacks mention of new or varied activities, THEN openness is likely Low because this indicates adherence to routine and familiarity rather than exploration.', 'IF a person describes their activities in a general or unenthusiastic manner without apparent excitement for new experiences, THEN openness is likely Low because this demonstrates a lack of engagement with novel opportunities.', 'IF a person presents their social interactions in a formulaic or serious tone, THEN openness is likely Low because this may indicate a lack of enthusiasm for exploring new social or experiential avenues.']",High,Low
12,33,"['IF a person focuses on traditional events and lacks mention of new or varied activities, THEN openness is likely Low because this indicates adherence to routine and familiarity rather than exploration.', 'IF a person presents their social interactions in a formulaic or serious tone, THEN openness is likely Low because this may indicate a lack of enthusiasm for exploring new social or experiential avenues.']",Moderate,Low
13,34,"['IF a person focuses on traditional events and lacks mention of new or varied activities, THEN openness is likely Low because this indicates adherence to routine and familiarity rather than exploration.', 'IF a person describes their activities in a general or unenthusiastic manner without apparent excitement for new experiences, THEN openness is likely Low because this demonstrates a lack of engagement with novel opportunities.', 'IF a person presents their social interactions in a formulaic or serious tone, THEN openness is likely Low because this may indicate a lack of enthusiasm for exploring new social or experiential avenues.']",Low,Low
14,35,"['IF a person describes enjoying varied activities and the engagement of those experiences in detail, THEN openness is likely High because this reflects an appreciation for novelty and new experiences.', 'IF a person shares anecdotes involving spontaneity or impromptu gatherings, THEN openness is likely High because this suggests a willingness to embrace unexpected experiences.']",High,High
15,36,"['IF a person describes enjoying varied activities and the engagement of those experiences in detail, THEN openness is likely High because this reflects an appreciation for novelty and new experiences.', 'IF a person shares anecdotes involving spontaneity or impromptu gatherings, THEN openness is likely High because this suggests a willingness to embrace unexpected experiences.']",Moderate,High
16,37,"['IF a person focuses on traditional events and lacks mention of new or varied activities, THEN openness is likely Low because this indicates adherence to routine and familiarity rather than exploration.', 'IF a person describes their activities in a general or unenthusiastic manner without apparent excitement for new experiences, THEN openness is likely Low because this demonstrates a lack of engagement with novel opportunities.', 'IF a person presents their social interactions in a formulaic or serious tone, THEN openness is likely Low because this may indicate a lack of enthusiasm for exploring new social or experiential avenues.']",High,Low
17,38,"['IF a person focuses on traditional events and lacks mention of new or varied activities, THEN openness is likely Low because this indicates adherence to routine and familiarity rather than exploration.', 'IF a person describes their activities in a general or unenthusiastic manner without apparent excitement for new experiences, THEN openness is likely Low because this demonstrates a lack of engagement with novel opportunities.', 'IF a person presents their social interactions in a formulaic or serious tone, THEN openness is likely Low because this may indicate a lack of enthusiasm for exploring new social or experiential avenues.']",High,Low
18,39,"['IF a person describes enjoying varied activities and the engagement of those experiences in detail, THEN openness is likely High because this reflects an appreciation for novelty and new experiences.', 'IF a person shares anecdotes involving spontaneity or impromptu gatherings, THEN openness is likely High because this suggests a willingness to embrace unexpected experiences.', 'IF a person describes their activities in a general or unenthusiastic manner without apparent excitement for new experiences, THEN openness is likely Low because this demonstrates a lack of engagement with novel opportunities.']",Moderate,High
19,40,"['IF a person focuses on traditional events and lacks mention of new or varied activities, THEN openness is likely Low because this indicates adherence to routine and familiarity rather than exploration.', 'IF a person presents their social interactions in a formulaic or serious tone, THEN openness is likely Low because this may indicate a lack of enthusiasm for exploring new social or experiential avenues.']",Low,Low
