,p,matched_rules,true_label,pred_label
10,31,"['IF a person emphasizes the importance of established friendships without expressing interest in meeting new ones, THEN openness is likely Low because this indicates a preference for the known rather than exploring new connections.', 'IF a person focuses on traditional events and lacks mention of new or varied activities, THEN openness is likely Low because this indicates adherence to routine and familiarity rather than exploration.']",Low,Low
11,32,"['IF a person shows preference for reminiscing about past experiences without indicating desire for new ones, THEN openness is likely Low because this suggests a comfort with the familiar rather than seeking new experiences.', 'IF a person emphasizes the importance of established friendships without expressing interest in meeting new ones, THEN openness is likely Low because this indicates a preference for the known rather than exploring new connections.', 'IF a person focuses on traditional events and lacks mention of new or varied activities, THEN openness is likely Low because this indicates adherence to routine and familiarity rather than exploration.']",High,Low
12,33,"['IF a person emphasizes the importance of established friendships without expressing interest in meeting new ones, THEN openness is likely Low because this indicates a preference for the known rather than exploring new connections.', 'IF a person shows preference for reminiscing about past experiences without indicating desire for new ones, THEN openness is likely Low because this suggests a comfort with the familiar rather than seeking new experiences.']",Moderate,Low
13,34,"['IF a person shows preference for reminiscing about past experiences without indicating desire for new ones, THEN openness is likely Low because this suggests a comfort with the familiar rather than seeking new experiences.', 'IF a person focuses on traditional events and lacks mention of new or varied activities, THEN openness is likely Low because this indicates adherence to routine and familiarity rather than exploration.', 'IF a person emphasizes the importance of established friendships without expressing interest in meeting new ones, THEN openness is likely Low because this indicates a preference for the known rather than exploring new connections.']",Low,Low
14,35,"['IF a person shows preference for reminiscing about past experiences without indicating desire for new ones, THEN openness is likely Low because this suggests a comfort with the familiar rather than seeking new experiences.', 'IF a person shares anecdotes involving spontaneity or impromptu gatherings, THEN openness is likely High because this suggests a willingness to embrace unexpected experiences.', 'IF a person emphasizes the importance of established friendships without expressing interest in meeting new ones, THEN openness is likely Low because this indicates a preference for the known rather than exploring new connections.']",High,Moderate
15,36,"['IF a person shows preference for reminiscing about past experiences without indicating desire for new ones, THEN openness is likely Low because this suggests a comfort with the familiar rather than seeking new experiences.', 'IF a person emphasizes the importance of established friendships without expressing interest in meeting new ones, THEN openness is likely Low because this indicates a preference for the known rather than exploring new connections.']",Moderate,Low
16,37,"['IF a person emphasizes the importance of established friendships without expressing interest in meeting new ones, THEN openness is likely Low because this indicates a preference for the known rather than exploring new connections.', 'IF a person focuses on traditional events and lacks mention of new or varied activities, THEN openness is likely Low because this indicates adherence to routine and familiarity rather than exploration.']",High,Low
17,38,"['IF a person shows preference for reminiscing about past experiences without indicating desire for new ones, THEN openness is likely Low because this suggests a comfort with the familiar rather than seeking new experiences.', 'IF a person emphasizes the importance of established friendships without expressing interest in meeting new ones, THEN openness is likely Low because this indicates a preference for the known rather than exploring new connections.', 'IF a person focuses on traditional events and lacks mention of new or varied activities, THEN openness is likely Low because this indicates adherence to routine and familiarity rather than exploration.']",High,Low
18,39,"['IF a person shows preference for reminiscing about past experiences without indicating desire for new ones, THEN openness is likely Low because this suggests a comfort with the familiar rather than seeking new experiences.', 'IF a person focuses on traditional events and lacks mention of new or varied activities, THEN openness is likely Low because this indicates adherence to routine and familiarity rather than exploration.', 'IF a person emphasizes the importance of established friendships without expressing interest in meeting new ones, THEN openness is likely Low because this indicates a preference for the known rather than exploring new connections.']",Moderate,Low
19,40,"['IF a person emphasizes the importance of established friendships without expressing interest in meeting new ones, THEN openness is likely Low because this indicates a preference for the known rather than exploring new connections.', 'IF a person focuses on traditional events and lacks mention of new or varied activities, THEN openness is likely Low because this indicates adherence to routine and familiarity rather than exploration.']",Low,Low
