p,post1,post2,true_label,matched_rules,matched_behaviours,pred_rule_based,category_counts,score_rules
11,"Hey guys!!!
guess who we have here today???

My childhood friends came over. Oh my God, i have really missed them, i saw them last about 8 years ago but we've always been in communication. I'm so happy to see them and i can't wait to update you guys on the plans we have to catch up. 
Stay tuned!","Happy birthday to the love of my life. I can't imagine what my life could have been without you, you brought colors into my life. On this big day of yours, i wish you heavens choicest blessings and i pray all your hear desires are granted. I love you so much and i hope i make you happy as much as you make me",Low,"['IF a person expresses enthusiasm for meeting up with a group of friends and shows eagerness to organize future gatherings in a post, THEN extraversion is likely High because it indicates they enjoy socializing and are proactive in their relationships.', 'IF a person reflects positively on shared memories with friends and expresses a desire to continue forming memories in the future, THEN extraversion is likely High because it suggests they are comfortable and engaged in social settings.']","[""I'm so happy to see them and i can't wait to update you guys on the plans we have to catch up."", ""I have really missed them, i saw them last about 8 years ago but we've always been in communication.""]",High,"{'Sociability': 1, 'Warmth': 1}",0
12,"Had a great catch up with my old school pals. 
Dinner was lovely and lots of laughs and drinks as usual! Always great to see them and amazing that we are all still friends after over 30 years.
Can't wait until the next one in December . Hope everyone can make it as it's going to be a special trip!","Wishing you the happiest of birthdays. You deserve to have the best day!
Thanks for being the most amazing and supportive partner.
We all appreciate everything you do for us .
We hope you love your surprise party .. you won't read this until after , so it's safe to write this :-) Lots of love ...",Moderate,"['IF a person expresses enthusiasm for meeting up with a group of friends and shows eagerness to organize future gatherings in a post, THEN extraversion is likely High because it indicates they enjoy socializing and are proactive in their relationships.', 'IF a person uses vivid and energetic language to describe a fun event with multiple friends and expresses excitement about the experience, THEN extraversion is likely High because it shows they derive joy and energy from social interactions.', 'IF a person reflects positively on shared memories with friends and expresses a desire to continue forming memories in the future, THEN extraversion is likely High because it suggests they are comfortable and engaged in social settings.']","[""Can't wait until the next one in December."", 'Dinner was lovely and lots of laughs and drinks as usual!', 'Always great to see them and amazing that we are all still friends after over 30 years.']",High,"{'Sociability': 1, 'Positive Emotions': 1, 'Warmth': 1}",0
13,I hung out with my best friend when I was a teenager.   We were in San Diego in a rented condo.  We drank and danced to 80s music!  I kicked her butt in air hockey and we went to the zoo.  Shout out to Dassi.  I love you! Cant wait to do it again!  Let's go whale watching next time.,"Happy Birthday my Kub.  I love you so much and am praying that God blesses you with peace and happiness this year.  I know God is good, he brought me to you.   You are the best thing that has ever happened to me.  I pray for many more years together.  Love your Kewgar.  Happy Birthday my rub.",Moderate,"['IF a person expresses enthusiasm for meeting up with a group of friends and shows eagerness to organize future gatherings in a post, THEN extraversion is likely High because it indicates they enjoy socializing and are proactive in their relationships.', 'IF a person reflects positively on shared memories with friends and expresses a desire to continue forming memories in the future, THEN extraversion is likely High because it suggests they are comfortable and engaged in social settings.']","[""I kicked her butt in air hockey and we went to the zoo. Shout out to Dassi. I love you! Cant wait to do it again! Let's go whale watching next time."", 'I hung out with my best friend when I was a teenager. We were in San Diego in a rented condo.']",High,"{'Sociability': 1, 'Warmth': 1}",0
14,"Times Like This??Life can be complicated, but my people make it all worth it. My loved ones are what keep me going. Whether we go for drinks, go out to eat, or are just kicked back smoking and talking. I don't know where I would be without them. I'm so blessed to be able to call you guys my family. All glory to God.",HAPPY BIRTHDAY BABYGIRL????I am so proud of you for making it another year. Even when times are tough you always keep that spark. I love you so much. You really show me what real love is. I don't know where I'd be without you. Another year and forever to go for us baby. I love you so much and I'm so blessed to have you.,High,"['IF a person reflects positively on shared memories with friends and expresses a desire to continue forming memories in the future, THEN extraversion is likely High because it suggests they are comfortable and engaged in social settings.', 'IF a person mentions feeling nostalgic about past experiences with a close friend and does not express a strong desire to create new social experiences, THEN extraversion is likely Low because it indicates a preference for reminiscing rather than seeking out new social interactions.', 'IF a person describes interactions with a few chosen individuals and does not express enthusiasm or a desire to socialize with a broader group, THEN extraversion is likely Low because it suggests they are more comfortable or satisfied with intimate rather than wide-ranging social circles.']","['My loved ones are what keep me going. Whether we go for drinks, go out to eat, or are just kicked back smoking and talking.', ""I don't know where I would be without them. I'm so blessed to be able to call you guys my family."", ""I'm so blessed to have you.""]",Low,"{'Warmth': 1, 'Sociability': 2}",0
15,"Just got back from a reunion with some friends from back home! These guys always had my back, except when it comes to telling me I'm any good at bowling or mini golf :0 Then again, the drinks probably messed my aim up a litttle bit. Hope to see you guys soon!! Keep it real @xComedyCheesex @Crazygamer05 @7evenup","To this beautiful girl who was a stranger up until 10 months ago, happy birthday my love, I hope that we can spend many more together! P.S. Don't tell anyone I forgot the cake and had to ask you to bake us another one to save myself from the embarassment. Love you lots! Have the best birthday ever &lt;3",High,"['IF a person expresses enthusiasm for meeting up with a group of friends and shows eagerness to organize future gatherings in a post, THEN extraversion is likely High because it indicates they enjoy socializing and are proactive in their relationships.', 'IF a person reflects positively on shared memories with friends and expresses a desire to continue forming memories in the future, THEN extraversion is likely High because it suggests they are comfortable and engaged in social settings.', 'IF a person expresses an eagerness to meet with friends in a social context and comments positively about shared experiences, THEN extraversion is likely High because it signifies a preference for social interaction over solitude.']","['Hope to see you guys soon!!', 'Just got back from a reunion with some friends from back home! These guys always had my back...', 'Hope to see you guys soon!!']",High,"{'Sociability': 1, 'Warmth': 1, 'Uncategorized': 1}",1
16,"went to a great birthday party today at the drummond park animal experience
centre with ash, jen, jodie jake, alex and all the rest of the crew.  loved watching the
monkeys antics.  the lion cubs were so cute.  alex ate too much cake and looked alittle
green jake punched him in the stomach to sicee if he could make him sick ..","wow!  another landmark birthday.  we are all so looking forward to your birthday
bash at Fisher's restaurant.  can't believe you've come this far despite all the
hoops you've had to jump through in the past few years,  what an achievement
well done you.  I know you said no presents but well suspect there may still be one or two surprises",Low,"['IF a person expresses enthusiasm for meeting up with a group of friends and shows eagerness to organize future gatherings in a post, THEN extraversion is likely High because it indicates they enjoy socializing and are proactive in their relationships.', 'IF a person uses vivid and energetic language to describe a fun event with multiple friends and expresses excitement about the experience, THEN extraversion is likely High because it shows they derive joy and energy from social interactions.', 'IF a person reflects positively on shared memories with friends and expresses a desire to continue forming memories in the future, THEN extraversion is likely High because it suggests they are comfortable and engaged in social settings.']","[""we are all so looking forward to your birthday bash at Fisher's restaurant."", 'went to a great birthday party today at the drummond park animal experience centre with ash, jen, jodie jake, alex and all the rest of the crew.', 'loved watching the monkeys antics.']",High,"{'Sociability': 1, 'Positive Emotions': 1, 'Warmth': 1}",0
17,"Finally! The stars aligned and we were able to go out together! What a wild time we've had, you would think that we were in 2004 living our best life at XXX university! The venue was just perfect, and by the look of the videos, despite turning 40 we can still bust a move like when we were 20! ","My darling partner, wishing you the best birthday ever (yet!). Just like fine wine you've aged amazingly well, the salt and pepper look really becomes you! I hope you will enjoy the celebrations we planned for you today, fear not we'll keep it low key and definitely not party like we did for your thirtieth!",High,"['IF a person expresses enthusiasm for meeting up with a group of friends and shows eagerness to organize future gatherings in a post, THEN extraversion is likely High because it indicates they enjoy socializing and are proactive in their relationships.', 'IF a person uses vivid and energetic language to describe a fun event with multiple friends and expresses excitement about the experience, THEN extraversion is likely High because it shows they derive joy and energy from social interactions.', 'IF a person makes plans or expresses an eagerness to meet with friends in a social context and comments positively about shared experiences, THEN extraversion is likely High because it signifies a preference for social interaction over solitude.']","[""Finally! The stars aligned and we were able to go out together! What a wild time we've had, you would think that we were in 2004 living our best life at XXX university!"", 'The venue was just perfect, and by the look of the videos, despite turning 40 we can still bust a move like when we were 20!', ""I hope you will enjoy the celebrations we planned for you today, fear not we'll keep it low key and definitely not party like we did for your thirtieth!""]",High,"{'Sociability': 2, 'Positive Emotions': 1}",1
18,"School reunion gathering, fun night with all. Lots of laughs and embarrassing stories which may or may not have been true. It was great to catch up with everyone again after so long. Let's not leave it so long next time. Here's to being not to old to dance the night away in true school disco style.","He has finally made it another year older. I don't know how he has reached this great milestone—happy Birthday to the three-score and ten-year-old man I love. It would not be your birthday without a post like this. Your turn next to embarrass me. Here to cake, fizz and a fun-filled day of surprises.",Low,"['IF a person expresses enthusiasm for meeting up with a group of friends and shows eagerness to organize future gatherings in a post, THEN extraversion is likely High because it indicates they enjoy socializing and are proactive in their relationships.', 'IF a person uses vivid and energetic language to describe a fun event with multiple friends and expresses excitement about the experience, THEN extraversion is likely High because it shows they derive joy and energy from social interactions.', 'IF a person makes plans or expresses an eagerness to meet with friends in a social context and comments positively about shared experiences, THEN extraversion is likely High because it signifies a preference for social interaction over solitude.']","[""It was great to catch up with everyone again after so long. Let's not leave it so long next time."", 'School reunion gathering, fun night with all. Lots of laughs and embarrassing stories.', ""Here's to being not too old to dance the night away in true school disco style.""]",High,"{'Sociability': 2, 'Positive Emotions': 1}",0
19,"So exciting to catch up with everyone! Being in our thirties means meeting up takes at least ten conversations about the event, at least one cancellation, minimum two babies and a stray husband. Glad this one made it out of the group chat. To next time; hopefully it doesn't take eight months ;)","Turning 30 has never looked better. Spending our twenties together was incredible; the highs, the lows, but most importantly being with you. So excited to spend the rest of my life with you. Happy birthday to the love of my life. You have changed my life in the most incredible way and you are so special to me. Cheers to my favourite person. I love you.",Moderate,"['IF a person expresses enthusiasm for meeting up with a group of friends and shows eagerness to organize future gatherings in a post, THEN extraversion is likely High because it indicates they enjoy socializing and are proactive in their relationships.', 'IF a person reflects positively on shared memories with friends and expresses a desire to continue forming memories in the future, THEN extraversion is likely High because it suggests they are comfortable and engaged in social settings.', 'IF a person makes plans or expresses an eagerness to meet with friends in a social context and comments positively about shared experiences, THEN extraversion is likely High because it signifies a preference for social interaction over solitude.']","[""So exciting to catch up with everyone! ... To next time; hopefully it doesn't take eight months ;)"", 'Spending our twenties together was incredible; the highs, the lows, but most importantly being with you.', 'So exciting to catch up with everyone!']",High,"{'Sociability': 2, 'Warmth': 1}",0
20,"Wow. Having a great time catching up with old childhood friends after over 50 years! We haven't changed a bit ????.  Other than having several marriages, 18 children and 7 grandchildren between us. Life has definitely been a journey and pretty good to all of us ??. Lets not leave it another 50 years to catch up ??",Happy Birthday to this amazing man who I'm so proud to call my husband and father of my chidren. Hope you have an absolutely brilliant day and so glad i get to share it with you. You're definitely like a fine wine and get better and better with each passing year. All my love forever and always ?,High,"['IF a person expresses enthusiasm for meeting up with a group of friends and shows eagerness to organize future gatherings in a post, THEN extraversion is likely High because it indicates they enjoy socializing and are proactive in their relationships.', 'IF a person reflects positively on shared memories with friends and expresses a desire to continue forming memories in the future, THEN extraversion is likely High because it suggests they are comfortable and engaged in social settings.', 'IF a person makes plans or expresses an eagerness to meet with friends in a social context and comments positively about shared experiences, THEN extraversion is likely High because it signifies a preference for social interaction over solitude.', 'IF a person uses vivid and energetic language to describe a fun event with multiple friends and expresses excitement about the experience, THEN extraversion is likely High because it shows they derive joy and energy from social interactions.', 'IF a person expresses joy in social interactions and pride in their relationships, THEN extraversion is likely High because it shows they value connections with others.']","['Lets not leave it another 50 years to catch up.', 'Having a great time catching up with old childhood friends after over 50 years!', ""We haven't changed a bit... Life has definitely been a journey and pretty good to all of us."", 'Wow. Having a great time catching up with old childhood friends after over 50 years!', ""Happy Birthday to this amazing man who I'm so proud to call my husband and father of my children.""]",High,"{'Sociability': 2, 'Warmth': 1, 'Positive Emotions': 1, 'Uncategorized': 1}",1
21,"Good times with old friends! Great catch up and a nostalgic trip down memory lane with childhood pals. Food, drinks, music, games and great chat! Venue was great too with great service, would highly recommend. Thanks to all for coming. Should make this a regular thing, so heres to the next one!","A very happy birthday to my incredible wife! you are the most loving, strong and inspirational person that i know, and i am privileged to have you in my life. Congratulations on all that you have achieved and your recent success, long may it continue. thanks for many memories and look forward to creating many more with you.",Low,"['IF a person expresses enthusiasm for meeting up with a group of friends and shows eagerness to organize future gatherings in a post, THEN extraversion is likely High because it indicates they enjoy socializing and are proactive in their relationships.', 'IF a person reflects positively on shared memories with friends and expresses a desire to continue forming memories in the future, THEN extraversion is likely High because it suggests they are comfortable and engaged in social settings.']","[""Should make this a regular thing, so here's to the next one!"", 'thanks for many memories and look forward to creating many more with you.']",High,"{'Sociability': 1, 'Warmth': 1}",0
22,"It had been a long time coming, I met my childhood friends after nearly 10 years. We certainly had plenty of banter and catch up talk to go through. It is amazing how we have all gone down different routes yet have had similar childhood experiences. It was also interesting how our personality traits are still noticeable from all that time ago. ",Happy Birthday! Many happy returns and I hope you have a wonderful dream fulled day! Looking forward to going out to celebrate your Birthday. Hope you liked all your presents. I am sure it will be a day to remember with all the celebrations. Love you loads and wishing you all the best. ,Low,"['IF a person reflects positively on shared memories with friends and expresses a desire to continue forming memories in the future, THEN extraversion is likely High because it suggests they are comfortable and engaged in social settings.', 'IF a person makes plans or expresses an eagerness to meet with friends in a social context and comments positively about shared experiences, THEN extraversion is likely High because it signifies a preference for social interaction over solitude.']","['It had been a long time coming, I met my childhood friends after nearly 10 years. We certainly had plenty of banter and catch up talk to go through.', 'Looking forward to going out to celebrate your Birthday. Hope you liked all your presents.']",Moderate,"{'Warmth': 1, 'Sociability': 1}",0
23,An unforgettable day with childhood friends! A magical day reminicising together and catching up after so long. Doesn’t matter how long it’s been we all slot back together like no time has passed at all. Watching our kids play together and seeing the cycles of life begin all over again is so emotional. Love you all xx #westhillgang #pyegreenmassive #childhood #friends,"Happy Birthday to my best friend, the best husband and dad in the world! I’ve celebrated 13 of your birthdays with you and every day in between and for all the chats and hugs, the love, the tough times, it is never ever enough. I look forward to seeing you every morning, I can’t wait to see you after work every day. The love of my life, I am so in love with you. Happy Birthday, my love xxx",Low,"['IF a person reflects positively on shared memories with friends and expresses a desire to continue forming memories in the future, THEN extraversion is likely High because it suggests they are comfortable and engaged in social settings.', 'IF a person mentions feeling nostalgic about past experiences with a close friend and does not express a strong desire to create new social experiences, THEN extraversion is likely Low because it indicates a preference for reminiscing rather than seeking out new social interactions.', 'IF a person reflects on their social interactions with a sense of obligation rather than joy, suggesting they find social environments draining, THEN extraversion is likely Low because it indicates a lack of enthusiasm for socializing.']","['An unforgettable day with childhood friends! A magical day reminicising together and catching up after so long.', 'Doesn’t matter how long it’s been we all slot back together like no time has passed at all.', 'it is never ever enough.']",Low,"{'Warmth': 1, 'Sociability': 1, 'Energy/Activity': 1}",1
24,"Had the best time ca tching up with my chilidhood friends last night! It’s amazing how, despite t he years, we fall riight back into those silly jokes and shared memories. From playing games in the backyard to reminis cing about our wild adventures, it was a great reminder of the b onds that shaped us","Happy Birtihday to the love of my life! i’m so grateful for every moment we share together. You bring so mucih joy and laughter into my world. I can’t wait to celebrate you today and make more amazinng memories! Here’s to another year of love, adventure, and all your dreams coming true. You deserve the best!",High,"['IF a person reflects positively on shared memories with friends and expresses a desire to continue forming memories in the future, THEN extraversion is likely High because it suggests they are comfortable and engaged in social settings.', 'IF a person makes plans or expresses an eagerness to meet with friends in a social context and comments positively about shared experiences, THEN extraversion is likely High because it signifies a preference for social interaction over solitude.']","[""It's amazing how, despite the years, we fall right back into those silly jokes and shared memories."", 'I can’t wait to celebrate you today and make more amazing memories!']",Moderate,"{'Warmth': 1, 'Sociability': 1}",0
25,"Was lucky enough to recently meet up and have an amazing time catching up with old friends from school who I hadn't seen in years, these are the people who made my childhood and shaped me into the person i am now so to see them all again and share memories was unbelievable, hopefully do it again soon","Happy birthday to my amazing partner, hope you have an fantastic day, thank you for everything you have done for me since the first moment I met you and putting up with me all the time, wishing you an amazing day and I've got a lot planned that will hopefully give you the day you deserve and to spoil you ",Moderate,"['IF a person expresses enthusiasm for meeting up with a group of friends and shows eagerness to organize future gatherings in a post, THEN extraversion is likely High because it indicates they enjoy socializing and are proactive in their relationships.', 'IF a person reflects positively on shared memories with friends and expresses a desire to continue forming memories in the future, THEN extraversion is likely High because it suggests they are comfortable and engaged in social settings.', 'IF a person makes plans or expresses an eagerness to meet with friends in a social context and comments positively about shared experiences, THEN extraversion is likely High because it signifies a preference for social interaction over solitude.']","['Was lucky enough to recently meet up and have an amazing time catching up with old friends from school... hopefully do it again soon.', 'these are the people who made my childhood and shaped me into the person i am now so to see them all again and share memories was unbelievable.', ""I've got a lot planned that will hopefully give you the day you deserve and to spoil you.""]",High,"{'Sociability': 2, 'Warmth': 1}",0
