p,trait,true level,post 1,post 2,pred rules,experts-rules score,matched rules,matched behaviors,pred with few-shot,few-shot score,pred with zero-shot,zero-shot score
16,openness,Moderate,"went to a great birthday party today at the drummond park animal experience
centre with ash, jen, jodie jake, alex and all the rest of the crew.  loved watching the
monkeys antics.  the lion cubs were so cute.  alex ate too much cake and looked alittle
green jake punched him in the stomach to sicee if he could make him sick ..","wow!  another landmark birthday.  we are all so looking forward to your birthday
bash at Fisher's restaurant.  can't believe you've come this far despite all the
hoops you've had to jump through in the past few years,  what an achievement
well done you.  I know you said no presents but well suspect there may still be one or two surprises",High,0,"IF a person shares excitement about spontaneous plans or new activities they have engaged in with friends in a post, THEN openness is likely High because this reflects a willingness to embrace new experiences.",we are all so looking forward to your birthday bash at Fisher's restaurant,Low,0,Moderate,1
16,openness,Moderate,"went to a great birthday party today at the drummond park animal experience
centre with ash, jen, jodie jake, alex and all the rest of the crew.  loved watching the
monkeys antics.  the lion cubs were so cute.  alex ate too much cake and looked alittle
green jake punched him in the stomach to sicee if he could make him sick ..","wow!  another landmark birthday.  we are all so looking forward to your birthday
bash at Fisher's restaurant.  can't believe you've come this far despite all the
hoops you've had to jump through in the past few years,  what an achievement
well done you.  I know you said no presents but well suspect there may still be one or two surprises",High,0,"IF a person indicates that they look forward to creating new memories with loved ones in a post, THEN openness is likely High because this indicates an engagement with the present and future experiences.",we are all so looking forward to your birthday bash,Low,0,Moderate,1
18,openness,Moderate,"School reunion gathering, fun night with all. Lots of laughs and embarrassing stories which may or may not have been true. It was great to catch up with everyone again after so long. Let's not leave it so long next time. Here's to being not to old to dance the night away in true school disco style.","He has finally made it another year older. I don't know how he has reached this great milestone—happy Birthday to the three-score and ten-year-old man I love. It would not be your birthday without a post like this. Your turn next to embarrass me. Here to cake, fizz and a fun-filled day of surprises.",High,0,"IF a person expresses enthusiasm for reconnecting and catching up with friends after a long time in a post, THEN openness is likely High because this indicates a desire for social interaction and new experiences.",It was great to catch up with everyone again after so long.,Moderate,1,High,0
18,openness,Moderate,"School reunion gathering, fun night with all. Lots of laughs and embarrassing stories which may or may not have been true. It was great to catch up with everyone again after so long. Let's not leave it so long next time. Here's to being not to old to dance the night away in true school disco style.","He has finally made it another year older. I don't know how he has reached this great milestone—happy Birthday to the three-score and ten-year-old man I love. It would not be your birthday without a post like this. Your turn next to embarrass me. Here to cake, fizz and a fun-filled day of surprises.",High,0,"IF a person shares excitement about spontaneous plans or new activities they have engaged in with friends in a post, THEN openness is likely High because this reflects a willingness to embrace new experiences.",Here's to being not too old to dance the night away in true school disco style.,Moderate,1,High,0
18,openness,Moderate,"School reunion gathering, fun night with all. Lots of laughs and embarrassing stories which may or may not have been true. It was great to catch up with everyone again after so long. Let's not leave it so long next time. Here's to being not to old to dance the night away in true school disco style.","He has finally made it another year older. I don't know how he has reached this great milestone—happy Birthday to the three-score and ten-year-old man I love. It would not be your birthday without a post like this. Your turn next to embarrass me. Here to cake, fizz and a fun-filled day of surprises.",High,0,"IF a person indicates that they look forward to creating new memories with loved ones in a post, THEN openness is likely High because this indicates an engagement with the present and future experiences.","Here to cake, fizz and a fun-filled day of surprises.",Moderate,1,High,0
21,openness,Low,"Good times with old friends! Great catch up and a nostalgic trip down memory lane with childhood pals. Food, drinks, music, games and great chat! Venue was great too with great service, would highly recommend. Thanks to all for coming. Should make this a regular thing, so heres to the next one!","A very happy birthday to my incredible wife! you are the most loving, strong and inspirational person that i know, and i am privileged to have you in my life. Congratulations on all that you have achieved and your recent success, long may it continue. thanks for many memories and look forward to creating many more with you.",Moderate,0,"IF a person reflects on past relationships and seems content with maintaining long-standing friendships in a post, THEN openness is likely Low because this suggests a preference for familiar connections over seeking out new experiences.",Good times with old friends! Great catch up and a nostalgic trip down memory lane with childhood pals.,High,0,High,0
21,openness,Low,"Good times with old friends! Great catch up and a nostalgic trip down memory lane with childhood pals. Food, drinks, music, games and great chat! Venue was great too with great service, would highly recommend. Thanks to all for coming. Should make this a regular thing, so heres to the next one!","A very happy birthday to my incredible wife! you are the most loving, strong and inspirational person that i know, and i am privileged to have you in my life. Congratulations on all that you have achieved and your recent success, long may it continue. thanks for many memories and look forward to creating many more with you.",Moderate,0,"IF a person indicates that they look forward to creating new memories with loved ones in a post, THEN openness is likely High because this indicates an engagement with the present and future experiences.",look forward to creating many more with you.,High,0,High,0
31,openness,Low,Long awaited catch up with life long friends!  Why has it taken so long? It was so good to catch up with everybody.  It has been so great seeing how we have all changed and grown both physically and spiritually.  Let me know who is up for making this an annual event? Please let me know.  I am happy to organise it.  Feeling blessed.  Cheers everyone!,"Happy birthday to the best and most wonderful husband I could ever ask for xx  Thank you for everything you do. Thank you for being an awesome dad to our two children. Enjoy your day and look forward the birthday celebrations tonight.  Enjoy your gifts. 
 You  so deserve them.  Love as always.",High,0,"IF a person expresses enthusiasm for reconnecting and catching up with friends after a long time in a post, THEN openness is likely High because this indicates a desire for social interaction and new experiences.",Long awaited catch up with life long friends! It was so good to catch up with everybody.,High,0,High,0
31,openness,Low,Long awaited catch up with life long friends!  Why has it taken so long? It was so good to catch up with everybody.  It has been so great seeing how we have all changed and grown both physically and spiritually.  Let me know who is up for making this an annual event? Please let me know.  I am happy to organise it.  Feeling blessed.  Cheers everyone!,"Happy birthday to the best and most wonderful husband I could ever ask for xx  Thank you for everything you do. Thank you for being an awesome dad to our two children. Enjoy your day and look forward the birthday celebrations tonight.  Enjoy your gifts. 
 You  so deserve them.  Love as always.",High,0,"IF a person indicates that they look forward to creating new memories with loved ones in a post, THEN openness is likely High because this indicates an engagement with the present and future experiences.",Let me know who is up for making this an annual event? Please let me know. I am happy to organise it.,High,0,High,0
31,openness,Low,Long awaited catch up with life long friends!  Why has it taken so long? It was so good to catch up with everybody.  It has been so great seeing how we have all changed and grown both physically and spiritually.  Let me know who is up for making this an annual event? Please let me know.  I am happy to organise it.  Feeling blessed.  Cheers everyone!,"Happy birthday to the best and most wonderful husband I could ever ask for xx  Thank you for everything you do. Thank you for being an awesome dad to our two children. Enjoy your day and look forward the birthday celebrations tonight.  Enjoy your gifts. 
 You  so deserve them.  Love as always.",High,0,"IF a person shares excitement about spontaneous plans or new activities they have engaged in with friends in a post, THEN openness is likely High because this reflects a willingness to embrace new experiences.",Why has it taken so long? ... Feeling blessed.,High,0,High,0
32,openness,High,"A great thank you to my best childhood friends for organising this heart-warming event.
Emily, Sandra and Beckie - you are the best! 
Lots of stories and pictures were shared and we all thoroughly enjoyed a crazy ride down memory lane. It was great to see you all and see how you all got on in your lives girls!
Can't wait to do this again next year!","A very Happy birthday to my bestie!!! Roy, I want you to know that you are the best thing that ever happened to me. I am so glad we met and I love you unconditionally. I hope you have the best day celebrating your 40th birthday and I'm so here for it. 
You have touched the lives of so many people including mine and we are forever grateful for your optimistic, caring, and kind personality, hope you'll never change!
",Moderate,0,"IF a person reflects on past relationships and seems content with maintaining long-standing friendships in a post, THEN openness is likely Low because this suggests a preference for familiar connections over seeking out new experiences.",Lots of stories and pictures were shared and we all thoroughly enjoyed a crazy ride down memory lane.,High,1,High,1
32,openness,High,"A great thank you to my best childhood friends for organising this heart-warming event.
Emily, Sandra and Beckie - you are the best! 
Lots of stories and pictures were shared and we all thoroughly enjoyed a crazy ride down memory lane. It was great to see you all and see how you all got on in your lives girls!
Can't wait to do this again next year!","A very Happy birthday to my bestie!!! Roy, I want you to know that you are the best thing that ever happened to me. I am so glad we met and I love you unconditionally. I hope you have the best day celebrating your 40th birthday and I'm so here for it. 
You have touched the lives of so many people including mine and we are forever grateful for your optimistic, caring, and kind personality, hope you'll never change!
",Moderate,0,"IF a person indicates that they look forward to creating new memories with loved ones in a post, THEN openness is likely High because this indicates an engagement with the present and future experiences.",Can't wait to do this again next year!,High,1,High,1
36,openness,Moderate,"I had the best time today, joining together with the girls I grew up with! We shared memories, laughed at our ridiculous behaviour (and outfits, though the less said about that, the better!). It was utterly joyful, and a real throwback to a much simpler time. Like therapy for the soul. I'm very excited to do it again very soon.","I've never made a secret of how proud I am of my husband. I'm his biggest cheerleader and No.1 fan! As he approaches his 40th birthday, I want to thank him for our last 20 years together and congratulate him on every single achievement in his life! His children, his dedication to helping others and his commitment to being the best person he can be. So proud of you, darling! Love you lots xx",Moderate,1,"IF a person expresses enthusiasm for reconnecting and catching up with friends after a long time in a post, THEN openness is likely High because this indicates a desire for social interaction and new experiences.","I had the best time today, joining together with the girls I grew up with!",High,0,High,0
36,openness,Moderate,"I had the best time today, joining together with the girls I grew up with! We shared memories, laughed at our ridiculous behaviour (and outfits, though the less said about that, the better!). It was utterly joyful, and a real throwback to a much simpler time. Like therapy for the soul. I'm very excited to do it again very soon.","I've never made a secret of how proud I am of my husband. I'm his biggest cheerleader and No.1 fan! As he approaches his 40th birthday, I want to thank him for our last 20 years together and congratulate him on every single achievement in his life! His children, his dedication to helping others and his commitment to being the best person he can be. So proud of you, darling! Love you lots xx",Moderate,1,"IF a person reflects on past relationships and seems content with maintaining long-standing friendships in a post, THEN openness is likely Low because this suggests a preference for familiar connections over seeking out new experiences.","We shared memories, laughed at our ridiculous behaviour... It was utterly joyful, and a real throwback to a much simpler time.",High,0,High,0
36,openness,Moderate,"I had the best time today, joining together with the girls I grew up with! We shared memories, laughed at our ridiculous behaviour (and outfits, though the less said about that, the better!). It was utterly joyful, and a real throwback to a much simpler time. Like therapy for the soul. I'm very excited to do it again very soon.","I've never made a secret of how proud I am of my husband. I'm his biggest cheerleader and No.1 fan! As he approaches his 40th birthday, I want to thank him for our last 20 years together and congratulate him on every single achievement in his life! His children, his dedication to helping others and his commitment to being the best person he can be. So proud of you, darling! Love you lots xx",Moderate,1,"IF a person indicates that they look forward to creating new memories with loved ones in a post, THEN openness is likely High because this indicates an engagement with the present and future experiences.",I'm very excited to do it again very soon.,High,0,High,0
40,openness,Low,had fun today! got to see my friends that i've grown up with. im grateful to go through life with them and to see them grow as people. every accomplishment i will be there for becauase i know they will be there for me. i am truly grateful to have such a strong group of people around me and to uplift me.,"happy birthday my love. i am so proud of you. you are my best friend, my ace, my rock. i love you more than every. you keep me on my feet and you never let my crown tip. even trhrough all the trials and tribulations. i am lucky to have someone like you in my corner. you never fail to make me happt",Low,1,"IF a person reflects on past relationships and seems content with maintaining long-standing friendships in a post, THEN openness is likely Low because this suggests a preference for familiar connections over seeking out new experiences.",expresses gratitude for having friends grown up with and highlights the importance of long-standing relationships,High,0,High,0
40,openness,Low,had fun today! got to see my friends that i've grown up with. im grateful to go through life with them and to see them grow as people. every accomplishment i will be there for becauase i know they will be there for me. i am truly grateful to have such a strong group of people around me and to uplift me.,"happy birthday my love. i am so proud of you. you are my best friend, my ace, my rock. i love you more than every. you keep me on my feet and you never let my crown tip. even trhrough all the trials and tribulations. i am lucky to have someone like you in my corner. you never fail to make me happt",Low,1,"IF a person predominantly discusses reminiscing about old times and highlights the significance of familiar people in their life in a post, THEN openness is likely Low because this implies a comfort in routine and familiar experiences rather than seeking change.",mentions growing up with friends and being grateful for their presence in life,High,0,High,0
41,openness,Moderate,"So good to see these guys again, especially those I haven't seen for years. Brings me right back to the days of playing Minecraft together. Spent a great day in London together, going to a café and exploring all the places we used to go together, it was a really great day, and I'm definitely up to do it again.","Another year since birth for my favourite person on the planet, here's to many many many more together. I cannot express how much I love you, and I hope our day together lived up to that. We went to a really nice restaurant in town, which i would highly recommend everyone visits.",Moderate,1,"IF a person expresses enthusiasm for reconnecting and catching up with friends after a long time in a post, THEN openness is likely High because this indicates a desire for social interaction and new experiences.","So good to see these guys again, especially those I haven't seen for years.",High,0,High,0
41,openness,Moderate,"So good to see these guys again, especially those I haven't seen for years. Brings me right back to the days of playing Minecraft together. Spent a great day in London together, going to a café and exploring all the places we used to go together, it was a really great day, and I'm definitely up to do it again.","Another year since birth for my favourite person on the planet, here's to many many many more together. I cannot express how much I love you, and I hope our day together lived up to that. We went to a really nice restaurant in town, which i would highly recommend everyone visits.",Moderate,1,"IF a person reflects on past relationships and seems content with maintaining long-standing friendships in a post, THEN openness is likely Low because this suggests a preference for familiar connections over seeking out new experiences.",Brings me right back to the days of playing Minecraft together.,High,0,High,0
41,openness,Moderate,"So good to see these guys again, especially those I haven't seen for years. Brings me right back to the days of playing Minecraft together. Spent a great day in London together, going to a café and exploring all the places we used to go together, it was a really great day, and I'm definitely up to do it again.","Another year since birth for my favourite person on the planet, here's to many many many more together. I cannot express how much I love you, and I hope our day together lived up to that. We went to a really nice restaurant in town, which i would highly recommend everyone visits.",Moderate,1,"IF a person indicates that they look forward to creating new memories with loved ones in a post, THEN openness is likely High because this indicates an engagement with the present and future experiences.",I'm definitely up to do it again.,High,0,High,0
42,openness,Low,Back together again after 35 years! Childhood friends from Newton in Warwickshire reliving our fond memories of all the adventures and special times we shared together. At this moment it doesn’t seem that 35 years have passed. Sadly a few people couldn’t make it today and they are missed. Looking forward already to our next get together.,Today’s your special birthday &lt;cough&gt; I hope that you enjoy all the things I have planned for you today. And the celebrations will continue long into the night with more birthday surprises. You deserve every single one of them! Thank you for all that you do and for being you! Let’s go and celebrate! Lots of love always xxxxxx,Moderate,0,"IF a person reflects on past relationships and seems content with maintaining long-standing friendships in a post, THEN openness is likely Low because this suggests a preference for familiar connections over seeking out new experiences.",reliving our fond memories of all the adventures and special times we shared together,Moderate,0,High,0
42,openness,Low,Back together again after 35 years! Childhood friends from Newton in Warwickshire reliving our fond memories of all the adventures and special times we shared together. At this moment it doesn’t seem that 35 years have passed. Sadly a few people couldn’t make it today and they are missed. Looking forward already to our next get together.,Today’s your special birthday &lt;cough&gt; I hope that you enjoy all the things I have planned for you today. And the celebrations will continue long into the night with more birthday surprises. You deserve every single one of them! Thank you for all that you do and for being you! Let’s go and celebrate! Lots of love always xxxxxx,Moderate,0,"IF a person indicates that they look forward to creating new memories with loved ones in a post, THEN openness is likely High because this indicates an engagement with the present and future experiences.",Looking forward already to our next get together,Moderate,0,High,0
44,openness,High,"How time surely flies meeting up with my old class for 08” has brought back so many good memories and some much nostalgia but glad today we are here together again and making more new memories. Growing up we always talked about this moment and how memorable it would be to be able to actually do after 10 years feels so surreal, am glad we meet so many years ago wouldn’t ask for more # when friends become family ????",when we meet online a few ago i never would imagined we would be celebrating your 34th  birthday together in this moment. I wish you many more birthdays ahead and wanted to let you know you are truly loved and appreciated everyday you bring love and warmth into our lives i could not ask for more. Many this birthday be everything you wish for and more and hope you age gracefully and we will celebrate many more birthdays together ??????????,Moderate,0,"IF a person reflects on past relationships and seems content with maintaining long-standing friendships in a post, THEN openness is likely Low because this suggests a preference for familiar connections over seeking out new experiences.",reflects on meeting old classmates and the nostalgia of the past,Moderate,0,High,1
44,openness,High,"How time surely flies meeting up with my old class for 08” has brought back so many good memories and some much nostalgia but glad today we are here together again and making more new memories. Growing up we always talked about this moment and how memorable it would be to be able to actually do after 10 years feels so surreal, am glad we meet so many years ago wouldn’t ask for more # when friends become family ????",when we meet online a few ago i never would imagined we would be celebrating your 34th  birthday together in this moment. I wish you many more birthdays ahead and wanted to let you know you are truly loved and appreciated everyday you bring love and warmth into our lives i could not ask for more. Many this birthday be everything you wish for and more and hope you age gracefully and we will celebrate many more birthdays together ??????????,Moderate,0,"IF a person indicates that they look forward to creating new memories with loved ones in a post, THEN openness is likely High because this indicates an engagement with the present and future experiences.",making more new memories and looking forward to celebrating more birthdays together,Moderate,0,High,1
45,openness,Low,"I visited some of my childhood friends that I haven't seen in many years. We reminisced about all of the good times we experienced together and had a fun time for many hours down at the local bar. I talked with many friends who I had even forgot existed, but we sat down at remembered many moments we shared together.",Happy birthday to my significant other. They are such an amazing person and I am glad to have spent the last few years of my life with them. I am already looking forward to spending the future and hopefully the rest of my life with them. We have already spent so many good moments together.,Low,1,"IF a person reflects on past relationships and seems content with maintaining long-standing friendships in a post, THEN openness is likely Low because this suggests a preference for familiar connections over seeking out new experiences.",We reminisced about all of the good times we experienced together and had a fun time for many hours down at the local bar.,Moderate,0,High,0
45,openness,Low,"I visited some of my childhood friends that I haven't seen in many years. We reminisced about all of the good times we experienced together and had a fun time for many hours down at the local bar. I talked with many friends who I had even forgot existed, but we sat down at remembered many moments we shared together.",Happy birthday to my significant other. They are such an amazing person and I am glad to have spent the last few years of my life with them. I am already looking forward to spending the future and hopefully the rest of my life with them. We have already spent so many good moments together.,Low,1,"IF a person predominantly discusses reminiscing about old times and highlights the significance of familiar people in their life in a post, THEN openness is likely Low because this implies a comfort in routine and familiar experiences rather than seeking change.","I talked with many friends who I had even forgot existed, but we sat down at remembered many moments we shared together.",Moderate,0,High,0
45,openness,Low,"I visited some of my childhood friends that I haven't seen in many years. We reminisced about all of the good times we experienced together and had a fun time for many hours down at the local bar. I talked with many friends who I had even forgot existed, but we sat down at remembered many moments we shared together.",Happy birthday to my significant other. They are such an amazing person and I am glad to have spent the last few years of my life with them. I am already looking forward to spending the future and hopefully the rest of my life with them. We have already spent so many good moments together.,Low,1,"IF a person expresses straightforward and unvarnished language without expressing a desire to explore or experience something new in a post, THEN openness is likely Low because this indicates a lack of interest in broader experiences.",We have already spent so many good moments together.,Moderate,0,High,0
46,openness,High,"Such a crazy time with my bro from childhood. We got to this house party which was full of vibes. From the time we got there we knew it was going to be special. The decoration on the house was amazing. Massive shout out to whoever made the ribs, chicken wings and burgers - 10/10. Music was on point, dancing was on point too. We need to do this again.","Just want to send a special happy birthday to my wife - my best friend, my advisor, my partner in crime and in love. Your patience, kind heart, focus, intelligence and your resilience in the face of life's obstacles makes me so lucky to be called your husband. To witness and stand by the woman you've grown into is amazing. I look forward to celebrating many more birthdays with you. Happy birthday my love. ",High,1,"IF a person expresses enthusiasm for reconnecting and catching up with friends after a long time in a post, THEN openness is likely High because this indicates a desire for social interaction and new experiences.",We need to do this again.,High,1,High,1
46,openness,High,"Such a crazy time with my bro from childhood. We got to this house party which was full of vibes. From the time we got there we knew it was going to be special. The decoration on the house was amazing. Massive shout out to whoever made the ribs, chicken wings and burgers - 10/10. Music was on point, dancing was on point too. We need to do this again.","Just want to send a special happy birthday to my wife - my best friend, my advisor, my partner in crime and in love. Your patience, kind heart, focus, intelligence and your resilience in the face of life's obstacles makes me so lucky to be called your husband. To witness and stand by the woman you've grown into is amazing. I look forward to celebrating many more birthdays with you. Happy birthday my love. ",High,1,"IF a person indicates that they look forward to creating new memories with loved ones in a post, THEN openness is likely High because this indicates an engagement with the present and future experiences.",I look forward to celebrating many more birthdays with you.,High,1,High,1
46,openness,High,"Such a crazy time with my bro from childhood. We got to this house party which was full of vibes. From the time we got there we knew it was going to be special. The decoration on the house was amazing. Massive shout out to whoever made the ribs, chicken wings and burgers - 10/10. Music was on point, dancing was on point too. We need to do this again.","Just want to send a special happy birthday to my wife - my best friend, my advisor, my partner in crime and in love. Your patience, kind heart, focus, intelligence and your resilience in the face of life's obstacles makes me so lucky to be called your husband. To witness and stand by the woman you've grown into is amazing. I look forward to celebrating many more birthdays with you. Happy birthday my love. ",High,1,"IF a person uses creative or expressive language to describe their social activities or experiences in a post, THEN openness is likely High because this suggests a vivid imagination and a willingness to explore ideas.","Such a crazy time with my bro from childhood. The decoration on the house was amazing. Massive shout out to whoever made the ribs, chicken wings and burgers - 10/10.",High,1,High,1
48,openness,Moderate,It feels so good to have the gang back together again! we had a lush dinner at Il Michelangelo and won a few games of bowling over at AllStars xoxo we loved reliving the same excitement from when we were young ~ that was 13 years ago! :O &lt;3 P.S. no one noticed that my heel was starting to break...,"my darling, my dearest. I couldn't imagine life without you and your dimpled smiles and cuddles. when life gets tough, you're there for me and me for you. I feel so blessed that we found each other and that we get to share this adventure of life together. You've hit a quarter of a century and here's to many more. I love you, happy birthday! &lt;3",Moderate,1,"IF a person expresses enthusiasm for reconnecting and catching up with friends after a long time in a post, THEN openness is likely High because this indicates a desire for social interaction and new experiences.",It feels so good to have the gang back together again!,High,0,High,0
48,openness,Moderate,It feels so good to have the gang back together again! we had a lush dinner at Il Michelangelo and won a few games of bowling over at AllStars xoxo we loved reliving the same excitement from when we were young ~ that was 13 years ago! :O &lt;3 P.S. no one noticed that my heel was starting to break...,"my darling, my dearest. I couldn't imagine life without you and your dimpled smiles and cuddles. when life gets tough, you're there for me and me for you. I feel so blessed that we found each other and that we get to share this adventure of life together. You've hit a quarter of a century and here's to many more. I love you, happy birthday! &lt;3",Moderate,1,"IF a person reflects on past relationships and seems content with maintaining long-standing friendships in a post, THEN openness is likely Low because this suggests a preference for familiar connections over seeking out new experiences.",we loved reliving the same excitement from when we were young ~ that was 13 years ago!,High,0,High,0
48,openness,Moderate,It feels so good to have the gang back together again! we had a lush dinner at Il Michelangelo and won a few games of bowling over at AllStars xoxo we loved reliving the same excitement from when we were young ~ that was 13 years ago! :O &lt;3 P.S. no one noticed that my heel was starting to break...,"my darling, my dearest. I couldn't imagine life without you and your dimpled smiles and cuddles. when life gets tough, you're there for me and me for you. I feel so blessed that we found each other and that we get to share this adventure of life together. You've hit a quarter of a century and here's to many more. I love you, happy birthday! &lt;3",Moderate,1,"IF a person looks forward to creating new memories with loved ones in a post, THEN openness is likely High because this indicates an engagement with the present and future experiences.",I feel so blessed that we found each other and that we get to share this adventure of life together.,High,0,High,0
