p,trait,true level,post 1,post 2,pred rules,experts-rules score,matched rules,matched behaviors,pred with few-shot,few-shot score,pred with zero-shot,zero-shot score
13,openness,Moderate,I hung out with my best friend when I was a teenager.   We were in San Diego in a rented condo.  We drank and danced to 80s music!  I kicked her butt in air hockey and we went to the zoo.  Shout out to Dassi.  I love you! Cant wait to do it again!  Let's go whale watching next time.,"Happy Birthday my Kub.  I love you so much and am praying that God blesses you with peace and happiness this year.  I know God is good, he brought me to you.   You are the best thing that has ever happened to me.  I pray for many more years together.  Love your Kewgar.  Happy Birthday my rub.",High,0,"IF a person discusses their plans to catch up with friends and expresses enthusiasm for future gatherings, THEN openness is likely High because this demonstrates a desire for new experiences and connections.",Cant wait to do it again! Let's go whale watching next time.,Moderate,1,High,0
19,openness,High,"So exciting to catch up with everyone! Being in our thirties means meeting up takes at least ten conversations about the event, at least one cancellation, minimum two babies and a stray husband. Glad this one made it out of the group chat. To next time; hopefully it doesn't take eight months ;)","Turning 30 has never looked better. Spending our twenties together was incredible; the highs, the lows, but most importantly being with you. So excited to spend the rest of my life with you. Happy birthday to the love of my life. You have changed my life in the most incredible way and you are so special to me. Cheers to my favourite person. I love you.",High,1,"IF a person discusses their plans to catch up with friends and expresses enthusiasm for future gatherings, THEN openness is likely High because this demonstrates a desire for new experiences and connections.",So exciting to catch up with everyone! ... Hopefully it doesn't take eight months ;),Moderate,0,High,1
19,openness,High,"So exciting to catch up with everyone! Being in our thirties means meeting up takes at least ten conversations about the event, at least one cancellation, minimum two babies and a stray husband. Glad this one made it out of the group chat. To next time; hopefully it doesn't take eight months ;)","Turning 30 has never looked better. Spending our twenties together was incredible; the highs, the lows, but most importantly being with you. So excited to spend the rest of my life with you. Happy birthday to the love of my life. You have changed my life in the most incredible way and you are so special to me. Cheers to my favourite person. I love you.",High,1,"IF a person expresses excitement about reuniting with childhood friends and emphasizes the enjoyment of shared experiences, THEN openness is likely High because this indicates a willingness to engage with the past and explore familiar social connections.","Spending our twenties together was incredible; the highs, the lows, but most importantly being with you.",Moderate,0,High,1
25,openness,Moderate,"Was lucky enough to recently meet up and have an amazing time catching up with old friends from school who I hadn't seen in years, these are the people who made my childhood and shaped me into the person i am now so to see them all again and share memories was unbelievable, hopefully do it again soon","Happy birthday to my amazing partner, hope you have an fantastic day, thank you for everything you have done for me since the first moment I met you and putting up with me all the time, wishing you an amazing day and I've got a lot planned that will hopefully give you the day you deserve and to spoil you ",High,0,"IF a person expresses excitement about reuniting with childhood friends and emphasizes the enjoyment of shared experiences, THEN openness is likely High because this indicates a willingness to engage with the past and explore familiar social connections.",Was lucky enough to recently meet up and have an amazing time catching up with old friends from school who I hadn't seen in years,Moderate,1,High,0
25,openness,Moderate,"Was lucky enough to recently meet up and have an amazing time catching up with old friends from school who I hadn't seen in years, these are the people who made my childhood and shaped me into the person i am now so to see them all again and share memories was unbelievable, hopefully do it again soon","Happy birthday to my amazing partner, hope you have an fantastic day, thank you for everything you have done for me since the first moment I met you and putting up with me all the time, wishing you an amazing day and I've got a lot planned that will hopefully give you the day you deserve and to spoil you ",High,0,"IF a person discusses their plans to catch up with friends and expresses enthusiasm for future gatherings, THEN openness is likely High because this demonstrates a desire for new experiences and connections.",hopefully do it again soon,Moderate,1,High,0
25,openness,Moderate,"Was lucky enough to recently meet up and have an amazing time catching up with old friends from school who I hadn't seen in years, these are the people who made my childhood and shaped me into the person i am now so to see them all again and share memories was unbelievable, hopefully do it again soon","Happy birthday to my amazing partner, hope you have an fantastic day, thank you for everything you have done for me since the first moment I met you and putting up with me all the time, wishing you an amazing day and I've got a lot planned that will hopefully give you the day you deserve and to spoil you ",High,0,"IF a person mentions their enjoyment of spontaneous activities and a willingness to go along with others' plans, THEN openness is likely High because this shows adaptability and a pursuit of varied experiences.",I've got a lot planned that will hopefully give you the day you deserve,Moderate,1,High,0
26,openness,Moderate,"Loved loved loved seeing these guys today…the original OG’s from way back when I still had a fringe, wore double denim and was reading Shout magazine. Wah life goes by so fast.
I’m so lucky to have these guys still in my life today, we need to make these meet ups a more regular thing!","Happy Birthday to our one and only, our jam in the sandwich… have the best day. Me and the boys will be on our best behaviour today so get some rest and do something you enjoy. We love you along with everyone else who knows you. Wishing you the best of health wealth and happiness.",High,0,"IF a person expresses excitement about reuniting with childhood friends and emphasizes the enjoyment of shared experiences, THEN openness is likely High because this indicates a willingness to engage with the past and explore familiar social connections.",Loved loved loved seeing these guys today…the original OG’s from way back when,Moderate,1,High,0
26,openness,Moderate,"Loved loved loved seeing these guys today…the original OG’s from way back when I still had a fringe, wore double denim and was reading Shout magazine. Wah life goes by so fast.
I’m so lucky to have these guys still in my life today, we need to make these meet ups a more regular thing!","Happy Birthday to our one and only, our jam in the sandwich… have the best day. Me and the boys will be on our best behaviour today so get some rest and do something you enjoy. We love you along with everyone else who knows you. Wishing you the best of health wealth and happiness.",High,0,"IF a person discusses their plans to catch up with friends and expresses enthusiasm for future gatherings, THEN openness is likely High because this demonstrates a desire for new experiences and connections.",we need to make these meet ups a more regular thing!,Moderate,1,High,0
26,openness,Moderate,"Loved loved loved seeing these guys today…the original OG’s from way back when I still had a fringe, wore double denim and was reading Shout magazine. Wah life goes by so fast.
I’m so lucky to have these guys still in my life today, we need to make these meet ups a more regular thing!","Happy Birthday to our one and only, our jam in the sandwich… have the best day. Me and the boys will be on our best behaviour today so get some rest and do something you enjoy. We love you along with everyone else who knows you. Wishing you the best of health wealth and happiness.",High,0,"IF a person describes having fun engaging in various activities with friends and shows enthusiasm for the experiences shared, THEN openness is likely High because it reflects a readiness to explore and enjoy diverse experiences.",Me and the boys will be on our best behaviour today,Moderate,1,High,0
29,openness,Moderate,"After all this time , the 5 of us still have our meet ups!  We just carry on chatting as though  we met yesterday and it's not just a yearly event. Great friends,  really lucky to be still in touch .
Luckily we're all in Good health... apart from a few old age creaks and cracks.
Already planned next year venue.","Well the next year is upon us! Yep you're having another birthday... watch out for an influx of children later , and be prepared for a lot of noise.
Just because you're a year older,  doesn't mean you can get a quiet life!
Glad you're my husband...
Happy birthday xxxx  and many more  to come xxxx",Low,0,"IF a person reflects on enjoying familiar activities from their past without indicating interest in trying new experiences, THEN openness is likely Low because this suggests a preference for routine and the familiar over novelty.",the 5 of us still have our meet ups... carry on chatting as though we met yesterday,Moderate,1,Moderate,1
29,openness,Moderate,"After all this time , the 5 of us still have our meet ups!  We just carry on chatting as though  we met yesterday and it's not just a yearly event. Great friends,  really lucky to be still in touch .
Luckily we're all in Good health... apart from a few old age creaks and cracks.
Already planned next year venue.","Well the next year is upon us! Yep you're having another birthday... watch out for an influx of children later , and be prepared for a lot of noise.
Just because you're a year older,  doesn't mean you can get a quiet life!
Glad you're my husband...
Happy birthday xxxx  and many more  to come xxxx",Low,0,"IF a person’s language indicates that they appreciate friends who have known them for a long time without showing a desire to meet new people, THEN openness is likely Low because it reflects a preference for established connections over new interactions.","Great friends, really lucky to be still in touch",Moderate,1,Moderate,1
30,openness,Low,"What a weekend we have just had catching up with my childhood friends. The sun made a special appearance for us and it felt like the gods were looking out for us!

We ate, drank, laughed and shopped our hearts out.

Thank you for this special time together and can’t wait to do this again ????????","Happy birthday to you, my wonderful husband. Can’t wait to shower you with your gifts and take you out and celebrate you. We will go to your favourite restaurant ??

Congratulations ?? on this your special birthday ?? ?? let’s have lots of funnnnn!!

Love you very much, see you later my darling xxxxx",High,0,"IF a person discusses their plans to catch up with friends and expresses enthusiasm for future gatherings, THEN openness is likely High because this demonstrates a desire for new experiences and connections.",can’t wait to do this again,High,0,High,0
30,openness,Low,"What a weekend we have just had catching up with my childhood friends. The sun made a special appearance for us and it felt like the gods were looking out for us!

We ate, drank, laughed and shopped our hearts out.

Thank you for this special time together and can’t wait to do this again ????????","Happy birthday to you, my wonderful husband. Can’t wait to shower you with your gifts and take you out and celebrate you. We will go to your favourite restaurant ??

Congratulations ?? on this your special birthday ?? ?? let’s have lots of funnnnn!!

Love you very much, see you later my darling xxxxx",High,0,"IF a person describes having fun engaging in various activities with friends and shows enthusiasm for the experiences shared, THEN openness is likely High because it reflects a readiness to explore and enjoy diverse experiences.","We ate, drank, laughed and shopped our hearts out",High,0,High,0
30,openness,Low,"What a weekend we have just had catching up with my childhood friends. The sun made a special appearance for us and it felt like the gods were looking out for us!

We ate, drank, laughed and shopped our hearts out.

Thank you for this special time together and can’t wait to do this again ????????","Happy birthday to you, my wonderful husband. Can’t wait to shower you with your gifts and take you out and celebrate you. We will go to your favourite restaurant ??

Congratulations ?? on this your special birthday ?? ?? let’s have lots of funnnnn!!

Love you very much, see you later my darling xxxxx",High,0,"IF a person mentions their enjoyment of spontaneous activities and a willingness to go along with others' plans, THEN openness is likely High because this shows adaptability and a pursuit of varied experiences.",let's have lots of funnnnn!!,High,0,High,0
31,openness,Low,Long awaited catch up with life long friends!  Why has it taken so long? It was so good to catch up with everybody.  It has been so great seeing how we have all changed and grown both physically and spiritually.  Let me know who is up for making this an annual event? Please let me know.  I am happy to organise it.  Feeling blessed.  Cheers everyone!,"Happy birthday to the best and most wonderful husband I could ever ask for xx  Thank you for everything you do. Thank you for being an awesome dad to our two children. Enjoy your day and look forward the birthday celebrations tonight.  Enjoy your gifts. 
 You  so deserve them.  Love as always.",High,0,"IF a person discusses their plans to catch up with friends and expresses enthusiasm for future gatherings, THEN openness is likely High because this demonstrates a desire for new experiences and connections.",Long awaited catch up with life long friends! ... Let me know who is up for making this an annual event?,High,0,High,0
31,openness,Low,Long awaited catch up with life long friends!  Why has it taken so long? It was so good to catch up with everybody.  It has been so great seeing how we have all changed and grown both physically and spiritually.  Let me know who is up for making this an annual event? Please let me know.  I am happy to organise it.  Feeling blessed.  Cheers everyone!,"Happy birthday to the best and most wonderful husband I could ever ask for xx  Thank you for everything you do. Thank you for being an awesome dad to our two children. Enjoy your day and look forward the birthday celebrations tonight.  Enjoy your gifts. 
 You  so deserve them.  Love as always.",High,0,"IF a person describes having fun engaging in various activities with friends and shows enthusiasm for the experiences shared, THEN openness is likely High because it reflects a readiness to explore and enjoy diverse experiences.",It was so good to catch up with everybody. It has been so great seeing how we have all changed and grown both physically and spiritually.,High,0,High,0
31,openness,Low,Long awaited catch up with life long friends!  Why has it taken so long? It was so good to catch up with everybody.  It has been so great seeing how we have all changed and grown both physically and spiritually.  Let me know who is up for making this an annual event? Please let me know.  I am happy to organise it.  Feeling blessed.  Cheers everyone!,"Happy birthday to the best and most wonderful husband I could ever ask for xx  Thank you for everything you do. Thank you for being an awesome dad to our two children. Enjoy your day and look forward the birthday celebrations tonight.  Enjoy your gifts. 
 You  so deserve them.  Love as always.",High,0,"IF a person mentions their enjoyment of spontaneous activities and a willingness to go along with others' plans, THEN openness is likely High because this shows adaptability and a pursuit of varied experiences.",I am happy to organise it.,High,0,High,0
33,openness,Moderate,Back with the besties! Hanging with my buds from grade school… can’t believe how long it’s been. After all this time they all still get it. Anyone who want to get a drink come on by. High school may have been fifteen years ago but it still feels like we graduated just yesterday. ,Happy birthday to my best friend and partner in crime. It’s crazy all we’ve been through in the past fifteen years. Through all the ups and downs you have always been there for me. I couldn’t ask for a better person to share my life with. Happy birthday and here’s to the next decade together. ,Low,0,"IF a person reflects on enjoying familiar activities from their past without indicating interest in trying new experiences, THEN openness is likely Low because this suggests a preference for routine and the familiar over novelty.",Hanging with my buds from grade school… can’t believe how long it’s been.,Moderate,1,Moderate,1
33,openness,Moderate,Back with the besties! Hanging with my buds from grade school… can’t believe how long it’s been. After all this time they all still get it. Anyone who want to get a drink come on by. High school may have been fifteen years ago but it still feels like we graduated just yesterday. ,Happy birthday to my best friend and partner in crime. It’s crazy all we’ve been through in the past fifteen years. Through all the ups and downs you have always been there for me. I couldn’t ask for a better person to share my life with. Happy birthday and here’s to the next decade together. ,Low,0,"IF a person’s language indicates that they appreciate friends who have known them for a long time without showing a desire to meet new people, THEN openness is likely Low because it reflects a preference for established connections over new interactions.",Through all the ups and downs you have always been there for me.,Moderate,1,Moderate,1
33,openness,Moderate,Back with the besties! Hanging with my buds from grade school… can’t believe how long it’s been. After all this time they all still get it. Anyone who want to get a drink come on by. High school may have been fifteen years ago but it still feels like we graduated just yesterday. ,Happy birthday to my best friend and partner in crime. It’s crazy all we’ve been through in the past fifteen years. Through all the ups and downs you have always been there for me. I couldn’t ask for a better person to share my life with. Happy birthday and here’s to the next decade together. ,Low,0,"IF a person seems to focus on reminiscing about the past without mentioning new activities or experiences, THEN openness is likely Low because it signals a comfort in familiarity rather than exploration.",High school may have been fifteen years ago but it still feels like we graduated just yesterday.,Moderate,1,Moderate,1
37,openness,High,"After some years, I was finally able to spend some time with my old pal X from back home. It feels unreal to spend time with them after so many years spent apart and after so many things happened, whether it was moving abroad, new jobs or big family events. X you mean a lot and I cherish our friendship ","I still can't express how lucky I am to have you in my life, ever since I met you, you have been a integral part of my life and I can't express how much you mean to me and how much I love you. Happy birthday, I really mean that, wish you a happy birthday and may the years be kind to us",Low,0,"IF a person reflects on enjoying familiar activities from their past without indicating interest in trying new experiences, THEN openness is likely Low because this suggests a preference for routine and the familiar over novelty.","After some years, I was finally able to spend some time with my old pal X from back home.",Moderate,0,High,1
37,openness,High,"After some years, I was finally able to spend some time with my old pal X from back home. It feels unreal to spend time with them after so many years spent apart and after so many things happened, whether it was moving abroad, new jobs or big family events. X you mean a lot and I cherish our friendship ","I still can't express how lucky I am to have you in my life, ever since I met you, you have been a integral part of my life and I can't express how much you mean to me and how much I love you. Happy birthday, I really mean that, wish you a happy birthday and may the years be kind to us",Low,0,"IF a person’s language indicates that they appreciate friends who have known them for a long time without showing a desire to meet new people, THEN openness is likely Low because it reflects a preference for established connections over new interactions.","ever since I met you, you have been an integral part of my life.",Moderate,0,High,1
43,openness,Low,"Good to finally get back together with the crew haha, been a long time coming but definitely worth the wait. All those memories, all the good times and the best part about it, we get to recreate those memories and relive them every time we talk about them. Good to see everytime. Until the next time!","Happy birthday to the most gorgeous girl i've ever laid eyes on in my entire life. I always felt as though i was missing something in life, and now that i've found you i finally feel whole. I hope you have the best day and i hope you get everything you want out of life. Love you. I'll be raising a glass today, To more happiness and more memories!",Low,1,"IF a person reflects on enjoying familiar activities from their past without indicating interest in trying new experiences, THEN openness is likely Low because this suggests a preference for routine and the familiar over novelty.","all those memories, all the good times and the best part about it, we get to recreate those memories and relive them every time we talk about them",Moderate,0,High,0
43,openness,Low,"Good to finally get back together with the crew haha, been a long time coming but definitely worth the wait. All those memories, all the good times and the best part about it, we get to recreate those memories and relive them every time we talk about them. Good to see everytime. Until the next time!","Happy birthday to the most gorgeous girl i've ever laid eyes on in my entire life. I always felt as though i was missing something in life, and now that i've found you i finally feel whole. I hope you have the best day and i hope you get everything you want out of life. Love you. I'll be raising a glass today, To more happiness and more memories!",Low,1,"IF a person seems to focus on reminiscing about the past without mentioning new activities or experiences, THEN openness is likely Low because it signals a comfort in familiarity rather than exploration.",Good to see everytime. Until the next time!,Moderate,0,High,0
45,openness,Low,"I visited some of my childhood friends that I haven't seen in many years. We reminisced about all of the good times we experienced together and had a fun time for many hours down at the local bar. I talked with many friends who I had even forgot existed, but we sat down at remembered many moments we shared together.",Happy birthday to my significant other. They are such an amazing person and I am glad to have spent the last few years of my life with them. I am already looking forward to spending the future and hopefully the rest of my life with them. We have already spent so many good moments together.,Low,1,"IF a person reflects on enjoying familiar activities from their past without indicating interest in trying new experiences, THEN openness is likely Low because this suggests a preference for routine and the familiar over novelty.",We reminisced about all of the good times we experienced together and had a fun time for many hours down at the local bar.,Moderate,0,High,0
45,openness,Low,"I visited some of my childhood friends that I haven't seen in many years. We reminisced about all of the good times we experienced together and had a fun time for many hours down at the local bar. I talked with many friends who I had even forgot existed, but we sat down at remembered many moments we shared together.",Happy birthday to my significant other. They are such an amazing person and I am glad to have spent the last few years of my life with them. I am already looking forward to spending the future and hopefully the rest of my life with them. We have already spent so many good moments together.,Low,1,"IF a person seems to focus on reminiscing about the past without mentioning new activities or experiences, THEN openness is likely Low because it signals a comfort in familiarity rather than exploration.","I talked with many friends who I had even forgot existed, but we sat down at remembered many moments we shared together.",Moderate,0,High,0
45,openness,Low,"I visited some of my childhood friends that I haven't seen in many years. We reminisced about all of the good times we experienced together and had a fun time for many hours down at the local bar. I talked with many friends who I had even forgot existed, but we sat down at remembered many moments we shared together.",Happy birthday to my significant other. They are such an amazing person and I am glad to have spent the last few years of my life with them. I am already looking forward to spending the future and hopefully the rest of my life with them. We have already spent so many good moments together.,Low,1,"IF a person’s language indicates that they appreciate friends who have known them for a long time without showing a desire to meet new people, THEN openness is likely Low because it reflects a preference for established connections over new interactions.",I visited some of my childhood friends that I haven't seen in many years.,Moderate,0,High,0
46,openness,High,"Such a crazy time with my bro from childhood. We got to this house party which was full of vibes. From the time we got there we knew it was going to be special. The decoration on the house was amazing. Massive shout out to whoever made the ribs, chicken wings and burgers - 10/10. Music was on point, dancing was on point too. We need to do this again.","Just want to send a special happy birthday to my wife - my best friend, my advisor, my partner in crime and in love. Your patience, kind heart, focus, intelligence and your resilience in the face of life's obstacles makes me so lucky to be called your husband. To witness and stand by the woman you've grown into is amazing. I look forward to celebrating many more birthdays with you. Happy birthday my love. ",High,1,"IF a person discusses their plans to catch up with friends and expresses enthusiasm for future gatherings, THEN openness is likely High because this demonstrates a desire for new experiences and connections.",We need to do this again.,High,1,High,1
46,openness,High,"Such a crazy time with my bro from childhood. We got to this house party which was full of vibes. From the time we got there we knew it was going to be special. The decoration on the house was amazing. Massive shout out to whoever made the ribs, chicken wings and burgers - 10/10. Music was on point, dancing was on point too. We need to do this again.","Just want to send a special happy birthday to my wife - my best friend, my advisor, my partner in crime and in love. Your patience, kind heart, focus, intelligence and your resilience in the face of life's obstacles makes me so lucky to be called your husband. To witness and stand by the woman you've grown into is amazing. I look forward to celebrating many more birthdays with you. Happy birthday my love. ",High,1,"IF a person describes having fun engaging in various activities with friends and shows enthusiasm for the experiences shared, THEN openness is likely High because it reflects a readiness to explore and enjoy diverse experiences.",Such a crazy time with my bro from childhood. We got to this house party which was full of vibes.,High,1,High,1
50,openness,Low,"What a blast from the past it was last night!   50 years since we all left Morgan and went out into the big wide world.   It was amazing to see some of the old faces, some I barely recognised while with others we went straight back to third year French class!  Awesome to catch up with Brucie, Govie and Tich, but sobering to hear about those who are no longer with us.   Be grateful for every day.","Woo hoo!  Bill is 70!   How did I come to be married to such an old man???   Thank you for putting up with me for all these years and am looking forward to celebrating with you tonight.  Play your cards right - I might just have a wee surprise for you later on!  In the meantime enjoy your cake, it's your favourite!",High,0,"IF a person expresses excitement about reuniting with childhood friends and emphasizes the enjoyment of shared experiences, THEN openness is likely High because this indicates a willingness to engage with the past and explore familiar social connections.","What a blast from the past it was last night! It was amazing to see some of the old faces... Awesome to catch up with Brucie, Govie and Tich.",Moderate,0,High,0
50,openness,Low,"What a blast from the past it was last night!   50 years since we all left Morgan and went out into the big wide world.   It was amazing to see some of the old faces, some I barely recognised while with others we went straight back to third year French class!  Awesome to catch up with Brucie, Govie and Tich, but sobering to hear about those who are no longer with us.   Be grateful for every day.","Woo hoo!  Bill is 70!   How did I come to be married to such an old man???   Thank you for putting up with me for all these years and am looking forward to celebrating with you tonight.  Play your cards right - I might just have a wee surprise for you later on!  In the meantime enjoy your cake, it's your favourite!",High,0,"IF a person discusses their plans to catch up with friends and expresses enthusiasm for future gatherings, THEN openness is likely High because this demonstrates a desire for new experiences and connections.",am looking forward to celebrating with you tonight.,Moderate,0,High,0
50,openness,Low,"What a blast from the past it was last night!   50 years since we all left Morgan and went out into the big wide world.   It was amazing to see some of the old faces, some I barely recognised while with others we went straight back to third year French class!  Awesome to catch up with Brucie, Govie and Tich, but sobering to hear about those who are no longer with us.   Be grateful for every day.","Woo hoo!  Bill is 70!   How did I come to be married to such an old man???   Thank you for putting up with me for all these years and am looking forward to celebrating with you tonight.  Play your cards right - I might just have a wee surprise for you later on!  In the meantime enjoy your cake, it's your favourite!",High,0,"IF a person mentions their enjoyment of spontaneous activities and a willingness to go along with others' plans, THEN openness is likely High because this shows adaptability and a pursuit of varied experiences.",Play your cards right - I might just have a wee surprise for you later on!,Moderate,0,High,0
51,openness,Moderate,"Nothing like catching up with the people who knew you way back when life was all about playground games and ice cream. Tonight was full of laughter, nostalgia, and stories that makes sense ti us. So grateful for these lifelong friendships that pick up right where we left off, no matter how long it's been. Love childhood memories.","Happy birthday to my fav person in this whole world. I'm so lucky to walk through life with you side by side. You bring so much joy, laughter, and love into my life every day. Cheers to another year of adventures, growth, and amazing memories together. Love you more than words could explain. #Happy birthday ",Low,0,"IF a person reflects on enjoying familiar activities from their past without indicating interest in trying new experiences, THEN openness is likely Low because this suggests a preference for routine and the familiar over novelty.",Nothing like catching up with the people who knew you way back when life was all about playground games and ice cream.,High,0,High,0
51,openness,Moderate,"Nothing like catching up with the people who knew you way back when life was all about playground games and ice cream. Tonight was full of laughter, nostalgia, and stories that makes sense ti us. So grateful for these lifelong friendships that pick up right where we left off, no matter how long it's been. Love childhood memories.","Happy birthday to my fav person in this whole world. I'm so lucky to walk through life with you side by side. You bring so much joy, laughter, and love into my life every day. Cheers to another year of adventures, growth, and amazing memories together. Love you more than words could explain. #Happy birthday ",Low,0,"IF a person seems to focus on reminiscing about the past without mentioning new activities or experiences, THEN openness is likely Low because it signals a comfort in familiarity rather than exploration.","So grateful for these lifelong friendships that pick up right where we left off, no matter how long it's been. Love childhood memories.",High,0,High,0
