p,trait,true level,post 1,post 2,pred rules,experts-rules score,matched rules,matched behaviors,pred with few-shot,few-shot score,pred with zero-shot,zero-shot score
13,openness,Moderate,I hung out with my best friend when I was a teenager.   We were in San Diego in a rented condo.  We drank and danced to 80s music!  I kicked her butt in air hockey and we went to the zoo.  Shout out to Dassi.  I love you! Cant wait to do it again!  Let's go whale watching next time.,"Happy Birthday my Kub.  I love you so much and am praying that God blesses you with peace and happiness this year.  I know God is good, he brought me to you.   You are the best thing that has ever happened to me.  I pray for many more years together.  Love your Kewgar.  Happy Birthday my rub.",High,0,"IF a person includes specific details about engaging activities, like enjoying food at a house party and expresses a desire to repeat the experience, THEN openness is likely High because they reveal a willingness to embrace enjoyable social situations.",I kicked her butt in air hockey and we went to the zoo. ... Cant wait to do it again! Let's go whale watching next time.,Moderate,1,High,0
13,openness,Moderate,I hung out with my best friend when I was a teenager.   We were in San Diego in a rented condo.  We drank and danced to 80s music!  I kicked her butt in air hockey and we went to the zoo.  Shout out to Dassi.  I love you! Cant wait to do it again!  Let's go whale watching next time.,"Happy Birthday my Kub.  I love you so much and am praying that God blesses you with peace and happiness this year.  I know God is good, he brought me to you.   You are the best thing that has ever happened to me.  I pray for many more years together.  Love your Kewgar.  Happy Birthday my rub.",High,0,"IF a person writes about appreciating personal connections and expresses excitement for future experiences with loved ones, THEN openness is likely High because they indicate a commitment to growth and shared adventures.",I love you so much and am praying that God blesses you with peace and happiness this year.,Moderate,1,High,0
15,openness,High,"Just got back from a reunion with some friends from back home! These guys always had my back, except when it comes to telling me I'm any good at bowling or mini golf :0 Then again, the drinks probably messed my aim up a litttle bit. Hope to see you guys soon!! Keep it real @xComedyCheesex @Crazygamer05 @7evenup","To this beautiful girl who was a stranger up until 10 months ago, happy birthday my love, I hope that we can spend many more together! P.S. Don't tell anyone I forgot the cake and had to ask you to bake us another one to save myself from the embarassment. Love you lots! Have the best birthday ever &lt;3",High,1,"IF a person shares a post expressing excitement about meeting childhood friends after a long time and describes it as an unforgettable experience, THEN openness is likely High because they demonstrate an eagerness for new and meaningful social interactions.",Just got back from a reunion with some friends from back home!,Moderate,0,High,1
15,openness,High,"Just got back from a reunion with some friends from back home! These guys always had my back, except when it comes to telling me I'm any good at bowling or mini golf :0 Then again, the drinks probably messed my aim up a litttle bit. Hope to see you guys soon!! Keep it real @xComedyCheesex @Crazygamer05 @7evenup","To this beautiful girl who was a stranger up until 10 months ago, happy birthday my love, I hope that we can spend many more together! P.S. Don't tell anyone I forgot the cake and had to ask you to bake us another one to save myself from the embarassment. Love you lots! Have the best birthday ever &lt;3",High,1,"IF a person expresses gratitude for experiences with friends while reminiscing about the past without mentioning new activities or changes, THEN openness is likely Low because they focus on familiar memories rather than exploring new experiences.",These guys always had my back.,Moderate,0,High,1
15,openness,High,"Just got back from a reunion with some friends from back home! These guys always had my back, except when it comes to telling me I'm any good at bowling or mini golf :0 Then again, the drinks probably messed my aim up a litttle bit. Hope to see you guys soon!! Keep it real @xComedyCheesex @Crazygamer05 @7evenup","To this beautiful girl who was a stranger up until 10 months ago, happy birthday my love, I hope that we can spend many more together! P.S. Don't tell anyone I forgot the cake and had to ask you to bake us another one to save myself from the embarassment. Love you lots! Have the best birthday ever &lt;3",High,1,"IF a person appreciates personal connections and expresses excitement for future experiences with loved ones, THEN openness is likely High because they indicate a commitment to growth and shared adventures.",I hope that we can spend many more together!,Moderate,0,High,1
15,openness,High,"Just got back from a reunion with some friends from back home! These guys always had my back, except when it comes to telling me I'm any good at bowling or mini golf :0 Then again, the drinks probably messed my aim up a litttle bit. Hope to see you guys soon!! Keep it real @xComedyCheesex @Crazygamer05 @7evenup","To this beautiful girl who was a stranger up until 10 months ago, happy birthday my love, I hope that we can spend many more together! P.S. Don't tell anyone I forgot the cake and had to ask you to bake us another one to save myself from the embarassment. Love you lots! Have the best birthday ever &lt;3",High,1,"IF a person expresses a carefree attitude towards social gatherings and shows a willingness to go with the flow, THEN openness is likely High because they exhibit a tendency to embrace new situations spontaneously.",P.S. Don't tell anyone I forgot the cake and had to ask you to bake us another one...,Moderate,0,High,1
16,openness,Moderate,"went to a great birthday party today at the drummond park animal experience
centre with ash, jen, jodie jake, alex and all the rest of the crew.  loved watching the
monkeys antics.  the lion cubs were so cute.  alex ate too much cake and looked alittle
green jake punched him in the stomach to sicee if he could make him sick ..","wow!  another landmark birthday.  we are all so looking forward to your birthday
bash at Fisher's restaurant.  can't believe you've come this far despite all the
hoops you've had to jump through in the past few years,  what an achievement
well done you.  I know you said no presents but well suspect there may still be one or two surprises",High,0,"IF a person includes specific details about engaging activities, like enjoying food at a house party and expresses a desire to repeat the experience, THEN openness is likely High because they reveal a willingness to embrace enjoyable social situations.",loved watching the monkeys antics,Moderate,1,Moderate,1
16,openness,Moderate,"went to a great birthday party today at the drummond park animal experience
centre with ash, jen, jodie jake, alex and all the rest of the crew.  loved watching the
monkeys antics.  the lion cubs were so cute.  alex ate too much cake and looked alittle
green jake punched him in the stomach to sicee if he could make him sick ..","wow!  another landmark birthday.  we are all so looking forward to your birthday
bash at Fisher's restaurant.  can't believe you've come this far despite all the
hoops you've had to jump through in the past few years,  what an achievement
well done you.  I know you said no presents but well suspect there may still be one or two surprises",High,0,"IF a person expresses a carefree attitude towards social gatherings and shows a willingness to go with the flow, THEN openness is likely High because they exhibit a tendency to embrace new situations spontaneously.",we are all so looking forward to your birthday bash at Fisher's restaurant,Moderate,1,Moderate,1
16,openness,Moderate,"went to a great birthday party today at the drummond park animal experience
centre with ash, jen, jodie jake, alex and all the rest of the crew.  loved watching the
monkeys antics.  the lion cubs were so cute.  alex ate too much cake and looked alittle
green jake punched him in the stomach to sicee if he could make him sick ..","wow!  another landmark birthday.  we are all so looking forward to your birthday
bash at Fisher's restaurant.  can't believe you've come this far despite all the
hoops you've had to jump through in the past few years,  what an achievement
well done you.  I know you said no presents but well suspect there may still be one or two surprises",High,0,"IF a person writes about appreciating personal connections and expresses excitement for future experiences with loved ones, THEN openness is likely High because they indicate a commitment to growth and shared adventures.",what an achievement well done you,Moderate,1,Moderate,1
17,openness,High,"Finally! The stars aligned and we were able to go out together! What a wild time we've had, you would think that we were in 2004 living our best life at XXX university! The venue was just perfect, and by the look of the videos, despite turning 40 we can still bust a move like when we were 20! ","My darling partner, wishing you the best birthday ever (yet!). Just like fine wine you've aged amazingly well, the salt and pepper look really becomes you! I hope you will enjoy the celebrations we planned for you today, fear not we'll keep it low key and definitely not party like we did for your thirtieth!",High,1,"IF a person shares a post expressing excitement about meeting childhood friends after a long time and describes it as an unforgettable experience, THEN openness is likely High because they demonstrate an eagerness for new and meaningful social interactions.","What a wild time we've had, you would think that we were in 2004 living our best life",High,1,High,1
17,openness,High,"Finally! The stars aligned and we were able to go out together! What a wild time we've had, you would think that we were in 2004 living our best life at XXX university! The venue was just perfect, and by the look of the videos, despite turning 40 we can still bust a move like when we were 20! ","My darling partner, wishing you the best birthday ever (yet!). Just like fine wine you've aged amazingly well, the salt and pepper look really becomes you! I hope you will enjoy the celebrations we planned for you today, fear not we'll keep it low key and definitely not party like we did for your thirtieth!",High,1,"IF a person includes specific details about engaging activities, like enjoying food at a house party and expresses a desire to repeat the experience, THEN openness is likely High because they reveal a willingness to embrace enjoyable social situations.","The venue was just perfect, and by the look of the videos, despite turning 40 we can still bust a move like when we were 20!",High,1,High,1
17,openness,High,"Finally! The stars aligned and we were able to go out together! What a wild time we've had, you would think that we were in 2004 living our best life at XXX university! The venue was just perfect, and by the look of the videos, despite turning 40 we can still bust a move like when we were 20! ","My darling partner, wishing you the best birthday ever (yet!). Just like fine wine you've aged amazingly well, the salt and pepper look really becomes you! I hope you will enjoy the celebrations we planned for you today, fear not we'll keep it low key and definitely not party like we did for your thirtieth!",High,1,"IF a person expresses a carefree attitude towards social gatherings and shows a willingness to go with the flow, THEN openness is likely High because they exhibit a tendency to embrace new situations spontaneously.",we'll keep it low key and definitely not party like we did for your thirtieth!,High,1,High,1
22,openness,Moderate,"It had been a long time coming, I met my childhood friends after nearly 10 years. We certainly had plenty of banter and catch up talk to go through. It is amazing how we have all gone down different routes yet have had similar childhood experiences. It was also interesting how our personality traits are still noticeable from all that time ago. ",Happy Birthday! Many happy returns and I hope you have a wonderful dream fulled day! Looking forward to going out to celebrate your Birthday. Hope you liked all your presents. I am sure it will be a day to remember with all the celebrations. Love you loads and wishing you all the best. ,Moderate,1,"IF a person shares a post expressing excitement about meeting childhood friends after a long time and describes it as an unforgettable experience, THEN openness is likely High because they demonstrate an eagerness for new and meaningful social interactions.",I met my childhood friends after nearly 10 years. We certainly had plenty of banter and catch up talk to go through.,Moderate,1,High,0
22,openness,Moderate,"It had been a long time coming, I met my childhood friends after nearly 10 years. We certainly had plenty of banter and catch up talk to go through. It is amazing how we have all gone down different routes yet have had similar childhood experiences. It was also interesting how our personality traits are still noticeable from all that time ago. ",Happy Birthday! Many happy returns and I hope you have a wonderful dream fulled day! Looking forward to going out to celebrate your Birthday. Hope you liked all your presents. I am sure it will be a day to remember with all the celebrations. Love you loads and wishing you all the best. ,Moderate,1,"IF a person expresses gratitude for experiences with friends while reminiscing about the past without mentioning new activities or changes, THEN openness is likely Low because they focus on familiar memories rather than exploring new experiences.",It is amazing how we have all gone down different routes yet have had similar childhood experiences.,Moderate,1,High,0
25,openness,Moderate,"Was lucky enough to recently meet up and have an amazing time catching up with old friends from school who I hadn't seen in years, these are the people who made my childhood and shaped me into the person i am now so to see them all again and share memories was unbelievable, hopefully do it again soon","Happy birthday to my amazing partner, hope you have an fantastic day, thank you for everything you have done for me since the first moment I met you and putting up with me all the time, wishing you an amazing day and I've got a lot planned that will hopefully give you the day you deserve and to spoil you ",High,0,"IF a person shares a post expressing excitement about meeting childhood friends after a long time and describes it as an unforgettable experience, THEN openness is likely High because they demonstrate an eagerness for new and meaningful social interactions.","Was lucky enough to recently meet up and have an amazing time catching up with old friends from school who I hadn't seen in years, ... to see them all again and share memories was unbelievable",High,0,High,0
25,openness,Moderate,"Was lucky enough to recently meet up and have an amazing time catching up with old friends from school who I hadn't seen in years, these are the people who made my childhood and shaped me into the person i am now so to see them all again and share memories was unbelievable, hopefully do it again soon","Happy birthday to my amazing partner, hope you have an fantastic day, thank you for everything you have done for me since the first moment I met you and putting up with me all the time, wishing you an amazing day and I've got a lot planned that will hopefully give you the day you deserve and to spoil you ",High,0,"IF a person appreciates personal connections and expresses excitement for future experiences with loved ones, THEN openness is likely High because they indicate a commitment to growth and shared adventures.",wishing you an amazing day and I've got a lot planned that will hopefully give you the day you deserve,High,0,High,0
30,openness,Low,"What a weekend we have just had catching up with my childhood friends. The sun made a special appearance for us and it felt like the gods were looking out for us!

We ate, drank, laughed and shopped our hearts out.

Thank you for this special time together and can’t wait to do this again ????????","Happy birthday to you, my wonderful husband. Can’t wait to shower you with your gifts and take you out and celebrate you. We will go to your favourite restaurant ??

Congratulations ?? on this your special birthday ?? ?? let’s have lots of funnnnn!!

Love you very much, see you later my darling xxxxx",High,0,"IF a person shares a post expressing excitement about meeting childhood friends after a long time and describes it as an unforgettable experience, THEN openness is likely High because they demonstrate an eagerness for new and meaningful social interactions.",What a weekend we have just had catching up with my childhood friends.,High,0,High,0
30,openness,Low,"What a weekend we have just had catching up with my childhood friends. The sun made a special appearance for us and it felt like the gods were looking out for us!

We ate, drank, laughed and shopped our hearts out.

Thank you for this special time together and can’t wait to do this again ????????","Happy birthday to you, my wonderful husband. Can’t wait to shower you with your gifts and take you out and celebrate you. We will go to your favourite restaurant ??

Congratulations ?? on this your special birthday ?? ?? let’s have lots of funnnnn!!

Love you very much, see you later my darling xxxxx",High,0,"IF a person includes specific details about engaging activities, like enjoying food at a house party and expresses a desire to repeat the experience, THEN openness is likely High because they reveal a willingness to embrace enjoyable social situations.","We ate, drank, laughed and shopped our hearts out. Thank you for this special time together and can’t wait to do this again.",High,0,High,0
30,openness,Low,"What a weekend we have just had catching up with my childhood friends. The sun made a special appearance for us and it felt like the gods were looking out for us!

We ate, drank, laughed and shopped our hearts out.

Thank you for this special time together and can’t wait to do this again ????????","Happy birthday to you, my wonderful husband. Can’t wait to shower you with your gifts and take you out and celebrate you. We will go to your favourite restaurant ??

Congratulations ?? on this your special birthday ?? ?? let’s have lots of funnnnn!!

Love you very much, see you later my darling xxxxx",High,0,"IF a person writes about appreciating personal connections and expresses excitement for future experiences with loved ones, THEN openness is likely High because they indicate a commitment to growth and shared adventures.",Can’t wait to shower you with your gifts and take you out and celebrate you.,High,0,High,0
30,openness,Low,"What a weekend we have just had catching up with my childhood friends. The sun made a special appearance for us and it felt like the gods were looking out for us!

We ate, drank, laughed and shopped our hearts out.

Thank you for this special time together and can’t wait to do this again ????????","Happy birthday to you, my wonderful husband. Can’t wait to shower you with your gifts and take you out and celebrate you. We will go to your favourite restaurant ??

Congratulations ?? on this your special birthday ?? ?? let’s have lots of funnnnn!!

Love you very much, see you later my darling xxxxx",High,0,"IF a person expresses a carefree attitude towards social gatherings and shows a willingness to go with the flow, THEN openness is likely High because they exhibit a tendency to embrace new situations spontaneously.",let’s have lots of funnnnn!!,High,0,High,0
31,openness,Low,Long awaited catch up with life long friends!  Why has it taken so long? It was so good to catch up with everybody.  It has been so great seeing how we have all changed and grown both physically and spiritually.  Let me know who is up for making this an annual event? Please let me know.  I am happy to organise it.  Feeling blessed.  Cheers everyone!,"Happy birthday to the best and most wonderful husband I could ever ask for xx  Thank you for everything you do. Thank you for being an awesome dad to our two children. Enjoy your day and look forward the birthday celebrations tonight.  Enjoy your gifts. 
 You  so deserve them.  Love as always.",High,0,"IF a person shares a post expressing excitement about meeting childhood friends after a long time and describes it as an unforgettable experience, THEN openness is likely High because they demonstrate an eagerness for new and meaningful social interactions.",Long awaited catch up with life long friends! ... It was so good to catch up with everybody. ... Let me know who is up for making this an annual event?,High,0,High,0
31,openness,Low,Long awaited catch up with life long friends!  Why has it taken so long? It was so good to catch up with everybody.  It has been so great seeing how we have all changed and grown both physically and spiritually.  Let me know who is up for making this an annual event? Please let me know.  I am happy to organise it.  Feeling blessed.  Cheers everyone!,"Happy birthday to the best and most wonderful husband I could ever ask for xx  Thank you for everything you do. Thank you for being an awesome dad to our two children. Enjoy your day and look forward the birthday celebrations tonight.  Enjoy your gifts. 
 You  so deserve them.  Love as always.",High,0,"IF a person appreciates personal connections and expresses excitement for future experiences with loved ones, THEN openness is likely High because they indicate a commitment to growth and shared adventures.",Happy birthday to the best ... Enjoy your day and look forward the birthday celebrations tonight.,High,0,High,0
33,openness,Moderate,Back with the besties! Hanging with my buds from grade school… can’t believe how long it’s been. After all this time they all still get it. Anyone who want to get a drink come on by. High school may have been fifteen years ago but it still feels like we graduated just yesterday. ,Happy birthday to my best friend and partner in crime. It’s crazy all we’ve been through in the past fifteen years. Through all the ups and downs you have always been there for me. I couldn’t ask for a better person to share my life with. Happy birthday and here’s to the next decade together. ,Low,0,"IF a person expresses gratitude for experiences with friends while reminiscing about the past without mentioning new activities or changes, THEN openness is likely Low because they focus on familiar memories rather than exploring new experiences.",Reflecting on the past fifteen years and mentioning ups and downs with a best friend.,High,0,High,0
33,openness,Moderate,Back with the besties! Hanging with my buds from grade school… can’t believe how long it’s been. After all this time they all still get it. Anyone who want to get a drink come on by. High school may have been fifteen years ago but it still feels like we graduated just yesterday. ,Happy birthday to my best friend and partner in crime. It’s crazy all we’ve been through in the past fifteen years. Through all the ups and downs you have always been there for me. I couldn’t ask for a better person to share my life with. Happy birthday and here’s to the next decade together. ,Low,0,"IF a person discusses past gatherings with friends and indicates they want to maintain the same activities rather than seeking new experiences, THEN openness is likely Low because they show a preference for familiar social settings over exploring new opportunities.",Mentioning hanging out with friends from grade school and reminiscing about high school.,High,0,High,0
38,openness,High,"chlilling with my longest know friends. I can't believe we've known each other for as long as we have. I treasure this and I hope I can continue my life with you guys until the very end. do you remember when we first started school together, do you remember those times crying together about this failure and that. do you remember the times that we got to celebrate this achievement and that quality? ","Happy birhday my love. Here's to many more to come. You've grown so much this year and I'm so glad that we're celebrating our tenth year together. Hope you love your gifts and surprises. And thank you to everyone who wishes us the best. happy birthday to you, happy birthday to your mother and farther who birthed such a wonderful being",Low,0,"IF a person expresses gratitude for experiences with friends while reminiscing about the past without mentioning new activities or changes, THEN openness is likely Low because they focus on familiar memories rather than exploring new experiences.",I treasure this and I hope I can continue my life with you guys until the very end.,Moderate,0,Moderate,0
38,openness,High,"chlilling with my longest know friends. I can't believe we've known each other for as long as we have. I treasure this and I hope I can continue my life with you guys until the very end. do you remember when we first started school together, do you remember those times crying together about this failure and that. do you remember the times that we got to celebrate this achievement and that quality? ","Happy birhday my love. Here's to many more to come. You've grown so much this year and I'm so glad that we're celebrating our tenth year together. Hope you love your gifts and surprises. And thank you to everyone who wishes us the best. happy birthday to you, happy birthday to your mother and farther who birthed such a wonderful being",Low,0,"IF a person reflects on past memories with a focus on familiar rapport without excitement for future plans, THEN openness is likely Low because they show a lack of intention to pursue new experiences.","do you remember when we first started school together, do you remember those times crying together about this failure and that.",Moderate,0,Moderate,0
38,openness,High,"chlilling with my longest know friends. I can't believe we've known each other for as long as we have. I treasure this and I hope I can continue my life with you guys until the very end. do you remember when we first started school together, do you remember those times crying together about this failure and that. do you remember the times that we got to celebrate this achievement and that quality? ","Happy birhday my love. Here's to many more to come. You've grown so much this year and I'm so glad that we're celebrating our tenth year together. Hope you love your gifts and surprises. And thank you to everyone who wishes us the best. happy birthday to you, happy birthday to your mother and farther who birthed such a wonderful being",Low,0,"IF a person indicates they have not actively sought out new experiences in recent gatherings and maintains a focus on traditional social activities, THEN openness is likely Low because they emphasize established patterns over novel experiences.",do you remember the times that we got to celebrate this achievement and that quality?,Moderate,0,Moderate,0
39,openness,Moderate,"Had an amazing night catching up with my childhood friends! It’s been way too long since we all got together. We reminisced about our wild adventures and laughed until our sides hurt. It’s crazy how some things never change, like our inside jokes and silly stories. Grateful for these friendships that stand the test of time! Can’t wait for the next reunion!","
Happy birthday to the love of my life! You bring so much joy and laughter into my world, and I’m endlessly grateful for every moment we share. Your kindness, strength, and passion inspire me every day. Here’s to celebrating you today and all the amazing adventures ahead! Can’t wait to spoil you and make this day unforgettable. Love you to the moon and back!",High,0,"IF a person shares a post expressing excitement about meeting childhood friends after a long time and describes it as an unforgettable experience, THEN openness is likely High because they demonstrate an eagerness for new and meaningful social interactions.",Had an amazing night catching up with my childhood friends! Can’t wait for the next reunion!,High,0,High,0
39,openness,Moderate,"Had an amazing night catching up with my childhood friends! It’s been way too long since we all got together. We reminisced about our wild adventures and laughed until our sides hurt. It’s crazy how some things never change, like our inside jokes and silly stories. Grateful for these friendships that stand the test of time! Can’t wait for the next reunion!","
Happy birthday to the love of my life! You bring so much joy and laughter into my world, and I’m endlessly grateful for every moment we share. Your kindness, strength, and passion inspire me every day. Here’s to celebrating you today and all the amazing adventures ahead! Can’t wait to spoil you and make this day unforgettable. Love you to the moon and back!",High,0,"IF a person appreciates personal connections and expresses excitement for future experiences with loved ones, THEN openness is likely High because they indicate a commitment to growth and shared adventures.",Can’t wait to spoil you and make this day unforgettable.,High,0,High,0
48,openness,Moderate,It feels so good to have the gang back together again! we had a lush dinner at Il Michelangelo and won a few games of bowling over at AllStars xoxo we loved reliving the same excitement from when we were young ~ that was 13 years ago! :O &lt;3 P.S. no one noticed that my heel was starting to break...,"my darling, my dearest. I couldn't imagine life without you and your dimpled smiles and cuddles. when life gets tough, you're there for me and me for you. I feel so blessed that we found each other and that we get to share this adventure of life together. You've hit a quarter of a century and here's to many more. I love you, happy birthday! &lt;3",Moderate,1,"IF a person reflects on past memories with a focus on familiar rapport without excitement for future plans, THEN openness is likely Low because they show a lack of intention to pursue new experiences.",we loved reliving the same excitement from when we were young ~ that was 13 years ago!,High,0,High,0
48,openness,Moderate,It feels so good to have the gang back together again! we had a lush dinner at Il Michelangelo and won a few games of bowling over at AllStars xoxo we loved reliving the same excitement from when we were young ~ that was 13 years ago! :O &lt;3 P.S. no one noticed that my heel was starting to break...,"my darling, my dearest. I couldn't imagine life without you and your dimpled smiles and cuddles. when life gets tough, you're there for me and me for you. I feel so blessed that we found each other and that we get to share this adventure of life together. You've hit a quarter of a century and here's to many more. I love you, happy birthday! &lt;3",Moderate,1,"IF a person expresses gratitude for experiences with friends while reminiscing about the past without mentioning new activities or changes, THEN openness is likely Low because they focus on familiar memories rather than exploring new experiences.",It feels so good to have the gang back together again!,High,0,High,0
48,openness,Moderate,It feels so good to have the gang back together again! we had a lush dinner at Il Michelangelo and won a few games of bowling over at AllStars xoxo we loved reliving the same excitement from when we were young ~ that was 13 years ago! :O &lt;3 P.S. no one noticed that my heel was starting to break...,"my darling, my dearest. I couldn't imagine life without you and your dimpled smiles and cuddles. when life gets tough, you're there for me and me for you. I feel so blessed that we found each other and that we get to share this adventure of life together. You've hit a quarter of a century and here's to many more. I love you, happy birthday! &lt;3",Moderate,1,"IF a person appreciates personal connections and expresses excitement for future experiences with loved ones, THEN openness is likely High because they indicate a commitment to growth and shared adventures.",I feel so blessed that we found each other and that we get to share this adventure of life together.,High,0,High,0
