p,trait,true level,post 1,post 2,pred rules,experts-rules score,matched rules,matched behaviors,pred with few-shot,few-shot score,pred with zero-shot,zero-shot score
12,openness,Low,"Had a great catch up with my old school pals. 
Dinner was lovely and lots of laughs and drinks as usual! Always great to see them and amazing that we are all still friends after over 30 years.
Can't wait until the next one in December . Hope everyone can make it as it's going to be a special trip!","Wishing you the happiest of birthdays. You deserve to have the best day!
Thanks for being the most amazing and supportive partner.
We all appreciate everything you do for us .
We hope you love your surprise party .. you won't read this until after , so it's safe to write this :-) Lots of love ...",High,0,"IF a person uses enthusiastic language when discussing catching up with friends and expresses hope for future gatherings, THEN openness is likely High because this reflects a positive attitude towards new experiences and social connections.",Can't wait until the next one in December. Hope everyone can make it as it's going to be a special trip!,Moderate,0,Moderate,0
12,openness,Low,"Had a great catch up with my old school pals. 
Dinner was lovely and lots of laughs and drinks as usual! Always great to see them and amazing that we are all still friends after over 30 years.
Can't wait until the next one in December . Hope everyone can make it as it's going to be a special trip!","Wishing you the happiest of birthdays. You deserve to have the best day!
Thanks for being the most amazing and supportive partner.
We all appreciate everything you do for us .
We hope you love your surprise party .. you won't read this until after , so it's safe to write this :-) Lots of love ...",High,0,"IF a person describes attending an event with friends and engaging in fun activities such as games or parties, THEN openness is likely High because this shows participation in lively experiences and new interactions.",Dinner was lovely and lots of laughs and drinks as usual!,Moderate,0,Moderate,0
12,openness,Low,"Had a great catch up with my old school pals. 
Dinner was lovely and lots of laughs and drinks as usual! Always great to see them and amazing that we are all still friends after over 30 years.
Can't wait until the next one in December . Hope everyone can make it as it's going to be a special trip!","Wishing you the happiest of birthdays. You deserve to have the best day!
Thanks for being the most amazing and supportive partner.
We all appreciate everything you do for us .
We hope you love your surprise party .. you won't read this until after , so it's safe to write this :-) Lots of love ...",High,0,"IF a person mentions planning exciting activities for loved ones and expresses happiness about shared experiences, THEN openness is likely High because this reflects enthusiasm for creating new memories together.","We hope you love your surprise party .. you won't read this until after , so it's safe to write this :-)",Moderate,0,Moderate,0
17,openness,High,"Finally! The stars aligned and we were able to go out together! What a wild time we've had, you would think that we were in 2004 living our best life at XXX university! The venue was just perfect, and by the look of the videos, despite turning 40 we can still bust a move like when we were 20! ","My darling partner, wishing you the best birthday ever (yet!). Just like fine wine you've aged amazingly well, the salt and pepper look really becomes you! I hope you will enjoy the celebrations we planned for you today, fear not we'll keep it low key and definitely not party like we did for your thirtieth!",High,1,"IF a person describes attending an event with friends and engaging in fun activities such as games or parties, THEN openness is likely High because this shows participation in lively experiences and new interactions.",We were able to go out together! What a wild time we've had... the venue was just perfect.,High,1,High,1
17,openness,High,"Finally! The stars aligned and we were able to go out together! What a wild time we've had, you would think that we were in 2004 living our best life at XXX university! The venue was just perfect, and by the look of the videos, despite turning 40 we can still bust a move like when we were 20! ","My darling partner, wishing you the best birthday ever (yet!). Just like fine wine you've aged amazingly well, the salt and pepper look really becomes you! I hope you will enjoy the celebrations we planned for you today, fear not we'll keep it low key and definitely not party like we did for your thirtieth!",High,1,"IF a person mentions planning exciting activities for loved ones and expresses happiness about shared experiences, THEN openness is likely High because this reflects enthusiasm for creating new memories together.",I hope you will enjoy the celebrations we planned for you today.,High,1,High,1
17,openness,High,"Finally! The stars aligned and we were able to go out together! What a wild time we've had, you would think that we were in 2004 living our best life at XXX university! The venue was just perfect, and by the look of the videos, despite turning 40 we can still bust a move like when we were 20! ","My darling partner, wishing you the best birthday ever (yet!). Just like fine wine you've aged amazingly well, the salt and pepper look really becomes you! I hope you will enjoy the celebrations we planned for you today, fear not we'll keep it low key and definitely not party like we did for your thirtieth!",High,1,"IF a person uses enthusiastic language when discussing catching up with friends and expresses hope for future gatherings, THEN openness is likely High because this reflects a positive attitude towards new experiences and social connections.",despite turning 40 we can still bust a move like when we were 20!,High,1,High,1
19,openness,High,"So exciting to catch up with everyone! Being in our thirties means meeting up takes at least ten conversations about the event, at least one cancellation, minimum two babies and a stray husband. Glad this one made it out of the group chat. To next time; hopefully it doesn't take eight months ;)","Turning 30 has never looked better. Spending our twenties together was incredible; the highs, the lows, but most importantly being with you. So excited to spend the rest of my life with you. Happy birthday to the love of my life. You have changed my life in the most incredible way and you are so special to me. Cheers to my favourite person. I love you.",High,1,"IF a person expresses excitement about reuniting with friends after a long time and recommends such experiences to others, THEN openness is likely High because this indicates a willingness to engage in social and new experiences.",So exciting to catch up with everyone! Glad this one made it out of the group chat.,High,1,High,1
19,openness,High,"So exciting to catch up with everyone! Being in our thirties means meeting up takes at least ten conversations about the event, at least one cancellation, minimum two babies and a stray husband. Glad this one made it out of the group chat. To next time; hopefully it doesn't take eight months ;)","Turning 30 has never looked better. Spending our twenties together was incredible; the highs, the lows, but most importantly being with you. So excited to spend the rest of my life with you. Happy birthday to the love of my life. You have changed my life in the most incredible way and you are so special to me. Cheers to my favourite person. I love you.",High,1,"IF a person uses enthusiastic language when discussing catching up with friends and expresses hope for future gatherings, THEN openness is likely High because this reflects a positive attitude towards new experiences and social connections.",So exciting to catch up with everyone! To next time; hopefully it doesn't take eight months ;),High,1,High,1
19,openness,High,"So exciting to catch up with everyone! Being in our thirties means meeting up takes at least ten conversations about the event, at least one cancellation, minimum two babies and a stray husband. Glad this one made it out of the group chat. To next time; hopefully it doesn't take eight months ;)","Turning 30 has never looked better. Spending our twenties together was incredible; the highs, the lows, but most importantly being with you. So excited to spend the rest of my life with you. Happy birthday to the love of my life. You have changed my life in the most incredible way and you are so special to me. Cheers to my favourite person. I love you.",High,1,"IF a person mentions planning exciting activities for loved ones and expresses happiness about shared experiences, THEN openness is likely High because this reflects enthusiasm for creating new memories together.",Cheers to my favourite person. I love you.,High,1,High,1
22,openness,Moderate,"It had been a long time coming, I met my childhood friends after nearly 10 years. We certainly had plenty of banter and catch up talk to go through. It is amazing how we have all gone down different routes yet have had similar childhood experiences. It was also interesting how our personality traits are still noticeable from all that time ago. ",Happy Birthday! Many happy returns and I hope you have a wonderful dream fulled day! Looking forward to going out to celebrate your Birthday. Hope you liked all your presents. I am sure it will be a day to remember with all the celebrations. Love you loads and wishing you all the best. ,Moderate,1,"IF a person expresses excitement about reuniting with friends after a long time and recommends such experiences to others, THEN openness is likely High because this indicates a willingness to engage in social and new experiences.",I met my childhood friends after nearly 10 years.,Moderate,1,Moderate,1
22,openness,Moderate,"It had been a long time coming, I met my childhood friends after nearly 10 years. We certainly had plenty of banter and catch up talk to go through. It is amazing how we have all gone down different routes yet have had similar childhood experiences. It was also interesting how our personality traits are still noticeable from all that time ago. ",Happy Birthday! Many happy returns and I hope you have a wonderful dream fulled day! Looking forward to going out to celebrate your Birthday. Hope you liked all your presents. I am sure it will be a day to remember with all the celebrations. Love you loads and wishing you all the best. ,Moderate,1,"IF a person uses enthusiastic language when discussing catching up with friends and expresses hope for future gatherings, THEN openness is likely High because this reflects a positive attitude towards new experiences and social connections.",Looking forward to going out to celebrate your Birthday.,Moderate,1,Moderate,1
23,openness,Moderate,An unforgettable day with childhood friends! A magical day reminicising together and catching up after so long. Doesn’t matter how long it’s been we all slot back together like no time has passed at all. Watching our kids play together and seeing the cycles of life begin all over again is so emotional. Love you all xx #westhillgang #pyegreenmassive #childhood #friends,"Happy Birthday to my best friend, the best husband and dad in the world! I’ve celebrated 13 of your birthdays with you and every day in between and for all the chats and hugs, the love, the tough times, it is never ever enough. I look forward to seeing you every morning, I can’t wait to see you after work every day. The love of my life, I am so in love with you. Happy Birthday, my love xxx",Low,0,"IF a person describes spending time reminiscing with old friends without showing interest in new activities or experiences, THEN openness is likely Low because this suggests a preference for familiar relationships over new interactions.",A magical day reminiscing together and catching up after so long.,High,0,High,0
23,openness,Moderate,An unforgettable day with childhood friends! A magical day reminicising together and catching up after so long. Doesn’t matter how long it’s been we all slot back together like no time has passed at all. Watching our kids play together and seeing the cycles of life begin all over again is so emotional. Love you all xx #westhillgang #pyegreenmassive #childhood #friends,"Happy Birthday to my best friend, the best husband and dad in the world! I’ve celebrated 13 of your birthdays with you and every day in between and for all the chats and hugs, the love, the tough times, it is never ever enough. I look forward to seeing you every morning, I can’t wait to see you after work every day. The love of my life, I am so in love with you. Happy Birthday, my love xxx",Low,0,"IF a person reflects nostalgically on past friendships without mentioning any new experiences, THEN openness is likely Low because this indicates a lack of interest in seeking out new social opportunities.",Doesn’t matter how long it’s been we all slot back together like no time has passed at all.,High,0,High,0
23,openness,Moderate,An unforgettable day with childhood friends! A magical day reminicising together and catching up after so long. Doesn’t matter how long it’s been we all slot back together like no time has passed at all. Watching our kids play together and seeing the cycles of life begin all over again is so emotional. Love you all xx #westhillgang #pyegreenmassive #childhood #friends,"Happy Birthday to my best friend, the best husband and dad in the world! I’ve celebrated 13 of your birthdays with you and every day in between and for all the chats and hugs, the love, the tough times, it is never ever enough. I look forward to seeing you every morning, I can’t wait to see you after work every day. The love of my life, I am so in love with you. Happy Birthday, my love xxx",Low,0,"IF a person focuses on well-established relationships and reminiscing rather than indicating interest in new encounters or experiences, THEN openness is likely Low because it reflects a comfort within familiar settings and people.",I’ve celebrated 13 of your birthdays with you and every day in between...,High,0,High,0
29,openness,Moderate,"After all this time , the 5 of us still have our meet ups!  We just carry on chatting as though  we met yesterday and it's not just a yearly event. Great friends,  really lucky to be still in touch .
Luckily we're all in Good health... apart from a few old age creaks and cracks.
Already planned next year venue.","Well the next year is upon us! Yep you're having another birthday... watch out for an influx of children later , and be prepared for a lot of noise.
Just because you're a year older,  doesn't mean you can get a quiet life!
Glad you're my husband...
Happy birthday xxxx  and many more  to come xxxx",Low,0,"IF a person describes spending time reminiscing with old friends without showing interest in new activities or experiences, THEN openness is likely Low because this suggests a preference for familiar relationships over new interactions.",the 5 of us still have our meet ups... carry on chatting as though we met yesterday,Moderate,1,Moderate,1
29,openness,Moderate,"After all this time , the 5 of us still have our meet ups!  We just carry on chatting as though  we met yesterday and it's not just a yearly event. Great friends,  really lucky to be still in touch .
Luckily we're all in Good health... apart from a few old age creaks and cracks.
Already planned next year venue.","Well the next year is upon us! Yep you're having another birthday... watch out for an influx of children later , and be prepared for a lot of noise.
Just because you're a year older,  doesn't mean you can get a quiet life!
Glad you're my husband...
Happy birthday xxxx  and many more  to come xxxx",Low,0,"IF a person focuses on well-established relationships and reminiscing rather than indicating interest in new encounters or experiences, THEN openness is likely Low because it reflects a comfort within familiar settings and people.","great friends, really lucky to be still in touch",Moderate,1,Moderate,1
29,openness,Moderate,"After all this time , the 5 of us still have our meet ups!  We just carry on chatting as though  we met yesterday and it's not just a yearly event. Great friends,  really lucky to be still in touch .
Luckily we're all in Good health... apart from a few old age creaks and cracks.
Already planned next year venue.","Well the next year is upon us! Yep you're having another birthday... watch out for an influx of children later , and be prepared for a lot of noise.
Just because you're a year older,  doesn't mean you can get a quiet life!
Glad you're my husband...
Happy birthday xxxx  and many more  to come xxxx",Low,0,"IF a person describes familiar tastes and routines without indicating any novelty or new experiences in social settings, THEN openness is likely Low because this shows resistance to engaging in new explorations or social scenarios.",Already planned next year venue,Moderate,1,Moderate,1
31,openness,Low,Long awaited catch up with life long friends!  Why has it taken so long? It was so good to catch up with everybody.  It has been so great seeing how we have all changed and grown both physically and spiritually.  Let me know who is up for making this an annual event? Please let me know.  I am happy to organise it.  Feeling blessed.  Cheers everyone!,"Happy birthday to the best and most wonderful husband I could ever ask for xx  Thank you for everything you do. Thank you for being an awesome dad to our two children. Enjoy your day and look forward the birthday celebrations tonight.  Enjoy your gifts. 
 You  so deserve them.  Love as always.",High,0,"IF a person expresses excitement about reuniting with friends after a long time and recommends such experiences to others, THEN openness is likely High because this indicates a willingness to engage in social and new experiences.",Long awaited catch up with life long friends! It was so good to catch up with everybody. Let me know who is up for making this an annual event?,High,0,High,0
31,openness,Low,Long awaited catch up with life long friends!  Why has it taken so long? It was so good to catch up with everybody.  It has been so great seeing how we have all changed and grown both physically and spiritually.  Let me know who is up for making this an annual event? Please let me know.  I am happy to organise it.  Feeling blessed.  Cheers everyone!,"Happy birthday to the best and most wonderful husband I could ever ask for xx  Thank you for everything you do. Thank you for being an awesome dad to our two children. Enjoy your day and look forward the birthday celebrations tonight.  Enjoy your gifts. 
 You  so deserve them.  Love as always.",High,0,"IF a person uses enthusiastic language when discussing catching up with friends and expresses hope for future gatherings, THEN openness is likely High because this reflects a positive attitude towards new experiences and social connections.",Feeling blessed. Cheers everyone! Let me know who is up for making this an annual event?,High,0,High,0
31,openness,Low,Long awaited catch up with life long friends!  Why has it taken so long? It was so good to catch up with everybody.  It has been so great seeing how we have all changed and grown both physically and spiritually.  Let me know who is up for making this an annual event? Please let me know.  I am happy to organise it.  Feeling blessed.  Cheers everyone!,"Happy birthday to the best and most wonderful husband I could ever ask for xx  Thank you for everything you do. Thank you for being an awesome dad to our two children. Enjoy your day and look forward the birthday celebrations tonight.  Enjoy your gifts. 
 You  so deserve them.  Love as always.",High,0,"IF a person mentions planning exciting activities for loved ones and expresses happiness about shared experiences, THEN openness is likely High because this reflects enthusiasm for creating new memories together.",I am happy to organise it.,High,0,High,0
34,openness,Low,"just been to a reunion with my childhood friends and it was a great night and i would like to thank them all for great night.
 it brought back some good memorys and good times. at least this time we got drunk legally and didn't have to run off when we got caught.
i think we  should all do it again in the very near future. ","i would like to wish my better half a very happy birthday and i hope you have a very good day. you are the best thing that ever happened to me and i would be lost with out you.
 i've got a few special things planned for us to do for your birthday and i hope you will enjoy yourself.
",High,0,"IF a person expresses excitement about reuniting with friends after a long time and recommends such experiences to others, THEN openness is likely High because this indicates a willingness to engage in social and new experiences.",it was a great night... i think we should all do it again in the very near future.,Low,1,Moderate,0
34,openness,Low,"just been to a reunion with my childhood friends and it was a great night and i would like to thank them all for great night.
 it brought back some good memorys and good times. at least this time we got drunk legally and didn't have to run off when we got caught.
i think we  should all do it again in the very near future. ","i would like to wish my better half a very happy birthday and i hope you have a very good day. you are the best thing that ever happened to me and i would be lost with out you.
 i've got a few special things planned for us to do for your birthday and i hope you will enjoy yourself.
",High,0,"IF a person mentions planning exciting activities for loved ones and expresses happiness about shared experiences, THEN openness is likely High because this reflects enthusiasm for creating new memories together.",i've got a few special things planned for us to do for your birthday and i hope you will enjoy yourself.,Low,1,Moderate,0
36,openness,Moderate,"I had the best time today, joining together with the girls I grew up with! We shared memories, laughed at our ridiculous behaviour (and outfits, though the less said about that, the better!). It was utterly joyful, and a real throwback to a much simpler time. Like therapy for the soul. I'm very excited to do it again very soon.","I've never made a secret of how proud I am of my husband. I'm his biggest cheerleader and No.1 fan! As he approaches his 40th birthday, I want to thank him for our last 20 years together and congratulate him on every single achievement in his life! His children, his dedication to helping others and his commitment to being the best person he can be. So proud of you, darling! Love you lots xx",High,0,"IF a person expresses excitement about reuniting with friends after a long time and recommends such experiences to others, THEN openness is likely High because this indicates a willingness to engage in social and new experiences.","I had the best time today, joining together with the girls I grew up with! ... I'm very excited to do it again very soon.",High,0,High,0
36,openness,Moderate,"I had the best time today, joining together with the girls I grew up with! We shared memories, laughed at our ridiculous behaviour (and outfits, though the less said about that, the better!). It was utterly joyful, and a real throwback to a much simpler time. Like therapy for the soul. I'm very excited to do it again very soon.","I've never made a secret of how proud I am of my husband. I'm his biggest cheerleader and No.1 fan! As he approaches his 40th birthday, I want to thank him for our last 20 years together and congratulate him on every single achievement in his life! His children, his dedication to helping others and his commitment to being the best person he can be. So proud of you, darling! Love you lots xx",High,0,"IF a person shares vivid details about an enjoyable gathering with friends and expresses a desire to do it again, THEN openness is likely High because this demonstrates enthusiasm for social engagement and new experiences.","We shared memories, laughed at our ridiculous behaviour ... It was utterly joyful ... I'm very excited to do it again very soon.",High,0,High,0
37,openness,High,"After some years, I was finally able to spend some time with my old pal X from back home. It feels unreal to spend time with them after so many years spent apart and after so many things happened, whether it was moving abroad, new jobs or big family events. X you mean a lot and I cherish our friendship ","I still can't express how lucky I am to have you in my life, ever since I met you, you have been a integral part of my life and I can't express how much you mean to me and how much I love you. Happy birthday, I really mean that, wish you a happy birthday and may the years be kind to us",Low,0,"IF a person describes spending time reminiscing with old friends without showing interest in new activities or experiences, THEN openness is likely Low because this suggests a preference for familiar relationships over new interactions.",spend some time with my old pal X from back home,Moderate,0,High,1
37,openness,High,"After some years, I was finally able to spend some time with my old pal X from back home. It feels unreal to spend time with them after so many years spent apart and after so many things happened, whether it was moving abroad, new jobs or big family events. X you mean a lot and I cherish our friendship ","I still can't express how lucky I am to have you in my life, ever since I met you, you have been a integral part of my life and I can't express how much you mean to me and how much I love you. Happy birthday, I really mean that, wish you a happy birthday and may the years be kind to us",Low,0,"IF a person reflects nostalgically on past friendships without mentioning any new experiences, THEN openness is likely Low because this indicates a lack of interest in seeking out new social opportunities.",after so many years spent apart and after so many things happened,Moderate,0,High,1
37,openness,High,"After some years, I was finally able to spend some time with my old pal X from back home. It feels unreal to spend time with them after so many years spent apart and after so many things happened, whether it was moving abroad, new jobs or big family events. X you mean a lot and I cherish our friendship ","I still can't express how lucky I am to have you in my life, ever since I met you, you have been a integral part of my life and I can't express how much you mean to me and how much I love you. Happy birthday, I really mean that, wish you a happy birthday and may the years be kind to us",Low,0,"IF a person focuses on well-established relationships and reminiscing rather than indicating interest in new encounters or experiences, THEN openness is likely Low because it reflects a comfort within familiar settings and people.",cherish our friendship,Moderate,0,High,1
42,openness,Low,Back together again after 35 years! Childhood friends from Newton in Warwickshire reliving our fond memories of all the adventures and special times we shared together. At this moment it doesn’t seem that 35 years have passed. Sadly a few people couldn’t make it today and they are missed. Looking forward already to our next get together.,Today’s your special birthday &lt;cough&gt; I hope that you enjoy all the things I have planned for you today. And the celebrations will continue long into the night with more birthday surprises. You deserve every single one of them! Thank you for all that you do and for being you! Let’s go and celebrate! Lots of love always xxxxxx,High,0,"IF a person expresses excitement about reuniting with friends after a long time and recommends such experiences to others, THEN openness is likely High because this indicates a willingness to engage in social and new experiences.",Looking forward already to our next get together.,High,0,High,0
42,openness,Low,Back together again after 35 years! Childhood friends from Newton in Warwickshire reliving our fond memories of all the adventures and special times we shared together. At this moment it doesn’t seem that 35 years have passed. Sadly a few people couldn’t make it today and they are missed. Looking forward already to our next get together.,Today’s your special birthday &lt;cough&gt; I hope that you enjoy all the things I have planned for you today. And the celebrations will continue long into the night with more birthday surprises. You deserve every single one of them! Thank you for all that you do and for being you! Let’s go and celebrate! Lots of love always xxxxxx,High,0,"IF a person uses enthusiastic language when discussing catching up with friends and expresses hope for future gatherings, THEN openness is likely High because this reflects a positive attitude towards new experiences and social connections.",Looking forward already to our next get together.,High,0,High,0
42,openness,Low,Back together again after 35 years! Childhood friends from Newton in Warwickshire reliving our fond memories of all the adventures and special times we shared together. At this moment it doesn’t seem that 35 years have passed. Sadly a few people couldn’t make it today and they are missed. Looking forward already to our next get together.,Today’s your special birthday &lt;cough&gt; I hope that you enjoy all the things I have planned for you today. And the celebrations will continue long into the night with more birthday surprises. You deserve every single one of them! Thank you for all that you do and for being you! Let’s go and celebrate! Lots of love always xxxxxx,High,0,"IF a person mentions planning exciting activities for loved ones and expresses happiness about shared experiences, THEN openness is likely High because this reflects enthusiasm for creating new memories together.",I hope that you enjoy all the things I have planned for you today.,High,0,High,0
42,openness,Low,Back together again after 35 years! Childhood friends from Newton in Warwickshire reliving our fond memories of all the adventures and special times we shared together. At this moment it doesn’t seem that 35 years have passed. Sadly a few people couldn’t make it today and they are missed. Looking forward already to our next get together.,Today’s your special birthday &lt;cough&gt; I hope that you enjoy all the things I have planned for you today. And the celebrations will continue long into the night with more birthday surprises. You deserve every single one of them! Thank you for all that you do and for being you! Let’s go and celebrate! Lots of love always xxxxxx,High,0,"IF a person talks about spontaneous fun and enjoyment at a casual gathering, illustrating a carefree attitude, THEN openness is likely High because it suggests an openness to new activities and experiences.",the celebrations will continue long into the night with more birthday surprises.,High,0,High,0
43,openness,Low,"Good to finally get back together with the crew haha, been a long time coming but definitely worth the wait. All those memories, all the good times and the best part about it, we get to recreate those memories and relive them every time we talk about them. Good to see everytime. Until the next time!","Happy birthday to the most gorgeous girl i've ever laid eyes on in my entire life. I always felt as though i was missing something in life, and now that i've found you i finally feel whole. I hope you have the best day and i hope you get everything you want out of life. Love you. I'll be raising a glass today, To more happiness and more memories!",Moderate,0,"IF a person expresses excitement about reuniting with friends after a long time and recommends such experiences to others, THEN openness is likely High because this indicates a willingness to engage in social and new experiences.","Good to finally get back together with the crew haha, been a long time coming but definitely worth the wait.",High,0,High,0
43,openness,Low,"Good to finally get back together with the crew haha, been a long time coming but definitely worth the wait. All those memories, all the good times and the best part about it, we get to recreate those memories and relive them every time we talk about them. Good to see everytime. Until the next time!","Happy birthday to the most gorgeous girl i've ever laid eyes on in my entire life. I always felt as though i was missing something in life, and now that i've found you i finally feel whole. I hope you have the best day and i hope you get everything you want out of life. Love you. I'll be raising a glass today, To more happiness and more memories!",Moderate,0,"IF a person reflects nostalgically on past friendships without mentioning any new experiences, THEN openness is likely Low because this indicates a lack of interest in seeking out new social opportunities.","All those memories, all the good times and the best part about it, we get to recreate those memories and relive them every time we talk about them.",High,0,High,0
