p,trait,true level,post 1,post 2,pred rules,experts-rules score,matched rules,matched behaviors,pred with few-shot,few-shot score,pred with zero-shot,zero-shot score
11,openness,Moderate,"Hey guys!!!
guess who we have here today???

My childhood friends came over. Oh my God, i have really missed them, i saw them last about 8 years ago but we've always been in communication. I'm so happy to see them and i can't wait to update you guys on the plans we have to catch up. 
Stay tuned!","Happy birthday to the love of my life. I can't imagine what my life could have been without you, you brought colors into my life. On this big day of yours, i wish you heavens choicest blessings and i pray all your hear desires are granted. I love you so much and i hope i make you happy as much as you make me",High,0,"IF a person uses detailed, enthusiastic language about experiences and interactions, THEN openness is likely High because it shows engagement and interest in new experiences.","Oh my God, i have really missed them... I'm so happy to see them",High,0,High,0
19,openness,High,"So exciting to catch up with everyone! Being in our thirties means meeting up takes at least ten conversations about the event, at least one cancellation, minimum two babies and a stray husband. Glad this one made it out of the group chat. To next time; hopefully it doesn't take eight months ;)","Turning 30 has never looked better. Spending our twenties together was incredible; the highs, the lows, but most importantly being with you. So excited to spend the rest of my life with you. Happy birthday to the love of my life. You have changed my life in the most incredible way and you are so special to me. Cheers to my favourite person. I love you.",High,1,"IF a person expresses a desire to catch up with friends after a long time, THEN openness is likely High because it indicates a willingness to engage in social experiences.",So exciting to catch up with everyone!,High,1,High,1
19,openness,High,"So exciting to catch up with everyone! Being in our thirties means meeting up takes at least ten conversations about the event, at least one cancellation, minimum two babies and a stray husband. Glad this one made it out of the group chat. To next time; hopefully it doesn't take eight months ;)","Turning 30 has never looked better. Spending our twenties together was incredible; the highs, the lows, but most importantly being with you. So excited to spend the rest of my life with you. Happy birthday to the love of my life. You have changed my life in the most incredible way and you are so special to me. Cheers to my favourite person. I love you.",High,1,"IF a person demonstrates excitement about future plans or adventures with loved ones, THEN openness is likely High because it indicates a forward-thinking mindset.",So excited to spend the rest of my life with you.,High,1,High,1
19,openness,High,"So exciting to catch up with everyone! Being in our thirties means meeting up takes at least ten conversations about the event, at least one cancellation, minimum two babies and a stray husband. Glad this one made it out of the group chat. To next time; hopefully it doesn't take eight months ;)","Turning 30 has never looked better. Spending our twenties together was incredible; the highs, the lows, but most importantly being with you. So excited to spend the rest of my life with you. Happy birthday to the love of my life. You have changed my life in the most incredible way and you are so special to me. Cheers to my favourite person. I love you.",High,1,"IF a person uses detailed, enthusiastic language about experiences and interactions, THEN openness is likely High because it shows engagement and interest in new experiences.",You have changed my life in the most incredible way and you are so special to me.,High,1,High,1
20,openness,High,"Wow. Having a great time catching up with old childhood friends after over 50 years! We haven't changed a bit ????.  Other than having several marriages, 18 children and 7 grandchildren between us. Life has definitely been a journey and pretty good to all of us ??. Lets not leave it another 50 years to catch up ??",Happy Birthday to this amazing man who I'm so proud to call my husband and father of my chidren. Hope you have an absolutely brilliant day and so glad i get to share it with you. You're definitely like a fine wine and get better and better with each passing year. All my love forever and always ?,High,1,"IF a person expresses a desire to catch up with friends after a long time, THEN openness is likely High because it indicates a willingness to engage in social experiences.",Having a great time catching up with old childhood friends after over 50 years!,High,1,High,1
20,openness,High,"Wow. Having a great time catching up with old childhood friends after over 50 years! We haven't changed a bit ????.  Other than having several marriages, 18 children and 7 grandchildren between us. Life has definitely been a journey and pretty good to all of us ??. Lets not leave it another 50 years to catch up ??",Happy Birthday to this amazing man who I'm so proud to call my husband and father of my chidren. Hope you have an absolutely brilliant day and so glad i get to share it with you. You're definitely like a fine wine and get better and better with each passing year. All my love forever and always ?,High,1,"IF a person makes a plan to meet with friends or family, THEN openness is likely High because it shows eagerness for shared experiences.",Lets not leave it another 50 years to catch up,High,1,High,1
20,openness,High,"Wow. Having a great time catching up with old childhood friends after over 50 years! We haven't changed a bit ????.  Other than having several marriages, 18 children and 7 grandchildren between us. Life has definitely been a journey and pretty good to all of us ??. Lets not leave it another 50 years to catch up ??",Happy Birthday to this amazing man who I'm so proud to call my husband and father of my chidren. Hope you have an absolutely brilliant day and so glad i get to share it with you. You're definitely like a fine wine and get better and better with each passing year. All my love forever and always ?,High,1,"IF a person uses detailed, enthusiastic language about experiences and interactions, THEN openness is likely High because it shows engagement and interest in new experiences.",Hope you have an absolutely brilliant day and so glad i get to share it with you.,High,1,High,1
26,openness,Moderate,"Loved loved loved seeing these guys today…the original OG’s from way back when I still had a fringe, wore double denim and was reading Shout magazine. Wah life goes by so fast.
I’m so lucky to have these guys still in my life today, we need to make these meet ups a more regular thing!","Happy Birthday to our one and only, our jam in the sandwich… have the best day. Me and the boys will be on our best behaviour today so get some rest and do something you enjoy. We love you along with everyone else who knows you. Wishing you the best of health wealth and happiness.",High,0,"IF a person expresses a desire to catch up with friends after a long time, THEN openness is likely High because it indicates a willingness to engage in social experiences.","I’m so lucky to have these guys still in my life today, we need to make these meet ups a more regular thing!",High,0,High,0
26,openness,Moderate,"Loved loved loved seeing these guys today…the original OG’s from way back when I still had a fringe, wore double denim and was reading Shout magazine. Wah life goes by so fast.
I’m so lucky to have these guys still in my life today, we need to make these meet ups a more regular thing!","Happy Birthday to our one and only, our jam in the sandwich… have the best day. Me and the boys will be on our best behaviour today so get some rest and do something you enjoy. We love you along with everyone else who knows you. Wishing you the best of health wealth and happiness.",High,0,"IF a person makes a plan to meet with friends or family, THEN openness is likely High because it shows eagerness for shared experiences.",we need to make these meet ups a more regular thing!,High,0,High,0
26,openness,Moderate,"Loved loved loved seeing these guys today…the original OG’s from way back when I still had a fringe, wore double denim and was reading Shout magazine. Wah life goes by so fast.
I’m so lucky to have these guys still in my life today, we need to make these meet ups a more regular thing!","Happy Birthday to our one and only, our jam in the sandwich… have the best day. Me and the boys will be on our best behaviour today so get some rest and do something you enjoy. We love you along with everyone else who knows you. Wishing you the best of health wealth and happiness.",High,0,"IF a person demonstrates excitement about future plans or adventures with loved ones, THEN openness is likely High because it indicates a forward-thinking mindset.",we need to make these meet ups a more regular thing!,High,0,High,0
27,openness,Moderate,"After all these years it's very interesting seeing how everyone I grew up with has changed, it's almost as if I was talking to two different versions of people from parallel universes, one a complete immature and incompetent buffon, the other a sophisticated and well mannered individual. It's crazy how time flies!","From cheerleader to married, I'm so appreciative of all the things you have done for me, and our family. Helping us financially or help cope with illness, I knew I made the right decision engaging with a nurse.I'm so glad that you came into my life and that we'll one day exit together. Happy 26th birthday my love!",Low,0,"IF a person reflects on their childhood friendships and shares nostalgia about them, THEN openness is likely Low because it suggests a preference for familiar past experiences over new ones.",it's very interesting seeing how everyone I grew up with has changed,Moderate,1,High,0
27,openness,Moderate,"After all these years it's very interesting seeing how everyone I grew up with has changed, it's almost as if I was talking to two different versions of people from parallel universes, one a complete immature and incompetent buffon, the other a sophisticated and well mannered individual. It's crazy how time flies!","From cheerleader to married, I'm so appreciative of all the things you have done for me, and our family. Helping us financially or help cope with illness, I knew I made the right decision engaging with a nurse.I'm so glad that you came into my life and that we'll one day exit together. Happy 26th birthday my love!",Low,0,"IF a person recounts past events without showcasing plans for future engagements or activities, THEN openness is likely Low because it suggests a focus on routine and familiarity rather than exploration.",After all these years it's very interesting seeing how everyone I grew up with has changed,Moderate,1,High,0
27,openness,Moderate,"After all these years it's very interesting seeing how everyone I grew up with has changed, it's almost as if I was talking to two different versions of people from parallel universes, one a complete immature and incompetent buffon, the other a sophisticated and well mannered individual. It's crazy how time flies!","From cheerleader to married, I'm so appreciative of all the things you have done for me, and our family. Helping us financially or help cope with illness, I knew I made the right decision engaging with a nurse.I'm so glad that you came into my life and that we'll one day exit together. Happy 26th birthday my love!",Low,0,"IF a person describes having enjoyable experiences in familiar settings without mentioning novelty, THEN openness is likely Low because it reflects a comfort with repetition rather than change.","I'm so appreciative of all the things you have done for me, and our family.",Moderate,1,High,0
27,openness,Moderate,"After all these years it's very interesting seeing how everyone I grew up with has changed, it's almost as if I was talking to two different versions of people from parallel universes, one a complete immature and incompetent buffon, the other a sophisticated and well mannered individual. It's crazy how time flies!","From cheerleader to married, I'm so appreciative of all the things you have done for me, and our family. Helping us financially or help cope with illness, I knew I made the right decision engaging with a nurse.I'm so glad that you came into my life and that we'll one day exit together. Happy 26th birthday my love!",Low,0,"IF a person refers to familiar, mundane activities without showing interest in exploring new ones, THEN openness is likely Low because it suggests a preference for the status quo.",Helping us financially or help cope with illness,Moderate,1,High,0
31,openness,Low,Long awaited catch up with life long friends!  Why has it taken so long? It was so good to catch up with everybody.  It has been so great seeing how we have all changed and grown both physically and spiritually.  Let me know who is up for making this an annual event? Please let me know.  I am happy to organise it.  Feeling blessed.  Cheers everyone!,"Happy birthday to the best and most wonderful husband I could ever ask for xx  Thank you for everything you do. Thank you for being an awesome dad to our two children. Enjoy your day and look forward the birthday celebrations tonight.  Enjoy your gifts. 
 You  so deserve them.  Love as always.",High,0,"IF a person expresses a desire to catch up with friends after a long time, THEN openness is likely High because it indicates a willingness to engage in social experiences.",Long awaited catch up with life long friends! Why has it taken so long? It was so good to catch up with everybody.,High,0,High,0
31,openness,Low,Long awaited catch up with life long friends!  Why has it taken so long? It was so good to catch up with everybody.  It has been so great seeing how we have all changed and grown both physically and spiritually.  Let me know who is up for making this an annual event? Please let me know.  I am happy to organise it.  Feeling blessed.  Cheers everyone!,"Happy birthday to the best and most wonderful husband I could ever ask for xx  Thank you for everything you do. Thank you for being an awesome dad to our two children. Enjoy your day and look forward the birthday celebrations tonight.  Enjoy your gifts. 
 You  so deserve them.  Love as always.",High,0,"IF a person makes a plan to meet with friends or family, THEN openness is likely High because it shows eagerness for shared experiences.",Let me know who is up for making this an annual event? Please let me know. I am happy to organise it.,High,0,High,0
31,openness,Low,Long awaited catch up with life long friends!  Why has it taken so long? It was so good to catch up with everybody.  It has been so great seeing how we have all changed and grown both physically and spiritually.  Let me know who is up for making this an annual event? Please let me know.  I am happy to organise it.  Feeling blessed.  Cheers everyone!,"Happy birthday to the best and most wonderful husband I could ever ask for xx  Thank you for everything you do. Thank you for being an awesome dad to our two children. Enjoy your day and look forward the birthday celebrations tonight.  Enjoy your gifts. 
 You  so deserve them.  Love as always.",High,0,"IF a person demonstrates excitement about future plans or adventures with loved ones, THEN openness is likely High because it indicates a forward-thinking mindset.",looking forward the birthday celebrations tonight.,High,0,High,0
32,openness,High,"A great thank you to my best childhood friends for organising this heart-warming event.
Emily, Sandra and Beckie - you are the best! 
Lots of stories and pictures were shared and we all thoroughly enjoyed a crazy ride down memory lane. It was great to see you all and see how you all got on in your lives girls!
Can't wait to do this again next year!","A very Happy birthday to my bestie!!! Roy, I want you to know that you are the best thing that ever happened to me. I am so glad we met and I love you unconditionally. I hope you have the best day celebrating your 40th birthday and I'm so here for it. 
You have touched the lives of so many people including mine and we are forever grateful for your optimistic, caring, and kind personality, hope you'll never change!
",Low,0,"IF a person reflects on their childhood friendships and shares nostalgia about them, THEN openness is likely Low because it suggests a preference for familiar past experiences over new ones.",A great thank you to my best childhood friends for organising this heart-warming event. ... Lots of stories and pictures were shared and we all thoroughly enjoyed a crazy ride down memory lane.,High,1,High,1
32,openness,High,"A great thank you to my best childhood friends for organising this heart-warming event.
Emily, Sandra and Beckie - you are the best! 
Lots of stories and pictures were shared and we all thoroughly enjoyed a crazy ride down memory lane. It was great to see you all and see how you all got on in your lives girls!
Can't wait to do this again next year!","A very Happy birthday to my bestie!!! Roy, I want you to know that you are the best thing that ever happened to me. I am so glad we met and I love you unconditionally. I hope you have the best day celebrating your 40th birthday and I'm so here for it. 
You have touched the lives of so many people including mine and we are forever grateful for your optimistic, caring, and kind personality, hope you'll never change!
",Low,0,"IF a person recounts past events without showcasing plans for future engagements or activities, THEN openness is likely Low because it suggests a focus on routine and familiarity rather than exploration.",It was great to see you all and see how you all got on in your lives girls! Can't wait to do this again next year!,High,1,High,1
33,openness,Moderate,Back with the besties! Hanging with my buds from grade school… can’t believe how long it’s been. After all this time they all still get it. Anyone who want to get a drink come on by. High school may have been fifteen years ago but it still feels like we graduated just yesterday. ,Happy birthday to my best friend and partner in crime. It’s crazy all we’ve been through in the past fifteen years. Through all the ups and downs you have always been there for me. I couldn’t ask for a better person to share my life with. Happy birthday and here’s to the next decade together. ,Low,0,"IF a person reflects on their childhood friendships and shares nostalgia about them, THEN openness is likely Low because it suggests a preference for familiar past experiences over new ones.",Hanging with my buds from grade school… can’t believe how long it’s been.,High,0,Moderate,1
33,openness,Moderate,Back with the besties! Hanging with my buds from grade school… can’t believe how long it’s been. After all this time they all still get it. Anyone who want to get a drink come on by. High school may have been fifteen years ago but it still feels like we graduated just yesterday. ,Happy birthday to my best friend and partner in crime. It’s crazy all we’ve been through in the past fifteen years. Through all the ups and downs you have always been there for me. I couldn’t ask for a better person to share my life with. Happy birthday and here’s to the next decade together. ,Low,0,"IF a person recounts past events without showcasing plans for future engagements or activities, THEN openness is likely Low because it suggests a focus on routine and familiarity rather than exploration.",High school may have been fifteen years ago but it still feels like we graduated just yesterday.,High,0,Moderate,1
33,openness,Moderate,Back with the besties! Hanging with my buds from grade school… can’t believe how long it’s been. After all this time they all still get it. Anyone who want to get a drink come on by. High school may have been fifteen years ago but it still feels like we graduated just yesterday. ,Happy birthday to my best friend and partner in crime. It’s crazy all we’ve been through in the past fifteen years. Through all the ups and downs you have always been there for me. I couldn’t ask for a better person to share my life with. Happy birthday and here’s to the next decade together. ,Low,0,"IF a person refers to familiar, mundane activities without showing interest in exploring new ones, THEN openness is likely Low because it suggests a preference for the status quo.",Back with the besties!,High,0,Moderate,1
35,openness,High,Had a great catchup with my old friends today. It had been too long since we had last spoke with each other. Met up at a local pub and had some nice drinks and a great dinner. There was a show on across the road and we jumped over there after a few beers. Thanks for organising it guys and let's not wait too long for the next one! ,"Happy birthday, babe! Where has the year gone? It felt like only last month we were talking about our plans for the year and now nearly a whole other year has gone by. Don't feel too worked up about your age because I know it gets to you, sometimes. We'll go out and enjoy ourselves and treat it like an 18th to make you happy. Remember, it's better to be over the hill than buried under it.",High,1,"IF a person expresses a desire to catch up with friends after a long time, THEN openness is likely High because it indicates a willingness to engage in social experiences.",Had a great catchup with my old friends today. It had been too long since we had last spoke with each other.,Moderate,0,High,1
35,openness,High,Had a great catchup with my old friends today. It had been too long since we had last spoke with each other. Met up at a local pub and had some nice drinks and a great dinner. There was a show on across the road and we jumped over there after a few beers. Thanks for organising it guys and let's not wait too long for the next one! ,"Happy birthday, babe! Where has the year gone? It felt like only last month we were talking about our plans for the year and now nearly a whole other year has gone by. Don't feel too worked up about your age because I know it gets to you, sometimes. We'll go out and enjoy ourselves and treat it like an 18th to make you happy. Remember, it's better to be over the hill than buried under it.",High,1,"IF a person makes a plan to meet with friends or family, THEN openness is likely High because it shows eagerness for shared experiences.",Thanks for organising it guys and let's not wait too long for the next one!,Moderate,0,High,1
35,openness,High,Had a great catchup with my old friends today. It had been too long since we had last spoke with each other. Met up at a local pub and had some nice drinks and a great dinner. There was a show on across the road and we jumped over there after a few beers. Thanks for organising it guys and let's not wait too long for the next one! ,"Happy birthday, babe! Where has the year gone? It felt like only last month we were talking about our plans for the year and now nearly a whole other year has gone by. Don't feel too worked up about your age because I know it gets to you, sometimes. We'll go out and enjoy ourselves and treat it like an 18th to make you happy. Remember, it's better to be over the hill than buried under it.",High,1,"IF a person demonstrates excitement about future plans or adventures with loved ones, THEN openness is likely High because it indicates a forward-thinking mindset.",We'll go out and enjoy ourselves and treat it like an 18th to make you happy.,Moderate,0,High,1
35,openness,High,Had a great catchup with my old friends today. It had been too long since we had last spoke with each other. Met up at a local pub and had some nice drinks and a great dinner. There was a show on across the road and we jumped over there after a few beers. Thanks for organising it guys and let's not wait too long for the next one! ,"Happy birthday, babe! Where has the year gone? It felt like only last month we were talking about our plans for the year and now nearly a whole other year has gone by. Don't feel too worked up about your age because I know it gets to you, sometimes. We'll go out and enjoy ourselves and treat it like an 18th to make you happy. Remember, it's better to be over the hill than buried under it.",High,1,"IF a person uses detailed, enthusiastic language about experiences and interactions, THEN openness is likely High because it shows engagement and interest in new experiences.",Met up at a local pub and had some nice drinks and a great dinner.,Moderate,0,High,1
36,openness,Moderate,"I had the best time today, joining together with the girls I grew up with! We shared memories, laughed at our ridiculous behaviour (and outfits, though the less said about that, the better!). It was utterly joyful, and a real throwback to a much simpler time. Like therapy for the soul. I'm very excited to do it again very soon.","I've never made a secret of how proud I am of my husband. I'm his biggest cheerleader and No.1 fan! As he approaches his 40th birthday, I want to thank him for our last 20 years together and congratulate him on every single achievement in his life! His children, his dedication to helping others and his commitment to being the best person he can be. So proud of you, darling! Love you lots xx",High,0,"IF a person expresses a desire to catch up with friends after a long time, THEN openness is likely High because it indicates a willingness to engage in social experiences.","I had the best time today, joining together with the girls I grew up with! ... I'm very excited to do it again very soon.",High,0,High,0
36,openness,Moderate,"I had the best time today, joining together with the girls I grew up with! We shared memories, laughed at our ridiculous behaviour (and outfits, though the less said about that, the better!). It was utterly joyful, and a real throwback to a much simpler time. Like therapy for the soul. I'm very excited to do it again very soon.","I've never made a secret of how proud I am of my husband. I'm his biggest cheerleader and No.1 fan! As he approaches his 40th birthday, I want to thank him for our last 20 years together and congratulate him on every single achievement in his life! His children, his dedication to helping others and his commitment to being the best person he can be. So proud of you, darling! Love you lots xx",High,0,"IF a person uses detailed, enthusiastic language about experiences and interactions, THEN openness is likely High because it shows engagement and interest in new experiences.","It was utterly joyful, and a real throwback to a much simpler time. Like therapy for the soul.",High,0,High,0
37,openness,High,"After some years, I was finally able to spend some time with my old pal X from back home. It feels unreal to spend time with them after so many years spent apart and after so many things happened, whether it was moving abroad, new jobs or big family events. X you mean a lot and I cherish our friendship ","I still can't express how lucky I am to have you in my life, ever since I met you, you have been a integral part of my life and I can't express how much you mean to me and how much I love you. Happy birthday, I really mean that, wish you a happy birthday and may the years be kind to us",High,1,"IF a person expresses a desire to catch up with friends after a long time, THEN openness is likely High because it indicates a willingness to engage in social experiences.","After some years, I was finally able to spend some time with my old pal X from back home.",Moderate,0,High,1
37,openness,High,"After some years, I was finally able to spend some time with my old pal X from back home. It feels unreal to spend time with them after so many years spent apart and after so many things happened, whether it was moving abroad, new jobs or big family events. X you mean a lot and I cherish our friendship ","I still can't express how lucky I am to have you in my life, ever since I met you, you have been a integral part of my life and I can't express how much you mean to me and how much I love you. Happy birthday, I really mean that, wish you a happy birthday and may the years be kind to us",High,1,"IF a person expresses excitement about future plans or adventures with loved ones, THEN openness is likely High because it indicates a forward-thinking mindset.",I wish you a happy birthday and may the years be kind to us.,Moderate,0,High,1
37,openness,High,"After some years, I was finally able to spend some time with my old pal X from back home. It feels unreal to spend time with them after so many years spent apart and after so many things happened, whether it was moving abroad, new jobs or big family events. X you mean a lot and I cherish our friendship ","I still can't express how lucky I am to have you in my life, ever since I met you, you have been a integral part of my life and I can't express how much you mean to me and how much I love you. Happy birthday, I really mean that, wish you a happy birthday and may the years be kind to us",High,1,"IF a person uses detailed, enthusiastic language about experiences and interactions, THEN openness is likely High because it shows engagement and interest in new experiences.",It feels unreal to spend time with them after so many years spent apart... you mean a lot and I cherish our friendship.,Moderate,0,High,1
41,openness,Moderate,"So good to see these guys again, especially those I haven't seen for years. Brings me right back to the days of playing Minecraft together. Spent a great day in London together, going to a café and exploring all the places we used to go together, it was a really great day, and I'm definitely up to do it again.","Another year since birth for my favourite person on the planet, here's to many many many more together. I cannot express how much I love you, and I hope our day together lived up to that. We went to a really nice restaurant in town, which i would highly recommend everyone visits.",High,0,"IF a person expresses a desire to catch up with friends after a long time, THEN openness is likely High because it indicates a willingness to engage in social experiences.","So good to see these guys again, especially those I haven't seen for years.",High,0,High,0
41,openness,Moderate,"So good to see these guys again, especially those I haven't seen for years. Brings me right back to the days of playing Minecraft together. Spent a great day in London together, going to a café and exploring all the places we used to go together, it was a really great day, and I'm definitely up to do it again.","Another year since birth for my favourite person on the planet, here's to many many many more together. I cannot express how much I love you, and I hope our day together lived up to that. We went to a really nice restaurant in town, which i would highly recommend everyone visits.",High,0,"IF a person makes a plan to meet with friends or family, THEN openness is likely High because it shows eagerness for shared experiences.",I'm definitely up to do it again.,High,0,High,0
41,openness,Moderate,"So good to see these guys again, especially those I haven't seen for years. Brings me right back to the days of playing Minecraft together. Spent a great day in London together, going to a café and exploring all the places we used to go together, it was a really great day, and I'm definitely up to do it again.","Another year since birth for my favourite person on the planet, here's to many many many more together. I cannot express how much I love you, and I hope our day together lived up to that. We went to a really nice restaurant in town, which i would highly recommend everyone visits.",High,0,"IF a person demonstrates excitement about future plans or adventures with loved ones, THEN openness is likely High because it indicates a forward-thinking mindset.",Here's to many many many more together.,High,0,High,0
41,openness,Moderate,"So good to see these guys again, especially those I haven't seen for years. Brings me right back to the days of playing Minecraft together. Spent a great day in London together, going to a café and exploring all the places we used to go together, it was a really great day, and I'm definitely up to do it again.","Another year since birth for my favourite person on the planet, here's to many many many more together. I cannot express how much I love you, and I hope our day together lived up to that. We went to a really nice restaurant in town, which i would highly recommend everyone visits.",High,0,"IF a person uses detailed, enthusiastic language about experiences and interactions, THEN openness is likely High because it shows engagement and interest in new experiences.","We went to a really nice restaurant in town, which I would highly recommend everyone visits.",High,0,High,0
